"Año","Mes","Comunidad autónoma","Provincia","Número de casos","Número de casos con protección policial"
"Año 2023","Noviembre","Castilla y León","Soria","176.0","41.0"
"Año 2023","Noviembre","Castilla y León","Valladolid","652.0","318.0"
"Año 2023","Noviembre","Castilla y León","Zamora","181.0","122.0"
"Año 2023","Noviembre","Castilla-La Mancha","Albacete","819.0","257.0"
"Año 2023","Noviembre","Castilla-La Mancha","Ciudad Real","862.0","534.0"
"Año 2023","Noviembre","Castilla-La Mancha","Cuenca","480.0","175.0"
"Año 2023","Noviembre","Castilla-La Mancha","Guadalajara","540.0","323.0"
"Año 2023","Noviembre","Castilla-La Mancha","Toledo","1743.0","907.0"
"Año 2023","Noviembre","Cataluña","Barcelona","0.0","0.0"
"Año 2023","Noviembre","Cataluña","Girona","0.0","0.0"
"Año 2023","Noviembre","Cataluña","Lleida","0.0","0.0"
"Año 2023","Noviembre","Cataluña","Tarragona","0.0","0.0"
"Año 2023","Noviembre","Comunitat Valenciana","Alicante/Alacant","5030.0","3179.0"
"Año 2023","Noviembre","Comunitat Valenciana","Castellón/Castelló","2193.0","1638.0"
"Año 2023","Noviembre","Comunitat Valenciana","Valencia/València","5771.0","3557.0"
"Año 2023","Noviembre","Extremadura","Badajoz","1215.0","842.0"
"Año 2023","Noviembre","Extremadura","Cáceres","1017.0","741.0"
"Año 2023","Noviembre","Galicia","A Coruña","2199.0","1462.0"
"Año 2023","Noviembre","Galicia","Lugo","672.0","446.0"
"Año 2023","Noviembre","Galicia","Ourense","419.0","265.0"
"Año 2023","Noviembre","Galicia","Pontevedra","1460.0","995.0"
"Año 2023","Noviembre","Comunidad de Madrid","Madrid","10011.0","5348.0"
"Año 2023","Noviembre","Región de Murcia","Murcia","4793.0","3104.0"
"Año 2023","Noviembre","Comunidad Foral de Navarra","Navarra","1634.0","988.0"
"Año 2023","Noviembre","País Vasco","Araba/Álava","0.0","0.0"
"Año 2023","Noviembre","País Vasco","Bizkaia","0.0","0.0"
"Año 2023","Noviembre","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2023","Noviembre","La Rioja","La Rioja","686.0","480.0"
"Año 2023","Noviembre","Ceuta","Ceuta","222.0","187.0"
"Año 2023","Noviembre","Melilla","Melilla","220.0","109.0"
"Año 2023","Diciembre","Andalucía","Almería","2736.0","1509.0"
"Año 2023","Diciembre","Andalucía","Cádiz","3882.0","2376.0"
"Año 2023","Diciembre","Andalucía","Córdoba","1957.0","1305.0"
"Año 2023","Diciembre","Andalucía","Granada","2295.0","1490.0"
"Año 2023","Diciembre","Andalucía","Huelva","1395.0","757.0"
"Año 2023","Diciembre","Andalucía","Jaén","1560.0","1072.0"
"Año 2023","Diciembre","Andalucía","Málaga","4095.0","2243.0"
"Año 2023","Diciembre","Andalucía","Sevilla","4518.0","2718.0"
"Año 2023","Diciembre","Aragón","Huesca","461.0","248.0"
"Año 2023","Diciembre","Aragón","Teruel","190.0","140.0"
"Año 2023","Diciembre","Aragón","Zaragoza","1544.0","937.0"
"Año 2023","Diciembre","Principado de Asturias","Asturias","1837.0","1027.0"
"Año 2023","Diciembre","Illes Balears","Illes Balears","3426.0","2331.0"
"Año 2023","Diciembre","Canarias","Las Palmas","2600.0","1544.0"
"Año 2023","Diciembre","Canarias","Santa Cruz de Tenerife","3015.0","2072.0"
"Año 2023","Diciembre","Cantabria","Cantabria","1229.0","779.0"
"Año 2023","Diciembre","Castilla y León","Ávila","292.0","207.0"
"Año 2023","Diciembre","Castilla y León","Burgos","928.0","584.0"
"Año 2023","Diciembre","Castilla y León","León","788.0","496.0"
"Año 2023","Diciembre","Castilla y León","Palencia","335.0","289.0"
"Año 2023","Diciembre","Castilla y León","Salamanca","415.0","266.0"
"Año 2023","Diciembre","Castilla y León","Segovia","307.0","283.0"
"Año 2023","Diciembre","Castilla y León","Soria","174.0","49.0"
"Año 2023","Diciembre","Castilla y León","Valladolid","673.0","332.0"
"Año 2023","Diciembre","Castilla y León","Zamora","187.0","128.0"
"Año 2023","Diciembre","Castilla-La Mancha","Albacete","827.0","271.0"
"Año 2023","Diciembre","Castilla-La Mancha","Ciudad Real","894.0","551.0"
"Año 2023","Diciembre","Castilla-La Mancha","Cuenca","493.0","177.0"
"Año 2023","Diciembre","Castilla-La Mancha","Guadalajara","568.0","342.0"
"Año 2023","Diciembre","Castilla-La Mancha","Toledo","1774.0","924.0"
"Año 2023","Diciembre","Cataluña","Barcelona","0.0","0.0"
"Año 2023","Diciembre","Cataluña","Girona","0.0","0.0"
"Año 2023","Diciembre","Cataluña","Lleida","0.0","0.0"
"Año 2023","Diciembre","Cataluña","Tarragona","0.0","0.0"
"Año 2023","Diciembre","Comunitat Valenciana","Alicante/Alacant","5040.0","3161.0"
"Año 2023","Diciembre","Comunitat Valenciana","Castellón/Castelló","2220.0","1666.0"
"Año 2023","Diciembre","Comunitat Valenciana","Valencia/València","5910.0","3636.0"
"Año 2023","Diciembre","Extremadura","Badajoz","1230.0","856.0"
"Año 2023","Diciembre","Extremadura","Cáceres","1027.0","748.0"
"Año 2023","Diciembre","Galicia","A Coruña","2208.0","1478.0"
"Año 2023","Diciembre","Galicia","Lugo","686.0","457.0"
"Año 2023","Diciembre","Galicia","Ourense","437.0","284.0"
"Año 2023","Diciembre","Galicia","Pontevedra","1464.0","1012.0"
"Año 2023","Diciembre","Comunidad de Madrid","Madrid","10084.0","5432.0"
"Año 2023","Diciembre","Región de Murcia","Murcia","4820.0","3109.0"
"Año 2023","Diciembre","Comunidad Foral de Navarra","Navarra","1645.0","1010.0"
"Año 2023","Diciembre","País Vasco","Araba/Álava","0.0","0.0"
"Año 2023","Diciembre","País Vasco","Bizkaia","0.0","0.0"
"Año 2023","Diciembre","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2023","Diciembre","La Rioja","La Rioja","716.0","494.0"
"Año 2023","Diciembre","Ceuta","Ceuta","234.0","196.0"
"Año 2023","Diciembre","Melilla","Melilla","225.0","113.0"
"Año 2024","Enero","Andalucía","Almería","2701.0","1490.0"
"Año 2024","Enero","Andalucía","Cádiz","3876.0","2360.0"
"Año 2024","Enero","Andalucía","Córdoba","1952.0","1292.0"
"Año 2024","Enero","Andalucía","Granada","2304.0","1510.0"
"Año 2024","Enero","Andalucía","Huelva","1376.0","752.0"
"Año 2024","Enero","Andalucía","Jaén","1530.0","1042.0"
"Año 2024","Enero","Andalucía","Málaga","4111.0","2251.0"
"Año 2024","Enero","Andalucía","Sevilla","4523.0","2667.0"
"Año 2024","Enero","Aragón","Huesca","471.0","263.0"
"Año 2024","Enero","Aragón","Teruel","197.0","145.0"
"Año 2024","Enero","Aragón","Zaragoza","1511.0","907.0"
"Año 2024","Enero","Principado de Asturias","Asturias","1813.0","1005.0"
"Año 2024","Enero","Illes Balears","Illes Balears","3418.0","2331.0"
"Año 2024","Enero","Canarias","Las Palmas","2573.0","1503.0"
"Año 2024","Enero","Canarias","Santa Cruz de Tenerife","3003.0","2099.0"
"Año 2024","Enero","Cantabria","Cantabria","1223.0","781.0"
"Año 2024","Enero","Castilla y León","Ávila","291.0","206.0"
"Año 2024","Enero","Castilla y León","Burgos","944.0","595.0"
"Año 2024","Enero","Castilla y León","León","800.0","504.0"
"Año 2024","Enero","Castilla y León","Palencia","329.0","284.0"
"Año 2024","Enero","Castilla y León","Salamanca","401.0","250.0"
"Año 2024","Enero","Castilla y León","Segovia","303.0","275.0"
"Año 2024","Enero","Castilla y León","Soria","168.0","45.0"
"Año 2024","Enero","Castilla y León","Valladolid","664.0","334.0"
"Año 2024","Enero","Castilla y León","Zamora","189.0","132.0"
"Año 2024","Enero","Castilla-La Mancha","Albacete","842.0","289.0"
"Año 2024","Enero","Castilla-La Mancha","Ciudad Real","892.0","544.0"
"Año 2024","Enero","Castilla-La Mancha","Cuenca","489.0","181.0"
"Año 2024","Enero","Castilla-La Mancha","Guadalajara","532.0","313.0"
"Año 2024","Enero","Castilla-La Mancha","Toledo","1811.0","968.0"
"Año 2024","Enero","Cataluña","Barcelona","0.0","0.0"
"Año 2024","Enero","Cataluña","Girona","0.0","0.0"
"Año 2024","Enero","Cataluña","Lleida","0.0","0.0"
"Año 2024","Enero","Cataluña","Tarragona","0.0","0.0"
"Año 2024","Enero","Comunitat Valenciana","Alicante/Alacant","5074.0","3197.0"
"Año 2024","Enero","Comunitat Valenciana","Castellón/Castelló","2224.0","1665.0"
"Año 2024","Enero","Comunitat Valenciana","Valencia/València","5824.0","3569.0"
"Año 2024","Enero","Extremadura","Badajoz","1258.0","891.0"
"Año 2024","Enero","Extremadura","Cáceres","1067.0","780.0"
"Año 2024","Enero","Galicia","A Coruña","2171.0","1433.0"
"Año 2024","Enero","Galicia","Lugo","695.0","468.0"
"Año 2024","Enero","Galicia","Ourense","428.0","271.0"
"Año 2024","Enero","Galicia","Pontevedra","1452.0","990.0"
"Año 2024","Enero","Comunidad de Madrid","Madrid","9977.0","5403.0"
"Año 2024","Enero","Región de Murcia","Murcia","4803.0","3121.0"
"Año 2024","Enero","Comunidad Foral de Navarra","Navarra","1672.0","1022.0"
"Año 2024","Enero","País Vasco","Araba/Álava","0.0","0.0"
"Año 2024","Enero","País Vasco","Bizkaia","0.0","0.0"
"Año 2024","Enero","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2024","Enero","La Rioja","La Rioja","707.0","474.0"
"Año 2024","Enero","Ceuta","Ceuta","237.0","197.0"
"Año 2024","Enero","Melilla","Melilla","228.0","115.0"
"Año 2024","Febrero","Andalucía","Almería","2665.0","1486.0"
"Año 2024","Febrero","Andalucía","Cádiz","3848.0","2321.0"
"Año 2024","Febrero","Andalucía","Córdoba","1965.0","1301.0"
"Año 2024","Febrero","Andalucía","Granada","2308.0","1519.0"
"Año 2024","Febrero","Andalucía","Huelva","1342.0","728.0"
"Año 2024","Febrero","Andalucía","Jaén","1551.0","1068.0"
"Año 2024","Febrero","Andalucía","Málaga","4158.0","2317.0"
"Año 2024","Febrero","Andalucía","Sevilla","4503.0","2630.0"
"Año 2024","Febrero","Aragón","Huesca","475.0","254.0"
"Año 2024","Febrero","Aragón","Teruel","192.0","140.0"
"Año 2024","Febrero","Aragón","Zaragoza","1507.0","910.0"
"Año 2024","Febrero","Principado de Asturias","Asturias","1838.0","1018.0"
"Año 2024","Febrero","Illes Balears","Illes Balears","3427.0","2346.0"
"Año 2024","Febrero","Canarias","Las Palmas","2555.0","1502.0"
"Año 2024","Febrero","Canarias","Santa Cruz de Tenerife","3046.0","2122.0"
"Año 2024","Febrero","Cantabria","Cantabria","1198.0","765.0"
"Año 2024","Febrero","Castilla y León","Ávila","292.0","207.0"
"Año 2024","Febrero","Castilla y León","Burgos","951.0","613.0"
"Año 2024","Febrero","Castilla y León","León","786.0","492.0"
"Año 2024","Febrero","Castilla y León","Palencia","328.0","282.0"
"Año 2024","Febrero","Castilla y León","Salamanca","403.0","258.0"
"Año 2024","Febrero","Castilla y León","Segovia","293.0","270.0"
"Año 2024","Febrero","Castilla y León","Soria","175.0","52.0"
"Año 2024","Febrero","Castilla y León","Valladolid","669.0","345.0"
"Año 2024","Febrero","Castilla y León","Zamora","192.0","133.0"
"Año 2024","Febrero","Castilla-La Mancha","Albacete","848.0","288.0"
"Año 2024","Febrero","Castilla-La Mancha","Ciudad Real","896.0","555.0"
"Año 2024","Febrero","Castilla-La Mancha","Cuenca","499.0","181.0"
"Año 2024","Febrero","Castilla-La Mancha","Guadalajara","525.0","311.0"
"Año 2024","Febrero","Castilla-La Mancha","Toledo","1791.0","974.0"
"Año 2024","Febrero","Cataluña","Barcelona","0.0","0.0"
"Año 2024","Febrero","Cataluña","Girona","0.0","0.0"
"Año 2024","Febrero","Cataluña","Lleida","0.0","0.0"
"Año 2024","Febrero","Cataluña","Tarragona","0.0","0.0"
"Año 2024","Febrero","Comunitat Valenciana","Alicante/Alacant","5079.0","3201.0"
"Año 2024","Febrero","Comunitat Valenciana","Castellón/Castelló","2213.0","1656.0"
"Año 2024","Febrero","Comunitat Valenciana","Valencia/València","5800.0","3540.0"
"Año 2024","Febrero","Extremadura","Badajoz","1264.0","900.0"
"Año 2024","Febrero","Extremadura","Cáceres","1074.0","787.0"
"Año 2024","Febrero","Galicia","A Coruña","2189.0","1435.0"
"Año 2024","Febrero","Galicia","Lugo","696.0","469.0"
"Año 2024","Febrero","Galicia","Ourense","425.0","271.0"
"Año 2024","Febrero","Galicia","Pontevedra","1466.0","992.0"
"Año 2024","Febrero","Comunidad de Madrid","Madrid","10065.0","5430.0"
"Año 2024","Febrero","Región de Murcia","Murcia","4762.0","3090.0"
"Año 2024","Febrero","Comunidad Foral de Navarra","Navarra","1646.0","994.0"
"Año 2024","Febrero","País Vasco","Araba/Álava","0.0","0.0"
"Año 2024","Febrero","País Vasco","Bizkaia","0.0","0.0"
"Año 2024","Febrero","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2024","Febrero","La Rioja","La Rioja","700.0","462.0"
"Año 2024","Febrero","Ceuta","Ceuta","234.0","192.0"
"Año 2024","Febrero","Melilla","Melilla","231.0","117.0"
"Año 2024","Marzo","Andalucía","Almería","2689.0","1502.0"
"Año 2024","Marzo","Andalucía","Cádiz","3918.0","2411.0"
"Año 2024","Marzo","Andalucía","Córdoba","1993.0","1332.0"
"Año 2024","Marzo","Andalucía","Granada","2346.0","1539.0"
"Año 2024","Marzo","Andalucía","Huelva","1363.0","726.0"
"Año 2024","Marzo","Andalucía","Jaén","1583.0","1098.0"
"Año 2024","Marzo","Andalucía","Málaga","4215.0","2364.0"
"Año 2024","Marzo","Andalucía","Sevilla","4600.0","2648.0"
"Año 2024","Marzo","Aragón","Huesca","480.0","251.0"
"Año 2024","Marzo","Aragón","Teruel","184.0","138.0"
"Año 2024","Marzo","Aragón","Zaragoza","1504.0","920.0"
"Año 2024","Marzo","Principado de Asturias","Asturias","1843.0","1029.0"
"Año 2024","Marzo","Illes Balears","Illes Balears","3520.0","2420.0"
"Año 2024","Marzo","Canarias","Las Palmas","2620.0","1548.0"
"Año 2024","Marzo","Canarias","Santa Cruz de Tenerife","3063.0","2139.0"
"Año 2024","Marzo","Cantabria","Cantabria","1229.0","791.0"
"Año 2024","Marzo","Castilla y León","Ávila","304.0","218.0"
"Año 2024","Marzo","Castilla y León","Burgos","962.0","613.0"
"Año 2024","Marzo","Castilla y León","León","810.0","513.0"
"Año 2024","Marzo","Castilla y León","Palencia","342.0","295.0"
"Año 2024","Marzo","Castilla y León","Salamanca","407.0","269.0"
"Año 2024","Marzo","Castilla y León","Segovia","294.0","264.0"
"Año 2024","Marzo","Castilla y León","Soria","184.0","56.0"
"Año 2024","Marzo","Castilla y León","Valladolid","681.0","347.0"
"Año 2024","Marzo","Castilla y León","Zamora","198.0","141.0"
"Año 2024","Marzo","Castilla-La Mancha","Albacete","887.0","300.0"
"Año 2024","Marzo","Castilla-La Mancha","Ciudad Real","948.0","582.0"
"Año 2024","Marzo","Castilla-La Mancha","Cuenca","501.0","184.0"
"Año 2024","Marzo","Castilla-La Mancha","Guadalajara","555.0","329.0"
"Año 2024","Marzo","Castilla-La Mancha","Toledo","1824.0","1007.0"
"Año 2024","Marzo","Cataluña","Barcelona","0.0","0.0"
"Año 2024","Marzo","Cataluña","Girona","0.0","0.0"
"Año 2024","Marzo","Cataluña","Lleida","0.0","0.0"
"Año 2024","Marzo","Cataluña","Tarragona","0.0","0.0"
"Año 2024","Marzo","Comunitat Valenciana","Alicante/Alacant","5232.0","3358.0"
"Año 2024","Marzo","Comunitat Valenciana","Castellón/Castelló","2247.0","1688.0"
"Año 2024","Marzo","Comunitat Valenciana","Valencia/València","5927.0","3603.0"
"Año 2024","Marzo","Extremadura","Badajoz","1297.0","913.0"
"Año 2024","Marzo","Extremadura","Cáceres","1079.0","777.0"
"Año 2024","Marzo","Galicia","A Coruña","2231.0","1457.0"
"Año 2024","Marzo","Galicia","Lugo","714.0","482.0"
"Año 2024","Marzo","Galicia","Ourense","429.0","270.0"
"Año 2024","Marzo","Galicia","Pontevedra","1516.0","1016.0"
"Año 2024","Marzo","Comunidad de Madrid","Madrid","10283.0","5458.0"
"Año 2024","Marzo","Región de Murcia","Murcia","4870.0","3155.0"
"Año 2024","Marzo","Comunidad Foral de Navarra","Navarra","1693.0","1014.0"
"Año 2024","Marzo","País Vasco","Araba/Álava","0.0","0.0"
"Año 2024","Marzo","País Vasco","Bizkaia","0.0","0.0"
"Año 2024","Marzo","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2024","Marzo","La Rioja","La Rioja","715.0","466.0"
"Año 2024","Marzo","Ceuta","Ceuta","238.0","192.0"
"Año 2024","Marzo","Melilla","Melilla","227.0","115.0"
"Año 2024","Abril","Andalucía","Almería","2756.0","1563.0"
"Año 2024","Abril","Andalucía","Cádiz","3956.0","2418.0"
"Año 2024","Abril","Andalucía","Córdoba","2043.0","1352.0"
"Año 2024","Abril","Andalucía","Granada","2385.0","1558.0"
"Año 2024","Abril","Andalucía","Huelva","1406.0","770.0"
"Año 2024","Abril","Andalucía","Jaén","1560.0","1098.0"
"Año 2024","Abril","Andalucía","Málaga","4345.0","2444.0"
"Año 2024","Abril","Andalucía","Sevilla","4770.0","2757.0"
"Año 2024","Abril","Aragón","Huesca","502.0","256.0"
"Año 2024","Abril","Aragón","Teruel","193.0","149.0"
"Año 2024","Abril","Aragón","Zaragoza","1511.0","916.0"
"Año 2024","Abril","Principado de Asturias","Asturias","1887.0","1044.0"
"Año 2024","Abril","Illes Balears","Illes Balears","3648.0","2475.0"
"Año 2024","Abril","Canarias","Las Palmas","2632.0","1551.0"
"Año 2024","Abril","Canarias","Santa Cruz de Tenerife","3153.0","2218.0"
"Año 2024","Abril","Cantabria","Cantabria","1241.0","800.0"
"Año 2024","Abril","Castilla y León","Ávila","311.0","224.0"
"Año 2024","Abril","Castilla y León","Burgos","971.0","622.0"
"Año 2024","Abril","Castilla y León","León","834.0","521.0"
"Año 2024","Abril","Castilla y León","Palencia","346.0","297.0"
"Año 2024","Abril","Castilla y León","Salamanca","421.0","273.0"
"Año 2024","Abril","Castilla y León","Segovia","305.0","248.0"
"Año 2024","Abril","Castilla y León","Soria","187.0","60.0"
"Año 2024","Abril","Castilla y León","Valladolid","689.0","349.0"
"Año 2024","Abril","Castilla y León","Zamora","200.0","143.0"
"Año 2024","Abril","Castilla-La Mancha","Albacete","900.0","314.0"
"Año 2024","Abril","Castilla-La Mancha","Ciudad Real","972.0","584.0"
"Año 2024","Abril","Castilla-La Mancha","Cuenca","494.0","173.0"
"Año 2024","Abril","Castilla-La Mancha","Guadalajara","569.0","337.0"
"Año 2024","Abril","Castilla-La Mancha","Toledo","1880.0","1051.0"
"Año 2024","Abril","Cataluña","Barcelona","0.0","0.0"
"Año 2024","Abril","Cataluña","Girona","0.0","0.0"
"Año 2024","Abril","Cataluña","Lleida","0.0","0.0"
"Año 2024","Abril","Cataluña","Tarragona","0.0","0.0"
"Año 2024","Abril","Comunitat Valenciana","Alicante/Alacant","5393.0","3447.0"
"Año 2024","Abril","Comunitat Valenciana","Castellón/Castelló","2289.0","1694.0"
"Año 2024","Abril","Comunitat Valenciana","Valencia/València","6095.0","3727.0"
"Año 2024","Abril","Extremadura","Badajoz","1324.0","921.0"
"Año 2024","Abril","Extremadura","Cáceres","1094.0","766.0"
"Año 2024","Abril","Galicia","A Coruña","2284.0","1491.0"
"Año 2024","Abril","Galicia","Lugo","728.0","488.0"
"Año 2024","Abril","Galicia","Ourense","450.0","285.0"
"Año 2024","Abril","Galicia","Pontevedra","1526.0","993.0"
"Año 2024","Abril","Comunidad de Madrid","Madrid","10537.0","5607.0"
"Año 2024","Abril","Región de Murcia","Murcia","4945.0","3204.0"
"Año 2024","Abril","Comunidad Foral de Navarra","Navarra","1711.0","1005.0"
