"Año","Mes","Comunidad autónoma","Provincia","Número de casos","Número de casos con protección policial"
"Año 2023","Marzo","Comunidad de Madrid","Madrid","9544.0","5123.0"
"Año 2023","Marzo","Región de Murcia","Murcia","4022.0","2460.0"
"Año 2023","Marzo","Comunidad Foral de Navarra","Navarra","1476.0","866.0"
"Año 2023","Marzo","País Vasco","Araba/Álava","0.0","0.0"
"Año 2023","Marzo","País Vasco","Bizkaia","0.0","0.0"
"Año 2023","Marzo","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2023","Marzo","La Rioja","La Rioja","663.0","466.0"
"Año 2023","Marzo","Ceuta","Ceuta","180.0","147.0"
"Año 2023","Marzo","Melilla","Melilla","210.0","102.0"
"Año 2023","Marzo","Extranjero","Extranjero","0.0","0.0"
"Año 2023","Abril","Desconocida","Desconocida","0.0","0.0"
"Año 2023","Abril","Andalucía","Almería","2657.0","1487.0"
"Año 2023","Abril","Andalucía","Cádiz","3651.0","2145.0"
"Año 2023","Abril","Andalucía","Córdoba","1773.0","1138.0"
"Año 2023","Abril","Andalucía","Granada","1975.0","1321.0"
"Año 2023","Abril","Andalucía","Huelva","1349.0","722.0"
"Año 2023","Abril","Andalucía","Jaén","1478.0","990.0"
"Año 2023","Abril","Andalucía","Málaga","3831.0","2063.0"
"Año 2023","Abril","Andalucía","Sevilla","4297.0","2553.0"
"Año 2023","Abril","Aragón","Huesca","409.0","204.0"
"Año 2023","Abril","Aragón","Teruel","170.0","113.0"
"Año 2023","Abril","Aragón","Zaragoza","1369.0","798.0"
"Año 2023","Abril","Principado de Asturias","Asturias","1686.0","874.0"
"Año 2023","Abril","Illes Balears","Illes Balears","3273.0","2199.0"
"Año 2023","Abril","Canarias","Las Palmas","2439.0","1396.0"
"Año 2023","Abril","Canarias","Santa Cruz de Tenerife","2732.0","1882.0"
"Año 2023","Abril","Cantabria","Cantabria","1053.0","670.0"
"Año 2023","Abril","Castilla y León","Ávila","265.0","185.0"
"Año 2023","Abril","Castilla y León","Burgos","806.0","487.0"
"Año 2023","Abril","Castilla y León","León","710.0","421.0"
"Año 2023","Abril","Castilla y León","Palencia","301.0","255.0"
"Año 2023","Abril","Castilla y León","Salamanca","338.0","192.0"
"Año 2023","Abril","Castilla y León","Segovia","293.0","269.0"
"Año 2023","Abril","Castilla y León","Soria","171.0","50.0"
"Año 2023","Abril","Castilla y León","Valladolid","619.0","295.0"
"Año 2023","Abril","Castilla y León","Zamora","150.0","107.0"
"Año 2023","Abril","Castilla-La Mancha","Albacete","812.0","247.0"
"Año 2023","Abril","Castilla-La Mancha","Ciudad Real","839.0","534.0"
"Año 2023","Abril","Castilla-La Mancha","Cuenca","480.0","169.0"
"Año 2023","Abril","Castilla-La Mancha","Guadalajara","523.0","303.0"
"Año 2023","Abril","Castilla-La Mancha","Toledo","1699.0","917.0"
"Año 2023","Abril","Cataluña","Barcelona","0.0","0.0"
"Año 2023","Abril","Cataluña","Girona","0.0","0.0"
"Año 2023","Abril","Cataluña","Lleida","0.0","0.0"
"Año 2023","Abril","Cataluña","Tarragona","0.0","0.0"
"Año 2023","Abril","Comunitat Valenciana","Alicante/Alacant","4609.0","2828.0"
"Año 2023","Abril","Comunitat Valenciana","Castellón/Castelló","2242.0","1485.0"
"Año 2023","Abril","Comunitat Valenciana","Valencia/València","5520.0","3362.0"
"Año 2023","Abril","Extremadura","Badajoz","1102.0","737.0"
"Año 2023","Abril","Extremadura","Cáceres","861.0","578.0"
"Año 2023","Abril","Galicia","A Coruña","1963.0","1268.0"
"Año 2023","Abril","Galicia","Lugo","631.0","400.0"
"Año 2023","Abril","Galicia","Ourense","407.0","245.0"
"Año 2023","Abril","Galicia","Pontevedra","1408.0","924.0"
"Año 2023","Abril","Comunidad de Madrid","Madrid","9646.0","5120.0"
"Año 2023","Abril","Región de Murcia","Murcia","4116.0","2527.0"
"Año 2023","Abril","Comunidad Foral de Navarra","Navarra","1505.0","873.0"
"Año 2023","Abril","País Vasco","Araba/Álava","0.0","0.0"
"Año 2023","Abril","País Vasco","Bizkaia","0.0","0.0"
"Año 2023","Abril","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2023","Abril","La Rioja","La Rioja","662.0","457.0"
"Año 2023","Abril","Ceuta","Ceuta","181.0","147.0"
"Año 2023","Abril","Melilla","Melilla","212.0","103.0"
"Año 2023","Abril","Extranjero","Extranjero","0.0","0.0"
"Año 2023","Mayo","Desconocida","Desconocida","0.0","0.0"
"Año 2023","Mayo","Andalucía","Almería","2661.0","1455.0"
"Año 2023","Mayo","Andalucía","Cádiz","3675.0","2174.0"
"Año 2023","Mayo","Andalucía","Córdoba","1780.0","1141.0"
"Año 2023","Mayo","Andalucía","Granada","2019.0","1371.0"
"Año 2023","Mayo","Andalucía","Huelva","1372.0","721.0"
"Año 2023","Mayo","Andalucía","Jaén","1499.0","1001.0"
"Año 2023","Mayo","Andalucía","Málaga","3821.0","2041.0"
"Año 2023","Mayo","Andalucía","Sevilla","4266.0","2530.0"
"Año 2023","Mayo","Aragón","Huesca","411.0","206.0"
"Año 2023","Mayo","Aragón","Teruel","183.0","122.0"
"Año 2023","Mayo","Aragón","Zaragoza","1365.0","808.0"
"Año 2023","Mayo","Principado de Asturias","Asturias","1715.0","889.0"
"Año 2023","Mayo","Illes Balears","Illes Balears","3324.0","2248.0"
"Año 2023","Mayo","Canarias","Las Palmas","2413.0","1381.0"
"Año 2023","Mayo","Canarias","Santa Cruz de Tenerife","2748.0","1895.0"
"Año 2023","Mayo","Cantabria","Cantabria","1080.0","695.0"
"Año 2023","Mayo","Castilla y León","Ávila","260.0","176.0"
"Año 2023","Mayo","Castilla y León","Burgos","827.0","505.0"
"Año 2023","Mayo","Castilla y León","León","714.0","422.0"
"Año 2023","Mayo","Castilla y León","Palencia","295.0","248.0"
"Año 2023","Mayo","Castilla y León","Salamanca","347.0","200.0"
"Año 2023","Mayo","Castilla y León","Segovia","296.0","273.0"
"Año 2023","Mayo","Castilla y León","Soria","172.0","57.0"
"Año 2023","Mayo","Castilla y León","Valladolid","635.0","296.0"
"Año 2023","Mayo","Castilla y León","Zamora","164.0","117.0"
"Año 2023","Mayo","Castilla-La Mancha","Albacete","811.0","254.0"
"Año 2023","Mayo","Castilla-La Mancha","Ciudad Real","840.0","540.0"
"Año 2023","Mayo","Castilla-La Mancha","Cuenca","482.0","168.0"
"Año 2023","Mayo","Castilla-La Mancha","Guadalajara","511.0","292.0"
"Año 2023","Mayo","Castilla-La Mancha","Toledo","1714.0","937.0"
"Año 2023","Mayo","Cataluña","Barcelona","0.0","0.0"
"Año 2023","Mayo","Cataluña","Girona","0.0","0.0"
"Año 2023","Mayo","Cataluña","Lleida","0.0","0.0"
"Año 2023","Mayo","Cataluña","Tarragona","0.0","0.0"
"Año 2023","Mayo","Comunitat Valenciana","Alicante/Alacant","4714.0","2905.0"
"Año 2023","Mayo","Comunitat Valenciana","Castellón/Castelló","2210.0","1500.0"
"Año 2023","Mayo","Comunitat Valenciana","Valencia/València","5520.0","3376.0"
"Año 2023","Mayo","Extremadura","Badajoz","1117.0","745.0"
"Año 2023","Mayo","Extremadura","Cáceres","886.0","619.0"
"Año 2023","Mayo","Galicia","A Coruña","2024.0","1306.0"
"Año 2023","Mayo","Galicia","Lugo","643.0","409.0"
"Año 2023","Mayo","Galicia","Ourense","418.0","253.0"
"Año 2023","Mayo","Galicia","Pontevedra","1377.0","895.0"
"Año 2023","Mayo","Comunidad de Madrid","Madrid","9537.0","5020.0"
"Año 2023","Mayo","Región de Murcia","Murcia","4229.0","2608.0"
"Año 2023","Mayo","Comunidad Foral de Navarra","Navarra","1500.0","897.0"
"Año 2023","Mayo","País Vasco","Araba/Álava","0.0","0.0"
"Año 2023","Mayo","País Vasco","Bizkaia","0.0","0.0"
"Año 2023","Mayo","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2023","Mayo","La Rioja","La Rioja","682.0","473.0"
"Año 2023","Mayo","Ceuta","Ceuta","188.0","153.0"
"Año 2023","Mayo","Melilla","Melilla","221.0","110.0"
"Año 2023","Mayo","Extranjero","Extranjero","0.0","0.0"
"Año 2023","Junio","Desconocida","Desconocida","0.0","0.0"
"Año 2023","Junio","Andalucía","Almería","2667.0","1458.0"
"Año 2023","Junio","Andalucía","Cádiz","3679.0","2205.0"
"Año 2023","Junio","Andalucía","Córdoba","1819.0","1171.0"
"Año 2023","Junio","Andalucía","Granada","2049.0","1375.0"
"Año 2023","Junio","Andalucía","Huelva","1352.0","703.0"
"Año 2023","Junio","Andalucía","Jaén","1501.0","993.0"
"Año 2023","Junio","Andalucía","Málaga","3876.0","2096.0"
"Año 2023","Junio","Andalucía","Sevilla","4278.0","2584.0"
"Año 2023","Junio","Aragón","Huesca","414.0","209.0"
"Año 2023","Junio","Aragón","Teruel","189.0","131.0"
"Año 2023","Junio","Aragón","Zaragoza","1411.0","848.0"
"Año 2023","Junio","Principado de Asturias","Asturias","1733.0","889.0"
"Año 2023","Junio","Illes Balears","Illes Balears","3407.0","2293.0"
"Año 2023","Junio","Canarias","Las Palmas","2477.0","1444.0"
"Año 2023","Junio","Canarias","Santa Cruz de Tenerife","2788.0","1918.0"
"Año 2023","Junio","Cantabria","Cantabria","1113.0","713.0"
"Año 2023","Junio","Castilla y León","Ávila","258.0","175.0"
"Año 2023","Junio","Castilla y León","Burgos","845.0","521.0"
"Año 2023","Junio","Castilla y León","León","745.0","447.0"
"Año 2023","Junio","Castilla y León","Palencia","296.0","248.0"
"Año 2023","Junio","Castilla y León","Salamanca","357.0","214.0"
"Año 2023","Junio","Castilla y León","Segovia","300.0","278.0"
"Año 2023","Junio","Castilla y León","Soria","173.0","62.0"
"Año 2023","Junio","Castilla y León","Valladolid","629.0","291.0"
"Año 2023","Junio","Castilla y León","Zamora","175.0","124.0"
"Año 2023","Junio","Castilla-La Mancha","Albacete","808.0","256.0"
"Año 2023","Junio","Castilla-La Mancha","Ciudad Real","852.0","537.0"
"Año 2023","Junio","Castilla-La Mancha","Cuenca","489.0","179.0"
"Año 2023","Junio","Castilla-La Mancha","Guadalajara","530.0","309.0"
"Año 2023","Junio","Castilla-La Mancha","Toledo","1724.0","939.0"
"Año 2023","Junio","Cataluña","Barcelona","0.0","0.0"
"Año 2023","Junio","Cataluña","Girona","0.0","0.0"
"Año 2023","Junio","Cataluña","Lleida","0.0","0.0"
"Año 2023","Junio","Cataluña","Tarragona","0.0","0.0"
"Año 2023","Junio","Comunitat Valenciana","Alicante/Alacant","4758.0","2945.0"
"Año 2023","Junio","Comunitat Valenciana","Castellón/Castelló","2195.0","1529.0"
"Año 2023","Junio","Comunitat Valenciana","Valencia/València","5563.0","3421.0"
"Año 2023","Junio","Extremadura","Badajoz","1130.0","775.0"
"Año 2023","Junio","Extremadura","Cáceres","897.0","641.0"
"Año 2023","Junio","Galicia","A Coruña","2058.0","1338.0"
"Año 2023","Junio","Galicia","Lugo","644.0","420.0"
"Año 2023","Junio","Galicia","Ourense","421.0","255.0"
"Año 2023","Junio","Galicia","Pontevedra","1390.0","926.0"
"Año 2023","Junio","Comunidad de Madrid","Madrid","9652.0","5110.0"
"Año 2023","Junio","Región de Murcia","Murcia","4275.0","2666.0"
"Año 2023","Junio","Comunidad Foral de Navarra","Navarra","1531.0","914.0"
"Año 2023","Junio","País Vasco","Araba/Álava","0.0","0.0"
"Año 2023","Junio","País Vasco","Bizkaia","0.0","0.0"
"Año 2023","Junio","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2023","Junio","La Rioja","La Rioja","685.0","476.0"
"Año 2023","Junio","Ceuta","Ceuta","192.0","154.0"
"Año 2023","Junio","Melilla","Melilla","219.0","107.0"
"Año 2023","Junio","Extranjero","Extranjero","0.0","0.0"
"Año 2023","Julio","Desconocida","Desconocida","0.0","0.0"
"Año 2023","Julio","Andalucía","Almería","2706.0","1492.0"
"Año 2023","Julio","Andalucía","Cádiz","3728.0","2204.0"
"Año 2023","Julio","Andalucía","Córdoba","1871.0","1207.0"
"Año 2023","Julio","Andalucía","Granada","2094.0","1424.0"
"Año 2023","Julio","Andalucía","Huelva","1357.0","706.0"
"Año 2023","Julio","Andalucía","Jaén","1551.0","1039.0"
"Año 2023","Julio","Andalucía","Málaga","3962.0","2194.0"
"Año 2023","Julio","Andalucía","Sevilla","4286.0","2581.0"
"Año 2023","Julio","Aragón","Huesca","433.0","212.0"
"Año 2023","Julio","Aragón","Teruel","189.0","132.0"
"Año 2023","Julio","Aragón","Zaragoza","1479.0","894.0"
"Año 2023","Julio","Principado de Asturias","Asturias","1761.0","909.0"
"Año 2023","Julio","Illes Balears","Illes Balears","3506.0","2360.0"
"Año 2023","Julio","Canarias","Las Palmas","2498.0","1437.0"
"Año 2023","Julio","Canarias","Santa Cruz de Tenerife","2880.0","1971.0"
"Año 2023","Julio","Cantabria","Cantabria","1154.0","740.0"
"Año 2023","Julio","Castilla y León","Ávila","263.0","180.0"
"Año 2023","Julio","Castilla y León","Burgos","863.0","521.0"
"Año 2023","Julio","Castilla y León","León","735.0","443.0"
"Año 2023","Julio","Castilla y León","Palencia","309.0","262.0"
"Año 2023","Julio","Castilla y León","Salamanca","365.0","226.0"
"Año 2023","Julio","Castilla y León","Segovia","298.0","279.0"
"Año 2023","Julio","Castilla y León","Soria","170.0","56.0"
"Año 2023","Julio","Castilla y León","Valladolid","639.0","308.0"
"Año 2023","Julio","Castilla y León","Zamora","177.0","125.0"
"Año 2023","Julio","Castilla-La Mancha","Albacete","829.0","280.0"
"Año 2023","Julio","Castilla-La Mancha","Ciudad Real","898.0","579.0"
"Año 2023","Julio","Castilla-La Mancha","Cuenca","499.0","181.0"
"Año 2023","Julio","Castilla-La Mancha","Guadalajara","534.0","317.0"
"Año 2023","Julio","Castilla-La Mancha","Toledo","1743.0","941.0"
"Año 2023","Julio","Cataluña","Barcelona","0.0","0.0"
"Año 2023","Julio","Cataluña","Girona","0.0","0.0"
"Año 2023","Julio","Cataluña","Lleida","0.0","0.0"
"Año 2023","Julio","Cataluña","Tarragona","0.0","0.0"
"Año 2023","Julio","Comunitat Valenciana","Alicante/Alacant","4888.0","3063.0"
"Año 2023","Julio","Comunitat Valenciana","Castellón/Castelló","2228.0","1595.0"
"Año 2023","Julio","Comunitat Valenciana","Valencia/València","5684.0","3462.0"
"Año 2023","Julio","Extremadura","Badajoz","1170.0","808.0"
"Año 2023","Julio","Extremadura","Cáceres","914.0","655.0"
"Año 2023","Julio","Galicia","A Coruña","2091.0","1376.0"
"Año 2023","Julio","Galicia","Lugo","636.0","418.0"
"Año 2023","Julio","Galicia","Ourense","418.0","260.0"
"Año 2023","Julio","Galicia","Pontevedra","1391.0","939.0"
"Año 2023","Julio","Comunidad de Madrid","Madrid","9882.0","5234.0"
"Año 2023","Julio","Región de Murcia","Murcia","4408.0","2806.0"
"Año 2023","Julio","Comunidad Foral de Navarra","Navarra","1563.0","942.0"
"Año 2023","Julio","País Vasco","Araba/Álava","0.0","0.0"
"Año 2023","Julio","País Vasco","Bizkaia","0.0","0.0"
"Año 2023","Julio","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2023","Julio","La Rioja","La Rioja","681.0","485.0"
"Año 2023","Julio","Ceuta","Ceuta","190.0","155.0"
"Año 2023","Julio","Melilla","Melilla","212.0","105.0"
"Año 2023","Julio","Extranjero","Extranjero","0.0","0.0"
"Año 2023","Agosto","Andalucía","Almería","2744.0","1535.0"
"Año 2023","Agosto","Andalucía","Cádiz","3794.0","2261.0"
"Año 2023","Agosto","Andalucía","Córdoba","1890.0","1241.0"
"Año 2023","Agosto","Andalucía","Granada","2150.0","1444.0"
"Año 2023","Agosto","Andalucía","Huelva","1339.0","703.0"
"Año 2023","Agosto","Andalucía","Jaén","1555.0","1052.0"
"Año 2023","Agosto","Andalucía","Málaga","4035.0","2234.0"
"Año 2023","Agosto","Andalucía","Sevilla","4298.0","2597.0"
"Año 2023","Agosto","Aragón","Huesca","441.0","223.0"
"Año 2023","Agosto","Aragón","Teruel","191.0","142.0"
"Año 2023","Agosto","Aragón","Zaragoza","1523.0","914.0"
"Año 2023","Agosto","Principado de Asturias","Asturias","1796.0","947.0"
"Año 2023","Agosto","Illes Balears","Illes Balears","3539.0","2385.0"
"Año 2023","Agosto","Canarias","Las Palmas","2523.0","1460.0"
"Año 2023","Agosto","Canarias","Santa Cruz de Tenerife","2923.0","2001.0"
"Año 2023","Agosto","Cantabria","Cantabria","1187.0","763.0"
"Año 2023","Agosto","Castilla y León","Ávila","280.0","196.0"
"Año 2023","Agosto","Castilla y León","Burgos","874.0","540.0"
"Año 2023","Agosto","Castilla y León","León","739.0","447.0"
"Año 2023","Agosto","Castilla y León","Palencia","324.0","275.0"
"Año 2023","Agosto","Castilla y León","Salamanca","386.0","239.0"
"Año 2023","Agosto","Castilla y León","Segovia","304.0","285.0"
"Año 2023","Agosto","Castilla y León","Soria","174.0","48.0"
"Año 2023","Agosto","Castilla y León","Valladolid","665.0","340.0"
"Año 2023","Agosto","Castilla y León","Zamora","171.0","118.0"
"Año 2023","Agosto","Castilla-La Mancha","Albacete","833.0","273.0"
"Año 2023","Agosto","Castilla-La Mancha","Ciudad Real","881.0","560.0"
"Año 2023","Agosto","Castilla-La Mancha","Cuenca","511.0","189.0"
"Año 2023","Agosto","Castilla-La Mancha","Guadalajara","555.0","337.0"
"Año 2023","Agosto","Castilla-La Mancha","Toledo","1764.0","974.0"
"Año 2023","Agosto","Cataluña","Barcelona","0.0","0.0"
"Año 2023","Agosto","Cataluña","Girona","0.0","0.0"
"Año 2023","Agosto","Cataluña","Lleida","0.0","0.0"
"Año 2023","Agosto","Cataluña","Tarragona","0.0","0.0"
"Año 2023","Agosto","Comunitat Valenciana","Alicante/Alacant","4994.0","3149.0"
"Año 2023","Agosto","Comunitat Valenciana","Castellón/Castelló","2282.0","1637.0"
"Año 2023","Agosto","Comunitat Valenciana","Valencia/València","5735.0","3486.0"
"Año 2023","Agosto","Extremadura","Badajoz","1190.0","819.0"
"Año 2023","Agosto","Extremadura","Cáceres","929.0","675.0"
"Año 2023","Agosto","Galicia","A Coruña","2126.0","1397.0"
"Año 2023","Agosto","Galicia","Lugo","662.0","435.0"
"Año 2023","Agosto","Galicia","Ourense","424.0","262.0"
"Año 2023","Agosto","Galicia","Pontevedra","1452.0","995.0"
"Año 2023","Agosto","Comunidad de Madrid","Madrid","9889.0","5250.0"
"Año 2023","Agosto","Región de Murcia","Murcia","4551.0","2924.0"
"Año 2023","Agosto","Comunidad Foral de Navarra","Navarra","1608.0","966.0"
"Año 2023","Agosto","País Vasco","Araba/Álava","0.0","0.0"
"Año 2023","Agosto","País Vasco","Bizkaia","0.0","0.0"
"Año 2023","Agosto","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2023","Agosto","La Rioja","La Rioja","650.0","463.0"
"Año 2023","Agosto","Ceuta","Ceuta","196.0","156.0"
"Año 2023","Agosto","Melilla","Melilla","231.0","117.0"
"Año 2023","Septiembre","Andalucía","Almería","2744.0","1558.0"
"Año 2023","Septiembre","Andalucía","Cádiz","3785.0","2282.0"
"Año 2023","Septiembre","Andalucía","Córdoba","1881.0","1254.0"
"Año 2023","Septiembre","Andalucía","Granada","2183.0","1440.0"
"Año 2023","Septiembre","Andalucía","Huelva","1357.0","719.0"
"Año 2023","Septiembre","Andalucía","Jaén","1520.0","1058.0"
"Año 2023","Septiembre","Andalucía","Málaga","4026.0","2184.0"
"Año 2023","Septiembre","Andalucía","Sevilla","4377.0","2628.0"
"Año 2023","Septiembre","Aragón","Huesca","431.0","220.0"
"Año 2023","Septiembre","Aragón","Teruel","202.0","151.0"
"Año 2023","Septiembre","Aragón","Zaragoza","1507.0","906.0"
"Año 2023","Septiembre","Principado de Asturias","Asturias","1776.0","944.0"
"Año 2023","Septiembre","Illes Balears","Illes Balears","3470.0","2351.0"
"Año 2023","Septiembre","Canarias","Las Palmas","2498.0","1457.0"
"Año 2023","Septiembre","Canarias","Santa Cruz de Tenerife","2932.0","2031.0"
"Año 2023","Septiembre","Cantabria","Cantabria","1179.0","758.0"
"Año 2023","Septiembre","Castilla y León","Ávila","281.0","198.0"
"Año 2023","Septiembre","Castilla y León","Burgos","880.0","544.0"
"Año 2023","Septiembre","Castilla y León","León","754.0","469.0"
"Año 2023","Septiembre","Castilla y León","Palencia","321.0","278.0"
"Año 2023","Septiembre","Castilla y León","Salamanca","392.0","239.0"
"Año 2023","Septiembre","Castilla y León","Segovia","296.0","277.0"
"Año 2023","Septiembre","Castilla y León","Soria","176.0","50.0"
"Año 2023","Septiembre","Castilla y León","Valladolid","654.0","341.0"
"Año 2023","Septiembre","Castilla y León","Zamora","164.0","107.0"
"Año 2023","Septiembre","Castilla-La Mancha","Albacete","836.0","265.0"
"Año 2023","Septiembre","Castilla-La Mancha","Ciudad Real","860.0","539.0"
"Año 2023","Septiembre","Castilla-La Mancha","Cuenca","499.0","184.0"
"Año 2023","Septiembre","Castilla-La Mancha","Guadalajara","555.0","330.0"
"Año 2023","Septiembre","Castilla-La Mancha","Toledo","1769.0","953.0"
"Año 2023","Septiembre","Cataluña","Barcelona","0.0","0.0"
"Año 2023","Septiembre","Cataluña","Girona","0.0","0.0"
"Año 2023","Septiembre","Cataluña","Lleida","0.0","0.0"
"Año 2023","Septiembre","Cataluña","Tarragona","0.0","0.0"
"Año 2023","Septiembre","Comunitat Valenciana","Alicante/Alacant","4950.0","3124.0"
"Año 2023","Septiembre","Comunitat Valenciana","Castellón/Castelló","2292.0","1655.0"
"Año 2023","Septiembre","Comunitat Valenciana","Valencia/València","5704.0","3506.0"
"Año 2023","Septiembre","Extremadura","Badajoz","1210.0","838.0"
"Año 2023","Septiembre","Extremadura","Cáceres","960.0","704.0"
"Año 2023","Septiembre","Galicia","A Coruña","2122.0","1407.0"
"Año 2023","Septiembre","Galicia","Lugo","677.0","442.0"
"Año 2023","Septiembre","Galicia","Ourense","412.0","257.0"
"Año 2023","Septiembre","Galicia","Pontevedra","1445.0","992.0"
"Año 2023","Septiembre","Comunidad de Madrid","Madrid","9940.0","5292.0"
"Año 2023","Septiembre","Región de Murcia","Murcia","4621.0","3013.0"
"Año 2023","Septiembre","Comunidad Foral de Navarra","Navarra","1588.0","949.0"
"Año 2023","Septiembre","País Vasco","Araba/Álava","0.0","0.0"
"Año 2023","Septiembre","País Vasco","Bizkaia","0.0","0.0"
"Año 2023","Septiembre","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2023","Septiembre","La Rioja","La Rioja","661.0","459.0"
"Año 2023","Septiembre","Ceuta","Ceuta","203.0","161.0"
"Año 2023","Septiembre","Melilla","Melilla","229.0","120.0"
"Año 2023","Octubre","Andalucía","Almería","2721.0","1545.0"
"Año 2023","Octubre","Andalucía","Cádiz","3866.0","2363.0"
"Año 2023","Octubre","Andalucía","Córdoba","1923.0","1278.0"
"Año 2023","Octubre","Andalucía","Granada","2254.0","1478.0"
"Año 2023","Octubre","Andalucía","Huelva","1389.0","737.0"
"Año 2023","Octubre","Andalucía","Jaén","1522.0","1054.0"
"Año 2023","Octubre","Andalucía","Málaga","4087.0","2212.0"
"Año 2023","Octubre","Andalucía","Sevilla","4486.0","2694.0"
"Año 2023","Octubre","Aragón","Huesca","436.0","228.0"
"Año 2023","Octubre","Aragón","Teruel","198.0","145.0"
"Año 2023","Octubre","Aragón","Zaragoza","1547.0","949.0"
"Año 2023","Octubre","Principado de Asturias","Asturias","1811.0","988.0"
"Año 2023","Octubre","Illes Balears","Illes Balears","3513.0","2389.0"
"Año 2023","Octubre","Canarias","Las Palmas","2543.0","1480.0"
"Año 2023","Octubre","Canarias","Santa Cruz de Tenerife","2984.0","2095.0"
"Año 2023","Octubre","Cantabria","Cantabria","1196.0","757.0"
"Año 2023","Octubre","Castilla y León","Ávila","285.0","203.0"
"Año 2023","Octubre","Castilla y León","Burgos","892.0","561.0"
"Año 2023","Octubre","Castilla y León","León","766.0","477.0"
"Año 2023","Octubre","Castilla y León","Palencia","327.0","282.0"
"Año 2023","Octubre","Castilla y León","Salamanca","404.0","259.0"
"Año 2023","Octubre","Castilla y León","Segovia","298.0","280.0"
"Año 2023","Octubre","Castilla y León","Soria","177.0","48.0"
"Año 2023","Octubre","Castilla y León","Valladolid","660.0","334.0"
"Año 2023","Octubre","Castilla y León","Zamora","172.0","116.0"
"Año 2023","Octubre","Castilla-La Mancha","Albacete","842.0","264.0"
"Año 2023","Octubre","Castilla-La Mancha","Ciudad Real","879.0","554.0"
"Año 2023","Octubre","Castilla-La Mancha","Cuenca","497.0","185.0"
"Año 2023","Octubre","Castilla-La Mancha","Guadalajara","559.0","336.0"
"Año 2023","Octubre","Castilla-La Mancha","Toledo","1777.0","962.0"
"Año 2023","Octubre","Cataluña","Barcelona","0.0","0.0"
"Año 2023","Octubre","Cataluña","Girona","0.0","0.0"
"Año 2023","Octubre","Cataluña","Lleida","0.0","0.0"
"Año 2023","Octubre","Cataluña","Tarragona","0.0","0.0"
"Año 2023","Octubre","Comunitat Valenciana","Alicante/Alacant","5019.0","3139.0"
"Año 2023","Octubre","Comunitat Valenciana","Castellón/Castelló","2319.0","1713.0"
"Año 2023","Octubre","Comunitat Valenciana","Valencia/València","5822.0","3560.0"
"Año 2023","Octubre","Extremadura","Badajoz","1224.0","837.0"
"Año 2023","Octubre","Extremadura","Cáceres","991.0","732.0"
"Año 2023","Octubre","Galicia","A Coruña","2188.0","1459.0"
"Año 2023","Octubre","Galicia","Lugo","682.0","451.0"
"Año 2023","Octubre","Galicia","Ourense","425.0","267.0"
"Año 2023","Octubre","Galicia","Pontevedra","1457.0","1005.0"
"Año 2023","Octubre","Comunidad de Madrid","Madrid","10056.0","5345.0"
"Año 2023","Octubre","Región de Murcia","Murcia","4723.0","3079.0"
"Año 2023","Octubre","Comunidad Foral de Navarra","Navarra","1626.0","989.0"
"Año 2023","Octubre","País Vasco","Araba/Álava","0.0","0.0"
"Año 2023","Octubre","País Vasco","Bizkaia","0.0","0.0"
"Año 2023","Octubre","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2023","Octubre","La Rioja","La Rioja","667.0","471.0"
"Año 2023","Octubre","Ceuta","Ceuta","216.0","173.0"
"Año 2023","Octubre","Melilla","Melilla","223.0","117.0"
"Año 2023","Noviembre","Andalucía","Almería","2697.0","1485.0"
"Año 2023","Noviembre","Andalucía","Cádiz","3845.0","2366.0"
"Año 2023","Noviembre","Andalucía","Córdoba","1924.0","1272.0"
"Año 2023","Noviembre","Andalucía","Granada","2267.0","1463.0"
"Año 2023","Noviembre","Andalucía","Huelva","1389.0","754.0"
"Año 2023","Noviembre","Andalucía","Jaén","1546.0","1072.0"
"Año 2023","Noviembre","Andalucía","Málaga","4072.0","2200.0"
"Año 2023","Noviembre","Andalucía","Sevilla","4489.0","2692.0"
"Año 2023","Noviembre","Aragón","Huesca","445.0","235.0"
"Año 2023","Noviembre","Aragón","Teruel","203.0","148.0"
"Año 2023","Noviembre","Aragón","Zaragoza","1511.0","915.0"
"Año 2023","Noviembre","Principado de Asturias","Asturias","1811.0","1007.0"
"Año 2023","Noviembre","Illes Balears","Illes Balears","3402.0","2301.0"
"Año 2023","Noviembre","Canarias","Las Palmas","2544.0","1486.0"
"Año 2023","Noviembre","Canarias","Santa Cruz de Tenerife","2986.0","2066.0"
"Año 2023","Noviembre","Cantabria","Cantabria","1209.0","758.0"
"Año 2023","Noviembre","Castilla y León","Ávila","287.0","204.0"
"Año 2023","Noviembre","Castilla y León","Burgos","916.0","570.0"
"Año 2023","Noviembre","Castilla y León","León","781.0","493.0"
"Año 2023","Noviembre","Castilla y León","Palencia","331.0","290.0"
"Año 2023","Noviembre","Castilla y León","Salamanca","413.0","269.0"
"Año 2023","Noviembre","Castilla y León","Segovia","300.0","280.0"
