"Año","Mes","Comunidad autónoma","Provincia","Altas","Bajas","Usuarias activas"
"Año 2007","Junio","País Vasco","Bizkaia","2.0","2.0","86.0"
"Año 2007","Junio","País Vasco","Gipuzkoa","0.0","0.0","4.0"
"Año 2007","Junio","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2007","Junio","Ceuta","Ceuta","0.0","0.0","3.0"
"Año 2007","Junio","Melilla","Melilla","0.0","0.0","9.0"
"Año 2007","Julio","Andalucía","Almería","1.0","1.0","15.0"
"Año 2007","Julio","Andalucía","Cádiz","16.0","4.0","222.0"
"Año 2007","Julio","Andalucía","Córdoba","8.0","3.0","70.0"
"Año 2007","Julio","Andalucía","Granada","9.0","4.0","180.0"
"Año 2007","Julio","Andalucía","Huelva","2.0","2.0","70.0"
"Año 2007","Julio","Andalucía","Jaén","4.0","1.0","79.0"
"Año 2007","Julio","Andalucía","Málaga","9.0","8.0","281.0"
"Año 2007","Julio","Andalucía","Sevilla","21.0","14.0","456.0"
"Año 2007","Julio","Aragón","Huesca","0.0","1.0","25.0"
"Año 2007","Julio","Aragón","Teruel","0.0","1.0","4.0"
"Año 2007","Julio","Aragón","Zaragoza","0.0","0.0","1.0"
"Año 2007","Julio","Principado de Asturias","Asturias","23.0","12.0","368.0"
"Año 2007","Julio","Illes Balears","Illes Balears","6.0","3.0","145.0"
"Año 2007","Julio","Canarias","Las Palmas","15.0","10.0","225.0"
"Año 2007","Julio","Canarias","Santa Cruz de Tenerife","32.0","18.0","395.0"
"Año 2007","Julio","Cantabria","Cantabria","17.0","5.0","151.0"
"Año 2007","Julio","Castilla y León","Ávila","0.0","0.0","7.0"
"Año 2007","Julio","Castilla y León","Burgos","2.0","1.0","25.0"
"Año 2007","Julio","Castilla y León","León","1.0","2.0","68.0"
"Año 2007","Julio","Castilla y León","Palencia","0.0","0.0","12.0"
"Año 2007","Julio","Castilla y León","Salamanca","1.0","0.0","9.0"
"Año 2007","Julio","Castilla y León","Segovia","6.0","1.0","13.0"
"Año 2007","Julio","Castilla y León","Soria","2.0","0.0","32.0"
"Año 2007","Julio","Castilla y León","Valladolid","0.0","0.0","14.0"
"Año 2007","Julio","Castilla y León","Zamora","1.0","0.0","19.0"
"Año 2007","Julio","Castilla-La Mancha","Albacete","2.0","0.0","34.0"
"Año 2007","Julio","Castilla-La Mancha","Ciudad Real","6.0","2.0","60.0"
"Año 2007","Julio","Castilla-La Mancha","Cuenca","2.0","1.0","15.0"
"Año 2007","Julio","Castilla-La Mancha","Guadalajara","3.0","2.0","19.0"
"Año 2007","Julio","Castilla-La Mancha","Toledo","13.0","5.0","73.0"
"Año 2007","Julio","Cataluña","Barcelona","46.0","7.0","551.0"
"Año 2007","Julio","Cataluña","Girona","7.0","6.0","81.0"
"Año 2007","Julio","Cataluña","Lleida","5.0","1.0","39.0"
"Año 2007","Julio","Cataluña","Tarragona","10.0","3.0","187.0"
"Año 2007","Julio","Comunitat Valenciana","Alicante/Alacant","36.0","14.0","464.0"
"Año 2007","Julio","Comunitat Valenciana","Castellón/Castelló","15.0","8.0","216.0"
"Año 2007","Julio","Comunitat Valenciana","Valencia/València","42.0","25.0","617.0"
"Año 2007","Julio","Extremadura","Badajoz","7.0","0.0","63.0"
"Año 2007","Julio","Extremadura","Cáceres","1.0","1.0","40.0"
"Año 2007","Julio","Galicia","A Coruña","4.0","1.0","146.0"
"Año 2007","Julio","Galicia","Lugo","2.0","0.0","18.0"
"Año 2007","Julio","Galicia","Ourense","3.0","0.0","36.0"
"Año 2007","Julio","Galicia","Pontevedra","2.0","1.0","67.0"
"Año 2007","Julio","Comunidad de Madrid","Madrid","81.0","29.0","1383.0"
"Año 2007","Julio","Región de Murcia","Murcia","3.0","0.0","62.0"
"Año 2007","Julio","Comunidad Foral de Navarra","Navarra","0.0","1.0","6.0"
"Año 2007","Julio","País Vasco","Araba/Álava","1.0","0.0","7.0"
"Año 2007","Julio","País Vasco","Bizkaia","5.0","2.0","89.0"
"Año 2007","Julio","País Vasco","Gipuzkoa","0.0","0.0","4.0"
"Año 2007","Julio","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2007","Julio","Ceuta","Ceuta","1.0","0.0","4.0"
"Año 2007","Julio","Melilla","Melilla","0.0","0.0","9.0"
"Año 2007","Septiembre","Andalucía","Almería","9.0","1.0","23.0"
"Año 2007","Septiembre","Andalucía","Cádiz","29.0","13.0","238.0"
"Año 2007","Septiembre","Andalucía","Córdoba","41.0","6.0","105.0"
"Año 2007","Septiembre","Andalucía","Granada","21.0","16.0","185.0"
"Año 2007","Septiembre","Andalucía","Huelva","3.0","2.0","71.0"
"Año 2007","Septiembre","Andalucía","Jaén","12.0","2.0","89.0"
"Año 2007","Septiembre","Andalucía","Málaga","35.0","32.0","284.0"
"Año 2007","Septiembre","Andalucía","Sevilla","80.0","28.0","508.0"
"Año 2007","Septiembre","Aragón","Huesca","9.0","3.0","31.0"
"Año 2007","Septiembre","Aragón","Teruel","3.0","1.0","6.0"
"Año 2007","Septiembre","Aragón","Zaragoza","0.0","1.0","0.0"
"Año 2007","Septiembre","Principado de Asturias","Asturias","65.0","30.0","403.0"
"Año 2007","Septiembre","Illes Balears","Illes Balears","37.0","17.0","165.0"
"Año 2007","Septiembre","Canarias","Las Palmas","38.0","28.0","235.0"
"Año 2007","Septiembre","Canarias","Santa Cruz de Tenerife","97.0","27.0","465.0"
"Año 2007","Septiembre","Cantabria","Cantabria","33.0","13.0","171.0"
"Año 2007","Septiembre","Castilla y León","Ávila","2.0","0.0","9.0"
"Año 2007","Septiembre","Castilla y León","Burgos","5.0","1.0","29.0"
"Año 2007","Septiembre","Castilla y León","León","18.0","8.0","78.0"
"Año 2007","Septiembre","Castilla y León","Palencia","3.0","1.0","14.0"
"Año 2007","Septiembre","Castilla y León","Salamanca","3.0","0.0","12.0"
"Año 2007","Septiembre","Castilla y León","Segovia","6.0","0.0","19.0"
"Año 2007","Septiembre","Castilla y León","Soria","5.0","0.0","37.0"
"Año 2007","Septiembre","Castilla y León","Valladolid","5.0","1.0","18.0"
"Año 2007","Septiembre","Castilla y León","Zamora","0.0","2.0","17.0"
"Año 2007","Septiembre","Castilla-La Mancha","Albacete","9.0","4.0","39.0"
"Año 2007","Septiembre","Castilla-La Mancha","Ciudad Real","15.0","2.0","73.0"
"Año 2007","Septiembre","Castilla-La Mancha","Cuenca","10.0","3.0","22.0"
"Año 2007","Septiembre","Castilla-La Mancha","Guadalajara","4.0","1.0","22.0"
"Año 2007","Septiembre","Castilla-La Mancha","Toledo","20.0","6.0","87.0"
"Año 2007","Septiembre","Cataluña","Barcelona","107.0","33.0","625.0"
"Año 2007","Septiembre","Cataluña","Girona","13.0","5.0","89.0"
"Año 2007","Septiembre","Cataluña","Lleida","5.0","2.0","42.0"
"Año 2007","Septiembre","Cataluña","Tarragona","30.0","9.0","208.0"
"Año 2007","Septiembre","Comunitat Valenciana","Alicante/Alacant","131.0","48.0","547.0"
"Año 2007","Septiembre","Comunitat Valenciana","Castellón/Castelló","53.0","26.0","243.0"
"Año 2007","Septiembre","Comunitat Valenciana","Valencia/València","137.0","72.0","682.0"
"Año 2007","Septiembre","Extremadura","Badajoz","26.0","9.0","80.0"
"Año 2007","Septiembre","Extremadura","Cáceres","15.0","7.0","48.0"
"Año 2007","Septiembre","Galicia","A Coruña","23.0","9.0","160.0"
"Año 2007","Septiembre","Galicia","Lugo","3.0","3.0","18.0"
"Año 2007","Septiembre","Galicia","Ourense","10.0","3.0","43.0"
"Año 2007","Septiembre","Galicia","Pontevedra","12.0","9.0","70.0"
"Año 2007","Septiembre","Comunidad de Madrid","Madrid","180.0","70.0","1493.0"
"Año 2007","Septiembre","Región de Murcia","Murcia","12.0","8.0","66.0"
"Año 2007","Septiembre","Comunidad Foral de Navarra","Navarra","1.0","1.0","6.0"
"Año 2007","Septiembre","País Vasco","Araba/Álava","0.0","-1.0","8.0"
"Año 2007","Septiembre","País Vasco","Bizkaia","13.0","17.0","85.0"
"Año 2007","Septiembre","País Vasco","Gipuzkoa","0.0","1.0","3.0"
"Año 2007","Septiembre","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2007","Septiembre","Ceuta","Ceuta","1.0","1.0","4.0"
"Año 2007","Septiembre","Melilla","Melilla","3.0","2.0","10.0"
"Año 2007","Noviembre","Andalucía","Almería","5.0","1.0","27.0"
"Año 2007","Noviembre","Andalucía","Cádiz","18.0","12.0","244.0"
"Año 2007","Noviembre","Andalucía","Córdoba","13.0","0.0","118.0"
"Año 2007","Noviembre","Andalucía","Granada","16.0","9.0","192.0"
"Año 2007","Noviembre","Andalucía","Huelva","5.0","5.0","71.0"
"Año 2007","Noviembre","Andalucía","Jaén","6.0","2.0","93.0"
"Año 2007","Noviembre","Andalucía","Málaga","13.0","6.0","291.0"
"Año 2007","Noviembre","Andalucía","Sevilla","42.0","18.0","532.0"
"Año 2007","Noviembre","Aragón","Huesca","3.0","0.0","34.0"
"Año 2007","Noviembre","Aragón","Teruel","1.0","0.0","7.0"
"Año 2007","Noviembre","Aragón","Zaragoza","0.0","0.0","0.0"
"Año 2007","Noviembre","Principado de Asturias","Asturias","33.0","8.0","428.0"
"Año 2007","Noviembre","Illes Balears","Illes Balears","11.0","10.0","166.0"
"Año 2007","Noviembre","Canarias","Las Palmas","21.0","12.0","244.0"
"Año 2007","Noviembre","Canarias","Santa Cruz de Tenerife","26.0","25.0","466.0"
"Año 2007","Noviembre","Cantabria","Cantabria","11.0","6.0","176.0"
"Año 2007","Noviembre","Castilla y León","Ávila","1.0","0.0","10.0"
"Año 2007","Noviembre","Castilla y León","Burgos","2.0","1.0","30.0"
"Año 2007","Noviembre","Castilla y León","León","8.0","4.0","82.0"
"Año 2007","Noviembre","Castilla y León","Palencia","0.0","0.0","14.0"
"Año 2007","Noviembre","Castilla y León","Salamanca","2.0","1.0","13.0"
"Año 2007","Noviembre","Castilla y León","Segovia","0.0","0.0","19.0"
"Año 2007","Noviembre","Castilla y León","Soria","1.0","2.0","36.0"
"Año 2007","Noviembre","Castilla y León","Valladolid","2.0","2.0","18.0"
"Año 2007","Noviembre","Castilla y León","Zamora","0.0","0.0","17.0"
"Año 2007","Noviembre","Castilla-La Mancha","Albacete","1.0","2.0","38.0"
"Año 2007","Noviembre","Castilla-La Mancha","Ciudad Real","5.0","2.0","76.0"
"Año 2007","Noviembre","Castilla-La Mancha","Cuenca","2.0","1.0","23.0"
"Año 2007","Noviembre","Castilla-La Mancha","Guadalajara","3.0","2.0","23.0"
"Año 2007","Noviembre","Castilla-La Mancha","Toledo","26.0","5.0","108.0"
"Año 2007","Noviembre","Cataluña","Barcelona","66.0","6.0","685.0"
"Año 2007","Noviembre","Cataluña","Girona","9.0","2.0","96.0"
"Año 2007","Noviembre","Cataluña","Lleida","4.0","1.0","45.0"
"Año 2007","Noviembre","Cataluña","Tarragona","17.0","7.0","218.0"
"Año 2007","Noviembre","Comunitat Valenciana","Alicante/Alacant","59.0","36.0","570.0"
"Año 2007","Noviembre","Comunitat Valenciana","Castellón/Castelló","17.0","7.0","253.0"
"Año 2007","Noviembre","Comunitat Valenciana","Valencia/València","66.0","33.0","715.0"
"Año 2007","Noviembre","Extremadura","Badajoz","5.0","3.0","82.0"
"Año 2007","Noviembre","Extremadura","Cáceres","7.0","1.0","54.0"
"Año 2007","Noviembre","Galicia","A Coruña","8.0","9.0","159.0"
"Año 2007","Noviembre","Galicia","Lugo","0.0","0.0","18.0"
"Año 2007","Noviembre","Galicia","Ourense","4.0","1.0","46.0"
"Año 2007","Noviembre","Galicia","Pontevedra","9.0","4.0","75.0"
"Año 2007","Noviembre","Comunidad de Madrid","Madrid","71.0","44.0","1520.0"
"Año 2007","Noviembre","Región de Murcia","Murcia","2.0","3.0","65.0"
"Año 2007","Noviembre","Comunidad Foral de Navarra","Navarra","0.0","0.0","6.0"
"Año 2007","Noviembre","País Vasco","Araba/Álava","2.0","0.0","10.0"
"Año 2007","Noviembre","País Vasco","Bizkaia","4.0","5.0","84.0"
"Año 2007","Noviembre","País Vasco","Gipuzkoa","0.0","0.0","3.0"
"Año 2007","Noviembre","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2007","Noviembre","Ceuta","Ceuta","1.0","0.0","5.0"
"Año 2007","Noviembre","Melilla","Melilla","2.0","0.0","12.0"
"Año 2007","Diciembre","Andalucía","Almería","9.0","1.0","35.0"
"Año 2007","Diciembre","Andalucía","Cádiz","21.0","7.0","258.0"
"Año 2007","Diciembre","Andalucía","Córdoba","22.0","3.0","137.0"
"Año 2007","Diciembre","Andalucía","Granada","20.0","18.0","194.0"
"Año 2007","Diciembre","Andalucía","Huelva","8.0","5.0","74.0"
"Año 2007","Diciembre","Andalucía","Jaén","6.0","4.0","95.0"
"Año 2007","Diciembre","Andalucía","Málaga","37.0","22.0","306.0"
"Año 2007","Diciembre","Andalucía","Sevilla","55.0","25.0","562.0"
"Año 2007","Diciembre","Aragón","Huesca","4.0","0.0","38.0"
"Año 2007","Diciembre","Aragón","Teruel","1.0","0.0","8.0"
"Año 2007","Diciembre","Aragón","Zaragoza","2.0","0.0","2.0"
"Año 2007","Diciembre","Principado de Asturias","Asturias","43.0","20.0","451.0"
"Año 2007","Diciembre","Illes Balears","Illes Balears","19.0","9.0","176.0"
"Año 2007","Diciembre","Canarias","Las Palmas","32.0","25.0","251.0"
"Año 2007","Diciembre","Canarias","Santa Cruz de Tenerife","64.0","40.0","490.0"
"Año 2007","Diciembre","Cantabria","Cantabria","27.0","11.0","192.0"
"Año 2007","Diciembre","Castilla y León","Ávila","1.0","0.0","11.0"
"Año 2007","Diciembre","Castilla y León","Burgos","4.0","2.0","32.0"
"Año 2007","Diciembre","Castilla y León","León","10.0","7.0","85.0"
"Año 2007","Diciembre","Castilla y León","Palencia","3.0","2.0","15.0"
"Año 2007","Diciembre","Castilla y León","Salamanca","1.0","0.0","14.0"
"Año 2007","Diciembre","Castilla y León","Segovia","4.0","2.0","21.0"
"Año 2007","Diciembre","Castilla y León","Soria","3.0","4.0","35.0"
"Año 2007","Diciembre","Castilla y León","Valladolid","4.0","0.0","22.0"
"Año 2007","Diciembre","Castilla y León","Zamora","2.0","0.0","19.0"
"Año 2007","Diciembre","Castilla-La Mancha","Albacete","4.0","4.0","38.0"
"Año 2007","Diciembre","Castilla-La Mancha","Ciudad Real","4.0","5.0","75.0"
"Año 2007","Diciembre","Castilla-La Mancha","Cuenca","4.0","4.0","23.0"
"Año 2007","Diciembre","Castilla-La Mancha","Guadalajara","4.0","1.0","26.0"
"Año 2007","Diciembre","Castilla-La Mancha","Toledo","15.0","1.0","122.0"
"Año 2007","Diciembre","Cataluña","Barcelona","94.0","21.0","758.0"
"Año 2007","Diciembre","Cataluña","Girona","11.0","9.0","98.0"
"Año 2007","Diciembre","Cataluña","Lleida","9.0","1.0","53.0"
"Año 2007","Diciembre","Cataluña","Tarragona","17.0","11.0","224.0"
"Año 2007","Diciembre","Comunitat Valenciana","Alicante/Alacant","64.0","45.0","589.0"
"Año 2007","Diciembre","Comunitat Valenciana","Castellón/Castelló","18.0","23.0","248.0"
"Año 2007","Diciembre","Comunitat Valenciana","Valencia/València","101.0","55.0","761.0"
"Año 2007","Diciembre","Extremadura","Badajoz","14.0","6.0","90.0"
"Año 2007","Diciembre","Extremadura","Cáceres","5.0","1.0","58.0"
"Año 2007","Diciembre","Galicia","A Coruña","19.0","11.0","167.0"
"Año 2007","Diciembre","Galicia","Lugo","3.0","0.0","21.0"
"Año 2007","Diciembre","Galicia","Ourense","4.0","1.0","49.0"
"Año 2007","Diciembre","Galicia","Pontevedra","11.0","4.0","82.0"
"Año 2007","Diciembre","Comunidad de Madrid","Madrid","105.0","48.0","1577.0"
"Año 2007","Diciembre","Región de Murcia","Murcia","10.0","1.0","74.0"
"Año 2007","Diciembre","Comunidad Foral de Navarra","Navarra","0.0","1.0","5.0"
"Año 2007","Diciembre","País Vasco","Araba/Álava","0.0","0.0","10.0"
"Año 2007","Diciembre","País Vasco","Bizkaia","6.0","2.0","88.0"
"Año 2007","Diciembre","País Vasco","Gipuzkoa","0.0","0.0","3.0"
"Año 2007","Diciembre","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2007","Diciembre","Ceuta","Ceuta","0.0","0.0","5.0"
"Año 2007","Diciembre","Melilla","Melilla","6.0","0.0","18.0"
"Año 2008","Enero","Andalucía","Almería","0.0","1.0","34.0"
"Año 2008","Enero","Andalucía","Cádiz","6.0","3.0","261.0"
"Año 2008","Enero","Andalucía","Córdoba","11.0","3.0","145.0"
"Año 2008","Enero","Andalucía","Granada","3.0","7.0","190.0"
"Año 2008","Enero","Andalucía","Huelva","1.0","3.0","72.0"
"Año 2008","Enero","Andalucía","Jaén","2.0","1.0","96.0"
"Año 2008","Enero","Andalucía","Málaga","8.0","8.0","306.0"
"Año 2008","Enero","Andalucía","Sevilla","13.0","10.0","565.0"
"Año 2008","Enero","Aragón","Huesca","2.0","0.0","40.0"
"Año 2008","Enero","Aragón","Teruel","0.0","0.0","8.0"
"Año 2008","Enero","Aragón","Zaragoza","0.0","0.0","2.0"
"Año 2008","Enero","Principado de Asturias","Asturias","7.0","9.0","449.0"
"Año 2008","Enero","Illes Balears","Illes Balears","8.0","4.0","180.0"
"Año 2008","Enero","Canarias","Las Palmas","7.0","4.0","254.0"
"Año 2008","Enero","Canarias","Santa Cruz de Tenerife","28.0","8.0","510.0"
"Año 2008","Enero","Cantabria","Cantabria","7.0","5.0","194.0"
"Año 2008","Enero","Castilla y León","Ávila","1.0","0.0","12.0"
"Año 2008","Enero","Castilla y León","Burgos","1.0","1.0","32.0"
"Año 2008","Enero","Castilla y León","León","4.0","0.0","89.0"
"Año 2008","Enero","Castilla y León","Palencia","0.0","0.0","15.0"
"Año 2008","Enero","Castilla y León","Salamanca","1.0","0.0","15.0"
"Año 2008","Enero","Castilla y León","Segovia","0.0","0.0","21.0"
"Año 2008","Enero","Castilla y León","Soria","2.0","1.0","36.0"
"Año 2008","Enero","Castilla y León","Valladolid","0.0","0.0","22.0"
"Año 2008","Enero","Castilla y León","Zamora","0.0","0.0","19.0"
"Año 2008","Enero","Castilla-La Mancha","Albacete","0.0","0.0","38.0"
"Año 2008","Enero","Castilla-La Mancha","Ciudad Real","3.0","3.0","75.0"
"Año 2008","Enero","Castilla-La Mancha","Cuenca","3.0","1.0","25.0"
"Año 2008","Enero","Castilla-La Mancha","Guadalajara","1.0","3.0","24.0"
"Año 2008","Enero","Castilla-La Mancha","Toledo","7.0","2.0","127.0"
"Año 2008","Enero","Cataluña","Barcelona","36.0","10.0","784.0"
"Año 2008","Enero","Cataluña","Girona","5.0","3.0","100.0"
"Año 2008","Enero","Cataluña","Lleida","3.0","1.0","55.0"
"Año 2008","Enero","Cataluña","Tarragona","7.0","1.0","230.0"
"Año 2008","Enero","Comunitat Valenciana","Alicante/Alacant","23.0","19.0","593.0"
"Año 2008","Enero","Comunitat Valenciana","Castellón/Castelló","8.0","11.0","245.0"
"Año 2008","Enero","Comunitat Valenciana","Valencia/València","44.0","24.0","781.0"
"Año 2008","Enero","Extremadura","Badajoz","6.0","3.0","93.0"
"Año 2008","Enero","Extremadura","Cáceres","4.0","0.0","62.0"
"Año 2008","Enero","Galicia","A Coruña","2.0","4.0","165.0"
"Año 2008","Enero","Galicia","Lugo","1.0","0.0","22.0"
"Año 2008","Enero","Galicia","Ourense","7.0","0.0","56.0"
"Año 2008","Enero","Galicia","Pontevedra","0.0","0.0","82.0"
"Año 2008","Enero","Comunidad de Madrid","Madrid","47.0","15.0","1609.0"
"Año 2008","Enero","Región de Murcia","Murcia","11.0","0.0","85.0"
"Año 2008","Enero","Comunidad Foral de Navarra","Navarra","0.0","0.0","5.0"
"Año 2008","Enero","País Vasco","Araba/Álava","1.0","0.0","11.0"
"Año 2008","Enero","País Vasco","Bizkaia","2.0","1.0","89.0"
"Año 2008","Enero","País Vasco","Gipuzkoa","0.0","0.0","3.0"
"Año 2008","Enero","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2008","Enero","Ceuta","Ceuta","0.0","0.0","5.0"
"Año 2008","Enero","Melilla","Melilla","0.0","0.0","18.0"
"Año 2008","Febrero","Andalucía","Almería","5.0","3.0","36.0"
"Año 2008","Febrero","Andalucía","Cádiz","24.0","10.0","275.0"
"Año 2008","Febrero","Andalucía","Córdoba","17.0","7.0","155.0"
"Año 2008","Febrero","Andalucía","Granada","24.0","13.0","201.0"
"Año 2008","Febrero","Andalucía","Huelva","7.0","3.0","76.0"
"Año 2008","Febrero","Andalucía","Jaén","9.0","4.0","101.0"
"Año 2008","Febrero","Andalucía","Málaga","27.0","31.0","302.0"
"Año 2008","Febrero","Andalucía","Sevilla","52.0","22.0","595.0"
"Año 2008","Febrero","Aragón","Huesca","1.0","0.0","41.0"
"Año 2008","Febrero","Aragón","Teruel","0.0","0.0","8.0"
"Año 2008","Febrero","Aragón","Zaragoza","3.0","0.0","5.0"
"Año 2008","Febrero","Principado de Asturias","Asturias","42.0","16.0","475.0"
"Año 2008","Febrero","Illes Balears","Illes Balears","15.0","6.0","189.0"
"Año 2008","Febrero","Canarias","Las Palmas","15.0","28.0","241.0"
"Año 2008","Febrero","Canarias","Santa Cruz de Tenerife","45.0","27.0","528.0"
"Año 2008","Febrero","Cantabria","Cantabria","13.0","5.0","202.0"
"Año 2008","Febrero","Castilla y León","Ávila","2.0","0.0","14.0"
"Año 2008","Febrero","Castilla y León","Burgos","0.0","2.0","30.0"
"Año 2008","Febrero","Castilla y León","León","6.0","2.0","93.0"
"Año 2008","Febrero","Castilla y León","Palencia","1.0","0.0","16.0"
"Año 2008","Febrero","Castilla y León","Salamanca","2.0","0.0","17.0"
