"Año","Trimestre","Comunidad autónoma","Provincia","Número de órdenes de protección"
"Año 2022","Cuarto","Galicia","A Coruña","201.0"
"Año 2022","Cuarto","Galicia","Lugo","52.0"
"Año 2022","Cuarto","Galicia","Ourense","55.0"
"Año 2022","Cuarto","Galicia","Pontevedra","144.0"
"Año 2022","Cuarto","Comunidad de Madrid","Madrid","1375.0"
"Año 2022","Cuarto","Región de Murcia","Murcia","393.0"
"Año 2022","Cuarto","Comunidad Foral de Navarra","Navarra","98.0"
"Año 2022","Cuarto","País Vasco","Araba/Álava","42.0"
"Año 2022","Cuarto","País Vasco","Gipuzkoa","56.0"
"Año 2022","Cuarto","País Vasco","Bizkaia","159.0"
"Año 2022","Cuarto","La Rioja","La Rioja","57.0"
"Año 2022","Cuarto","Ceuta","Ceuta","18.0"
"Año 2022","Cuarto","Melilla","Melilla","10.0"
"Año 2023","Primero","Andalucía","Almería","253.0"
"Año 2023","Primero","Andalucía","Cádiz","221.0"
"Año 2023","Primero","Andalucía","Córdoba","105.0"
"Año 2023","Primero","Andalucía","Granada","198.0"
"Año 2023","Primero","Andalucía","Huelva","153.0"
"Año 2023","Primero","Andalucía","Jaén","134.0"
"Año 2023","Primero","Andalucía","Málaga","357.0"
"Año 2023","Primero","Andalucía","Sevilla","523.0"
"Año 2023","Primero","Aragón","Huesca","51.0"
"Año 2023","Primero","Aragón","Teruel","18.0"
"Año 2023","Primero","Aragón","Zaragoza","162.0"
"Año 2023","Primero","Principado de Asturias","Asturias","234.0"
"Año 2023","Primero","Illes Balears","Illes Balears","341.0"
"Año 2023","Primero","Canarias","Las Palmas","233.0"
"Año 2023","Primero","Canarias","Santa Cruz de Tenerife","180.0"
"Año 2023","Primero","Cantabria","Cantabria","111.0"
"Año 2023","Primero","Castilla y León","Ávila","34.0"
"Año 2023","Primero","Castilla y León","Burgos","98.0"
"Año 2023","Primero","Castilla y León","León","68.0"
"Año 2023","Primero","Castilla y León","Palencia","31.0"
"Año 2023","Primero","Castilla y León","Salamanca","48.0"
"Año 2023","Primero","Castilla y León","Segovia","19.0"
"Año 2023","Primero","Castilla y León","Soria","29.0"
"Año 2023","Primero","Castilla y León","Valladolid","102.0"
"Año 2023","Primero","Castilla y León","Zamora","45.0"
"Año 2023","Primero","Castilla-La Mancha","Albacete","86.0"
"Año 2023","Primero","Castilla-La Mancha","Ciudad Real","114.0"
"Año 2023","Primero","Castilla-La Mancha","Cuenca","32.0"
"Año 2023","Primero","Castilla-La Mancha","Guadalajara","70.0"
"Año 2023","Primero","Castilla-La Mancha","Toledo","176.0"
"Año 2023","Primero","Cataluña","Barcelona","987.0"
"Año 2023","Primero","Cataluña","Girona","138.0"
"Año 2023","Primero","Cataluña","Lleida","88.0"
"Año 2023","Primero","Cataluña","Tarragona","178.0"
"Año 2023","Primero","Comunitat Valenciana","Alicante/Alacant","577.0"
"Año 2023","Primero","Comunitat Valenciana","Castellón/Castelló","103.0"
"Año 2023","Primero","Comunitat Valenciana","Valencia/València","606.0"
"Año 2023","Primero","Extremadura","Badajoz","145.0"
"Año 2023","Primero","Extremadura","Cáceres","53.0"
"Año 2023","Primero","Galicia","A Coruña","232.0"
"Año 2023","Primero","Galicia","Lugo","56.0"
"Año 2023","Primero","Galicia","Ourense","56.0"
"Año 2023","Primero","Galicia","Pontevedra","151.0"
"Año 2023","Primero","Comunidad de Madrid","Madrid","1444.0"
"Año 2023","Primero","Región de Murcia","Murcia","375.0"
"Año 2023","Primero","Comunidad Foral de Navarra","Navarra","92.0"
"Año 2023","Primero","País Vasco","Araba/Álava","18.0"
"Año 2023","Primero","País Vasco","Gipuzkoa","48.0"
"Año 2023","Primero","País Vasco","Bizkaia","187.0"
"Año 2023","Primero","La Rioja","La Rioja","78.0"
"Año 2023","Primero","Ceuta","Ceuta","30.0"
"Año 2023","Primero","Melilla","Melilla","11.0"
"Año 2023","Segundo","Andalucía","Almería","229.0"
"Año 2023","Segundo","Andalucía","Cádiz","270.0"
"Año 2023","Segundo","Andalucía","Córdoba","115.0"
"Año 2023","Segundo","Andalucía","Granada","257.0"
"Año 2023","Segundo","Andalucía","Huelva","172.0"
"Año 2023","Segundo","Andalucía","Jaén","193.0"
"Año 2023","Segundo","Andalucía","Málaga","379.0"
"Año 2023","Segundo","Andalucía","Sevilla","536.0"
"Año 2023","Segundo","Aragón","Huesca","45.0"
"Año 2023","Segundo","Aragón","Teruel","22.0"
"Año 2023","Segundo","Aragón","Zaragoza","169.0"
"Año 2023","Segundo","Principado de Asturias","Asturias","213.0"
"Año 2023","Segundo","Illes Balears","Illes Balears","381.0"
"Año 2023","Segundo","Canarias","Las Palmas","221.0"
"Año 2023","Segundo","Canarias","Santa Cruz de Tenerife","250.0"
"Año 2023","Segundo","Cantabria","Cantabria","127.0"
"Año 2023","Segundo","Castilla y León","Ávila","36.0"
"Año 2023","Segundo","Castilla y León","Burgos","78.0"
"Año 2023","Segundo","Castilla y León","León","90.0"
"Año 2023","Segundo","Castilla y León","Palencia","35.0"
"Año 2023","Segundo","Castilla y León","Salamanca","44.0"
"Año 2023","Segundo","Castilla y León","Segovia","22.0"
"Año 2023","Segundo","Castilla y León","Soria","26.0"
"Año 2023","Segundo","Castilla y León","Valladolid","111.0"
"Año 2023","Segundo","Castilla y León","Zamora","47.0"
"Año 2023","Segundo","Castilla-La Mancha","Albacete","94.0"
"Año 2023","Segundo","Castilla-La Mancha","Ciudad Real","143.0"
"Año 2023","Segundo","Castilla-La Mancha","Cuenca","40.0"
"Año 2023","Segundo","Castilla-La Mancha","Guadalajara","54.0"
"Año 2023","Segundo","Castilla-La Mancha","Toledo","161.0"
"Año 2023","Segundo","Cataluña","Barcelona","1003.0"
"Año 2023","Segundo","Cataluña","Girona","154.0"
"Año 2023","Segundo","Cataluña","Lleida","128.0"
"Año 2023","Segundo","Cataluña","Tarragona","201.0"
"Año 2023","Segundo","Comunitat Valenciana","Alicante/Alacant","704.0"
"Año 2023","Segundo","Comunitat Valenciana","Castellón/Castelló","117.0"
"Año 2023","Segundo","Comunitat Valenciana","Valencia/València","612.0"
"Año 2023","Segundo","Extremadura","Badajoz","129.0"
"Año 2023","Segundo","Extremadura","Cáceres","58.0"
"Año 2023","Segundo","Galicia","A Coruña","208.0"
"Año 2023","Segundo","Galicia","Lugo","63.0"
"Año 2023","Segundo","Galicia","Ourense","54.0"
"Año 2023","Segundo","Galicia","Pontevedra","152.0"
"Año 2023","Segundo","Comunidad de Madrid","Madrid","1508.0"
"Año 2023","Segundo","Región de Murcia","Murcia","440.0"
"Año 2023","Segundo","Comunidad Foral de Navarra","Navarra","117.0"
"Año 2023","Segundo","País Vasco","Araba/Álava","37.0"
"Año 2023","Segundo","País Vasco","Gipuzkoa","50.0"
"Año 2023","Segundo","País Vasco","Bizkaia","190.0"
"Año 2023","Segundo","La Rioja","La Rioja","73.0"
"Año 2023","Segundo","Ceuta","Ceuta","25.0"
"Año 2023","Segundo","Melilla","Melilla","23.0"
"Año 2023","Tercero","Andalucía","Almería","305.0"
"Año 2023","Tercero","Andalucía","Cádiz","288.0"
"Año 2023","Tercero","Andalucía","Córdoba","134.0"
"Año 2023","Tercero","Andalucía","Granada","301.0"
"Año 2023","Tercero","Andalucía","Huelva","213.0"
"Año 2023","Tercero","Andalucía","Jaén","150.0"
"Año 2023","Tercero","Andalucía","Málaga","455.0"
"Año 2023","Tercero","Andalucía","Sevilla","547.0"
"Año 2023","Tercero","Aragón","Huesca","56.0"
"Año 2023","Tercero","Aragón","Teruel","29.0"
"Año 2023","Tercero","Aragón","Zaragoza","204.0"
"Año 2023","Tercero","Principado de Asturias","Asturias","222.0"
"Año 2023","Tercero","Illes Balears","Illes Balears","461.0"
"Año 2023","Tercero","Canarias","Las Palmas","257.0"
"Año 2023","Tercero","Canarias","Santa Cruz de Tenerife","288.0"
"Año 2023","Tercero","Cantabria","Cantabria","125.0"
"Año 2023","Tercero","Castilla y León","Ávila","32.0"
"Año 2023","Tercero","Castilla y León","Burgos","90.0"
"Año 2023","Tercero","Castilla y León","León","55.0"
"Año 2023","Tercero","Castilla y León","Palencia","41.0"
"Año 2023","Tercero","Castilla y León","Salamanca","37.0"
"Año 2023","Tercero","Castilla y León","Segovia","24.0"
"Año 2023","Tercero","Castilla y León","Soria","23.0"
"Año 2023","Tercero","Castilla y León","Valladolid","137.0"
"Año 2023","Tercero","Castilla y León","Zamora","42.0"
"Año 2023","Tercero","Castilla-La Mancha","Albacete","104.0"
"Año 2023","Tercero","Castilla-La Mancha","Ciudad Real","152.0"
"Año 2023","Tercero","Castilla-La Mancha","Cuenca","52.0"
"Año 2023","Tercero","Castilla-La Mancha","Guadalajara","71.0"
"Año 2023","Tercero","Castilla-La Mancha","Toledo","160.0"
"Año 2023","Tercero","Cataluña","Barcelona","1125.0"
"Año 2023","Tercero","Cataluña","Girona","174.0"
"Año 2023","Tercero","Cataluña","Lleida","150.0"
"Año 2023","Tercero","Cataluña","Tarragona","201.0"
"Año 2023","Tercero","Comunitat Valenciana","Alicante/Alacant","634.0"
"Año 2023","Tercero","Comunitat Valenciana","Castellón/Castelló","186.0"
"Año 2023","Tercero","Comunitat Valenciana","Valencia/València","653.0"
"Año 2023","Tercero","Extremadura","Badajoz","141.0"
"Año 2023","Tercero","Extremadura","Cáceres","64.0"
"Año 2023","Tercero","Galicia","A Coruña","203.0"
"Año 2023","Tercero","Galicia","Lugo","74.0"
"Año 2023","Tercero","Galicia","Ourense","50.0"
"Año 2023","Tercero","Galicia","Pontevedra","194.0"
"Año 2023","Tercero","Comunidad de Madrid","Madrid","1626.0"
"Año 2023","Tercero","Región de Murcia","Murcia","479.0"
"Año 2023","Tercero","Comunidad Foral de Navarra","Navarra","123.0"
"Año 2023","Tercero","País Vasco","Araba/Álava","29.0"
"Año 2023","Tercero","País Vasco","Gipuzkoa","56.0"
"Año 2023","Tercero","País Vasco","Bizkaia","214.0"
"Año 2023","Tercero","La Rioja","La Rioja","104.0"
"Año 2023","Tercero","Ceuta","Ceuta","25.0"
"Año 2023","Tercero","Melilla","Melilla","25.0"
"Año 2023","Cuarto","Andalucía","Almería","257.0"
"Año 2023","Cuarto","Andalucía","Cádiz","247.0"
"Año 2023","Cuarto","Andalucía","Córdoba","107.0"
"Año 2023","Cuarto","Andalucía","Granada","324.0"
"Año 2023","Cuarto","Andalucía","Huelva","142.0"
"Año 2023","Cuarto","Andalucía","Jaén","164.0"
"Año 2023","Cuarto","Andalucía","Málaga","336.0"
"Año 2023","Cuarto","Andalucía","Sevilla","530.0"
"Año 2023","Cuarto","Aragón","Huesca","51.0"
"Año 2023","Cuarto","Aragón","Teruel","21.0"
"Año 2023","Cuarto","Aragón","Zaragoza","142.0"
"Año 2023","Cuarto","Principado de Asturias","Asturias","225.0"
"Año 2023","Cuarto","Illes Balears","Illes Balears","448.0"
"Año 2023","Cuarto","Canarias","Las Palmas","236.0"
"Año 2023","Cuarto","Canarias","Santa Cruz de Tenerife","231.0"
"Año 2023","Cuarto","Cantabria","Cantabria","122.0"
"Año 2023","Cuarto","Castilla y León","Ávila","27.0"
"Año 2023","Cuarto","Castilla y León","Burgos","95.0"
"Año 2023","Cuarto","Castilla y León","León","71.0"
"Año 2023","Cuarto","Castilla y León","Palencia","12.0"
"Año 2023","Cuarto","Castilla y León","Salamanca","42.0"
"Año 2023","Cuarto","Castilla y León","Segovia","23.0"
"Año 2023","Cuarto","Castilla y León","Soria","18.0"
"Año 2023","Cuarto","Castilla y León","Valladolid","94.0"
"Año 2023","Cuarto","Castilla y León","Zamora","32.0"
"Año 2023","Cuarto","Castilla-La Mancha","Albacete","92.0"
"Año 2023","Cuarto","Castilla-La Mancha","Ciudad Real","135.0"
"Año 2023","Cuarto","Castilla-La Mancha","Cuenca","24.0"
"Año 2023","Cuarto","Castilla-La Mancha","Guadalajara","56.0"
"Año 2023","Cuarto","Castilla-La Mancha","Toledo","188.0"
"Año 2023","Cuarto","Cataluña","Barcelona","931.0"
"Año 2023","Cuarto","Cataluña","Girona","176.0"
"Año 2023","Cuarto","Cataluña","Lleida","132.0"
"Año 2023","Cuarto","Cataluña","Tarragona","214.0"
"Año 2023","Cuarto","Comunitat Valenciana","Alicante/Alacant","544.0"
"Año 2023","Cuarto","Comunitat Valenciana","Castellón/Castelló","97.0"
"Año 2023","Cuarto","Comunitat Valenciana","Valencia/València","540.0"
"Año 2023","Cuarto","Extremadura","Badajoz","137.0"
"Año 2023","Cuarto","Extremadura","Cáceres","65.0"
"Año 2023","Cuarto","Galicia","A Coruña","179.0"
"Año 2023","Cuarto","Galicia","Lugo","54.0"
"Año 2023","Cuarto","Galicia","Ourense","49.0"
"Año 2023","Cuarto","Galicia","Pontevedra","153.0"
"Año 2023","Cuarto","Comunidad de Madrid","Madrid","1620.0"
"Año 2023","Cuarto","Región de Murcia","Murcia","430.0"
"Año 2023","Cuarto","Comunidad Foral de Navarra","Navarra","147.0"
"Año 2023","Cuarto","País Vasco","Araba/Álava","34.0"
"Año 2023","Cuarto","País Vasco","Gipuzkoa","68.0"
"Año 2023","Cuarto","País Vasco","Bizkaia","185.0"
"Año 2023","Cuarto","La Rioja","La Rioja","83.0"
"Año 2023","Cuarto","Ceuta","Ceuta","34.0"
"Año 2023","Cuarto","Melilla","Melilla","22.0"
"Año 2024","Primero","Andalucía","Almería","286.0"
"Año 2024","Primero","Andalucía","Cádiz","285.0"
"Año 2024","Primero","Andalucía","Córdoba","110.0"
"Año 2024","Primero","Andalucía","Granada","220.0"
"Año 2024","Primero","Andalucía","Huelva","126.0"
"Año 2024","Primero","Andalucía","Jaén","142.0"
"Año 2024","Primero","Andalucía","Málaga","305.0"
"Año 2024","Primero","Andalucía","Sevilla","519.0"
"Año 2024","Primero","Aragón","Huesca","52.0"
"Año 2024","Primero","Aragón","Teruel","15.0"
"Año 2024","Primero","Aragón","Zaragoza","148.0"
"Año 2024","Primero","Principado de Asturias","Asturias","187.0"
"Año 2024","Primero","Illes Balears","Illes Balears","394.0"
"Año 2024","Primero","Canarias","Las Palmas","222.0"
"Año 2024","Primero","Canarias","Santa Cruz de Tenerife","229.0"
"Año 2024","Primero","Cantabria","Cantabria","116.0"
"Año 2024","Primero","Castilla y León","Ávila","30.0"
"Año 2024","Primero","Castilla y León","Burgos","75.0"
"Año 2024","Primero","Castilla y León","León","73.0"
"Año 2024","Primero","Castilla y León","Palencia","25.0"
"Año 2024","Primero","Castilla y León","Salamanca","42.0"
"Año 2024","Primero","Castilla y León","Segovia","28.0"
"Año 2024","Primero","Castilla y León","Soria","28.0"
"Año 2024","Primero","Castilla y León","Valladolid","115.0"
"Año 2024","Primero","Castilla y León","Zamora","53.0"
"Año 2024","Primero","Castilla-La Mancha","Albacete","84.0"
"Año 2024","Primero","Castilla-La Mancha","Ciudad Real","137.0"
"Año 2024","Primero","Castilla-La Mancha","Cuenca","56.0"
"Año 2024","Primero","Castilla-La Mancha","Guadalajara","52.0"
"Año 2024","Primero","Castilla-La Mancha","Toledo","145.0"
"Año 2024","Primero","Cataluña","Barcelona","947.0"
"Año 2024","Primero","Cataluña","Girona","134.0"
"Año 2024","Primero","Cataluña","Lleida","100.0"
"Año 2024","Primero","Cataluña","Tarragona","218.0"
"Año 2024","Primero","Comunitat Valenciana","Alicante/Alacant","553.0"
"Año 2024","Primero","Comunitat Valenciana","Castellón/Castelló","159.0"
"Año 2024","Primero","Comunitat Valenciana","Valencia/València","604.0"
"Año 2024","Primero","Extremadura","Badajoz","114.0"
"Año 2024","Primero","Extremadura","Cáceres","38.0"
"Año 2024","Primero","Galicia","A Coruña","138.0"
"Año 2024","Primero","Galicia","Lugo","78.0"
"Año 2024","Primero","Galicia","Ourense","67.0"
"Año 2024","Primero","Galicia","Pontevedra","165.0"
"Año 2024","Primero","Comunidad de Madrid","Madrid","1466.0"
"Año 2024","Primero","Región de Murcia","Murcia","335.0"
"Año 2024","Primero","Comunidad Foral de Navarra","Navarra","150.0"
"Año 2024","Primero","País Vasco","Araba/Álava","33.0"
"Año 2024","Primero","País Vasco","Gipuzkoa","79.0"
"Año 2024","Primero","País Vasco","Bizkaia","132.0"
"Año 2024","Primero","La Rioja","La Rioja","53.0"
"Año 2024","Primero","Ceuta","Ceuta","20.0"
"Año 2024","Primero","Melilla","Melilla","25.0"
"Año 2024","Segundo","Andalucía","Almería","293.0"
"Año 2024","Segundo","Andalucía","Cádiz","268.0"
"Año 2024","Segundo","Andalucía","Córdoba","123.0"
"Año 2024","Segundo","Andalucía","Granada","257.0"
"Año 2024","Segundo","Andalucía","Huelva","147.0"
"Año 2024","Segundo","Andalucía","Jaén","106.0"
"Año 2024","Segundo","Andalucía","Málaga","392.0"
"Año 2024","Segundo","Andalucía","Sevilla","506.0"
"Año 2024","Segundo","Aragón","Huesca","51.0"
"Año 2024","Segundo","Aragón","Teruel","15.0"
"Año 2024","Segundo","Aragón","Zaragoza","136.0"
"Año 2024","Segundo","Principado de Asturias","Asturias","229.0"
"Año 2024","Segundo","Illes Balears","Illes Balears","445.0"
"Año 2024","Segundo","Canarias","Las Palmas","214.0"
"Año 2024","Segundo","Canarias","Santa Cruz de Tenerife","258.0"
"Año 2024","Segundo","Cantabria","Cantabria","109.0"
"Año 2024","Segundo","Castilla y León","Ávila","48.0"
"Año 2024","Segundo","Castilla y León","Burgos","78.0"
"Año 2024","Segundo","Castilla y León","León","61.0"
"Año 2024","Segundo","Castilla y León","Palencia","9.0"
"Año 2024","Segundo","Castilla y León","Salamanca","36.0"
"Año 2024","Segundo","Castilla y León","Segovia","32.0"
"Año 2024","Segundo","Castilla y León","Soria","23.0"
"Año 2024","Segundo","Castilla y León","Valladolid","124.0"
"Año 2024","Segundo","Castilla y León","Zamora","48.0"
"Año 2024","Segundo","Castilla-La Mancha","Albacete","92.0"
"Año 2024","Segundo","Castilla-La Mancha","Ciudad Real","138.0"
"Año 2024","Segundo","Castilla-La Mancha","Cuenca","49.0"
"Año 2024","Segundo","Castilla-La Mancha","Guadalajara","56.0"
"Año 2024","Segundo","Castilla-La Mancha","Toledo","139.0"
"Año 2024","Segundo","Cataluña","Barcelona","1021.0"
"Año 2024","Segundo","Cataluña","Girona","136.0"
"Año 2024","Segundo","Cataluña","Lleida","90.0"
"Año 2024","Segundo","Cataluña","Tarragona","226.0"
"Año 2024","Segundo","Comunitat Valenciana","Alicante/Alacant","564.0"
"Año 2024","Segundo","Comunitat Valenciana","Castellón/Castelló","242.0"
"Año 2024","Segundo","Comunitat Valenciana","Valencia/València","652.0"
"Año 2024","Segundo","Extremadura","Badajoz","158.0"
"Año 2024","Segundo","Extremadura","Cáceres","46.0"
"Año 2024","Segundo","Galicia","A Coruña","178.0"
"Año 2024","Segundo","Galicia","Lugo","61.0"
"Año 2024","Segundo","Galicia","Ourense","62.0"
"Año 2024","Segundo","Galicia","Pontevedra","160.0"
"Año 2024","Segundo","Comunidad de Madrid","Madrid","1569.0"
"Año 2024","Segundo","Región de Murcia","Murcia","466.0"
"Año 2024","Segundo","Comunidad Foral de Navarra","Navarra","134.0"
"Año 2024","Segundo","País Vasco","Araba/Álava","54.0"
"Año 2024","Segundo","País Vasco","Gipuzkoa","74.0"
"Año 2024","Segundo","País Vasco","Bizkaia","127.0"
"Año 2024","Segundo","La Rioja","La Rioja","53.0"
"Año 2024","Segundo","Ceuta","Ceuta","27.0"
