"Año","Trimestre","Mes","Comunidad autónoma","Provincia","Número de contratos bonificados","Número de contratos de sustitución"
"Año 2016","Primero","Febrero","Principado de Asturias","Asturias","1.0","0.0"
"Año 2016","Primero","Febrero","Illes Balears","Illes Balears","1.0","0.0"
"Año 2016","Primero","Febrero","Canarias","Las Palmas","2.0","1.0"
"Año 2016","Primero","Febrero","Canarias","Santa Cruz de Tenerife","1.0","0.0"
"Año 2016","Primero","Febrero","Castilla y León","Valladolid","2.0","0.0"
"Año 2016","Primero","Febrero","Castilla-La Mancha","Albacete","1.0","0.0"
"Año 2016","Primero","Febrero","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2016","Primero","Febrero","Castilla-La Mancha","Guadalajara","1.0","0.0"
"Año 2016","Primero","Febrero","Cataluña","Barcelona","6.0","15.0"
"Año 2016","Primero","Febrero","Cataluña","Tarragona","1.0","2.0"
"Año 2016","Primero","Febrero","Comunitat Valenciana","Alicante/Alacant","4.0","1.0"
"Año 2016","Primero","Febrero","Comunitat Valenciana","Castellón/Castelló","0.0","1.0"
"Año 2016","Primero","Febrero","Comunitat Valenciana","Valencia/València","10.0","0.0"
"Año 2016","Primero","Febrero","Extremadura","Cáceres","1.0","0.0"
"Año 2016","Primero","Febrero","Galicia","A Coruña","1.0","3.0"
"Año 2016","Primero","Febrero","Galicia","Lugo","1.0","0.0"
"Año 2016","Primero","Febrero","Galicia","Pontevedra","1.0","0.0"
"Año 2016","Primero","Febrero","Comunidad de Madrid","Madrid","15.0","5.0"
"Año 2016","Primero","Febrero","Región de Murcia","Murcia","3.0","0.0"
"Año 2016","Primero","Febrero","País Vasco","Bizkaia","1.0","0.0"
"Año 2016","Primero","Febrero","Ceuta","Ceuta","1.0","0.0"
"Año 2016","Primero","Marzo","Andalucía","Almería","1.0","0.0"
"Año 2016","Primero","Marzo","Andalucía","Cádiz","1.0","0.0"
"Año 2016","Primero","Marzo","Andalucía","Granada","2.0","0.0"
"Año 2016","Primero","Marzo","Andalucía","Huelva","1.0","0.0"
"Año 2016","Primero","Marzo","Andalucía","Jaén","1.0","0.0"
"Año 2016","Primero","Marzo","Andalucía","Málaga","1.0","0.0"
"Año 2016","Primero","Marzo","Andalucía","Sevilla","3.0","1.0"
"Año 2016","Primero","Marzo","Aragón","Huesca","1.0","0.0"
"Año 2016","Primero","Marzo","Aragón","Zaragoza","2.0","0.0"
"Año 2016","Primero","Marzo","Principado de Asturias","Asturias","0.0","0.0"
"Año 2016","Primero","Marzo","Illes Balears","Illes Balears","0.0","1.0"
"Año 2016","Primero","Marzo","Canarias","Las Palmas","5.0","2.0"
"Año 2016","Primero","Marzo","Canarias","Santa Cruz de Tenerife","3.0","0.0"
"Año 2016","Primero","Marzo","Castilla y León","Ávila","1.0","0.0"
"Año 2016","Primero","Marzo","Castilla y León","León","1.0","0.0"
"Año 2016","Primero","Marzo","Castilla y León","Soria","1.0","0.0"
"Año 2016","Primero","Marzo","Castilla y León","Valladolid","1.0","0.0"
"Año 2016","Primero","Marzo","Castilla y León","Zamora","1.0","0.0"
"Año 2016","Primero","Marzo","Castilla-La Mancha","Albacete","2.0","0.0"
"Año 2016","Primero","Marzo","Castilla-La Mancha","Ciudad Real","2.0","0.0"
"Año 2016","Primero","Marzo","Cataluña","Barcelona","13.0","23.0"
"Año 2016","Primero","Marzo","Cataluña","Girona","0.0","0.0"
"Año 2016","Primero","Marzo","Cataluña","Lleida","1.0","0.0"
"Año 2016","Primero","Marzo","Cataluña","Tarragona","2.0","0.0"
"Año 2016","Primero","Marzo","Comunitat Valenciana","Alicante/Alacant","6.0","1.0"
"Año 2016","Primero","Marzo","Comunitat Valenciana","Castellón/Castelló","3.0","0.0"
"Año 2016","Primero","Marzo","Comunitat Valenciana","Valencia/València","6.0","0.0"
"Año 2016","Primero","Marzo","Galicia","A Coruña","2.0","2.0"
"Año 2016","Primero","Marzo","Galicia","Lugo","0.0","2.0"
"Año 2016","Primero","Marzo","Galicia","Pontevedra","1.0","2.0"
"Año 2016","Primero","Marzo","Comunidad de Madrid","Madrid","8.0","5.0"
"Año 2016","Primero","Marzo","Región de Murcia","Murcia","2.0","0.0"
"Año 2016","Primero","Marzo","Comunidad Foral de Navarra","Navarra","1.0","0.0"
"Año 2016","Primero","Marzo","País Vasco","Bizkaia","1.0","0.0"
"Año 2016","Primero","Marzo","País Vasco","Gipuzkoa","0.0","1.0"
"Año 2016","Primero","Marzo","La Rioja","La Rioja","1.0","0.0"
"Año 2016","Segundo","Abril","Andalucía","Almería","3.0","0.0"
"Año 2016","Segundo","Abril","Andalucía","Córdoba","1.0","0.0"
"Año 2016","Segundo","Abril","Andalucía","Granada","7.0","0.0"
"Año 2016","Segundo","Abril","Andalucía","Huelva","1.0","0.0"
"Año 2016","Segundo","Abril","Andalucía","Sevilla","3.0","1.0"
"Año 2016","Segundo","Abril","Aragón","Teruel","1.0","0.0"
"Año 2016","Segundo","Abril","Principado de Asturias","Asturias","3.0","0.0"
"Año 2016","Segundo","Abril","Canarias","Santa Cruz de Tenerife","3.0","0.0"
"Año 2016","Segundo","Abril","Cantabria","Cantabria","1.0","0.0"
"Año 2016","Segundo","Abril","Castilla y León","Salamanca","1.0","0.0"
"Año 2016","Segundo","Abril","Castilla y León","Segovia","1.0","0.0"
"Año 2016","Segundo","Abril","Castilla y León","Valladolid","4.0","0.0"
"Año 2016","Segundo","Abril","Castilla-La Mancha","Albacete","1.0","0.0"
"Año 2016","Segundo","Abril","Castilla-La Mancha","Toledo","3.0","0.0"
"Año 2016","Segundo","Abril","Cataluña","Barcelona","8.0","1.0"
"Año 2016","Segundo","Abril","Cataluña","Girona","2.0","0.0"
"Año 2016","Segundo","Abril","Cataluña","Tarragona","0.0","1.0"
"Año 2016","Segundo","Abril","Comunitat Valenciana","Alicante/Alacant","8.0","1.0"
"Año 2016","Segundo","Abril","Comunitat Valenciana","Valencia/València","7.0","1.0"
"Año 2016","Segundo","Abril","Extremadura","Badajoz","0.0","1.0"
"Año 2016","Segundo","Abril","Extremadura","Cáceres","1.0","0.0"
"Año 2016","Segundo","Abril","Galicia","A Coruña","1.0","1.0"
"Año 2016","Segundo","Abril","Galicia","Lugo","1.0","0.0"
"Año 2016","Segundo","Abril","Galicia","Pontevedra","2.0","0.0"
"Año 2016","Segundo","Abril","Comunidad de Madrid","Madrid","13.0","5.0"
"Año 2016","Segundo","Abril","Región de Murcia","Murcia","0.0","1.0"
"Año 2016","Segundo","Abril","País Vasco","Bizkaia","1.0","1.0"
"Año 2016","Segundo","Abril","País Vasco","Gipuzkoa","1.0","0.0"
"Año 2016","Segundo","Mayo","Andalucía","Almería","3.0","0.0"
"Año 2016","Segundo","Mayo","Andalucía","Cádiz","2.0","0.0"
"Año 2016","Segundo","Mayo","Andalucía","Córdoba","2.0","1.0"
"Año 2016","Segundo","Mayo","Andalucía","Granada","5.0","0.0"
"Año 2016","Segundo","Mayo","Andalucía","Huelva","1.0","0.0"
"Año 2016","Segundo","Mayo","Andalucía","Jaén","1.0","0.0"
"Año 2016","Segundo","Mayo","Andalucía","Málaga","5.0","0.0"
"Año 2016","Segundo","Mayo","Andalucía","Sevilla","4.0","0.0"
"Año 2016","Segundo","Mayo","Aragón","Teruel","1.0","0.0"
"Año 2016","Segundo","Mayo","Aragón","Zaragoza","1.0","0.0"
"Año 2016","Segundo","Mayo","Illes Balears","Illes Balears","1.0","0.0"
"Año 2016","Segundo","Mayo","Canarias","Las Palmas","2.0","1.0"
"Año 2016","Segundo","Mayo","Canarias","Santa Cruz de Tenerife","3.0","1.0"
"Año 2016","Segundo","Mayo","Castilla y León","León","2.0","0.0"
"Año 2016","Segundo","Mayo","Castilla y León","Segovia","1.0","0.0"
"Año 2016","Segundo","Mayo","Castilla y León","Valladolid","3.0","0.0"
"Año 2016","Segundo","Mayo","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2016","Segundo","Mayo","Castilla-La Mancha","Toledo","1.0","0.0"
"Año 2016","Segundo","Mayo","Cataluña","Barcelona","5.0","1.0"
"Año 2016","Segundo","Mayo","Cataluña","Tarragona","1.0","0.0"
"Año 2016","Segundo","Mayo","Comunitat Valenciana","Alicante/Alacant","5.0","0.0"
"Año 2016","Segundo","Mayo","Comunitat Valenciana","Castellón/Castelló","2.0","0.0"
"Año 2016","Segundo","Mayo","Comunitat Valenciana","Valencia/València","8.0","0.0"
"Año 2016","Segundo","Mayo","Galicia","A Coruña","0.0","3.0"
"Año 2016","Segundo","Mayo","Galicia","Pontevedra","1.0","1.0"
"Año 2016","Segundo","Mayo","Comunidad de Madrid","Madrid","16.0","4.0"
"Año 2016","Segundo","Mayo","Región de Murcia","Murcia","2.0","0.0"
"Año 2016","Segundo","Mayo","País Vasco","Araba/Álava","0.0","1.0"
"Año 2016","Segundo","Junio","Andalucía","Almería","1.0","0.0"
"Año 2016","Segundo","Junio","Andalucía","Cádiz","1.0","0.0"
"Año 2016","Segundo","Junio","Andalucía","Granada","6.0","0.0"
"Año 2016","Segundo","Junio","Andalucía","Jaén","2.0","0.0"
"Año 2016","Segundo","Junio","Andalucía","Málaga","7.0","1.0"
"Año 2016","Segundo","Junio","Andalucía","Sevilla","6.0","0.0"
"Año 2016","Segundo","Junio","Aragón","Zaragoza","2.0","0.0"
"Año 2016","Segundo","Junio","Principado de Asturias","Asturias","3.0","0.0"
"Año 2016","Segundo","Junio","Illes Balears","Illes Balears","1.0","0.0"
"Año 2016","Segundo","Junio","Canarias","Las Palmas","3.0","1.0"
"Año 2016","Segundo","Junio","Canarias","Santa Cruz de Tenerife","2.0","0.0"
"Año 2016","Segundo","Junio","Cantabria","Cantabria","2.0","0.0"
"Año 2016","Segundo","Junio","Castilla y León","Burgos","3.0","0.0"
"Año 2016","Segundo","Junio","Castilla y León","León","2.0","0.0"
"Año 2016","Segundo","Junio","Castilla y León","Soria","2.0","0.0"
"Año 2016","Segundo","Junio","Castilla y León","Valladolid","2.0","0.0"
"Año 2016","Segundo","Junio","Castilla y León","Zamora","1.0","0.0"
"Año 2016","Segundo","Junio","Castilla-La Mancha","Ciudad Real","3.0","0.0"
"Año 2016","Segundo","Junio","Castilla-La Mancha","Cuenca","0.0","1.0"
"Año 2016","Segundo","Junio","Castilla-La Mancha","Toledo","2.0","0.0"
"Año 2016","Segundo","Junio","Cataluña","Barcelona","8.0","6.0"
"Año 2016","Segundo","Junio","Cataluña","Lleida","1.0","0.0"
"Año 2016","Segundo","Junio","Cataluña","Tarragona","3.0","0.0"
"Año 2016","Segundo","Junio","Comunitat Valenciana","Alicante/Alacant","7.0","0.0"
"Año 2016","Segundo","Junio","Comunitat Valenciana","Castellón/Castelló","1.0","0.0"
"Año 2016","Segundo","Junio","Comunitat Valenciana","Valencia/València","8.0","1.0"
"Año 2016","Segundo","Junio","Extremadura","Badajoz","1.0","0.0"
"Año 2016","Segundo","Junio","Extremadura","Cáceres","1.0","0.0"
"Año 2016","Segundo","Junio","Galicia","A Coruña","1.0","0.0"
"Año 2016","Segundo","Junio","Galicia","Lugo","1.0","0.0"
"Año 2016","Segundo","Junio","Galicia","Ourense","0.0","1.0"
"Año 2016","Segundo","Junio","Galicia","Pontevedra","3.0","1.0"
"Año 2016","Segundo","Junio","Comunidad de Madrid","Madrid","18.0","3.0"
"Año 2016","Segundo","Junio","Región de Murcia","Murcia","1.0","1.0"
"Año 2016","Segundo","Junio","Comunidad Foral de Navarra","Navarra","0.0","1.0"
"Año 2016","Segundo","Junio","País Vasco","Araba/Álava","1.0","0.0"
"Año 2016","Segundo","Junio","País Vasco","Bizkaia","1.0","2.0"
"Año 2016","Segundo","Junio","País Vasco","Gipuzkoa","1.0","0.0"
"Año 2016","Segundo","Junio","La Rioja","La Rioja","2.0","0.0"
"Año 2016","Tercero","Julio","Andalucía","Almería","3.0","0.0"
"Año 2016","Tercero","Julio","Andalucía","Cádiz","2.0","0.0"
"Año 2016","Tercero","Julio","Andalucía","Granada","7.0","0.0"
"Año 2016","Tercero","Julio","Andalucía","Málaga","6.0","0.0"
"Año 2016","Tercero","Julio","Andalucía","Sevilla","3.0","0.0"
"Año 2016","Tercero","Julio","Aragón","Teruel","1.0","0.0"
"Año 2016","Tercero","Julio","Aragón","Zaragoza","1.0","0.0"
"Año 2016","Tercero","Julio","Canarias","Las Palmas","1.0","0.0"
"Año 2016","Tercero","Julio","Canarias","Santa Cruz de Tenerife","3.0","0.0"
"Año 2016","Tercero","Julio","Castilla y León","Burgos","2.0","0.0"
"Año 2016","Tercero","Julio","Castilla y León","León","1.0","0.0"
"Año 2016","Tercero","Julio","Castilla y León","Palencia","1.0","0.0"
"Año 2016","Tercero","Julio","Castilla y León","Salamanca","1.0","0.0"
"Año 2016","Tercero","Julio","Castilla y León","Valladolid","1.0","0.0"
"Año 2016","Tercero","Julio","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2016","Tercero","Julio","Castilla-La Mancha","Cuenca","1.0","0.0"
"Año 2016","Tercero","Julio","Castilla-La Mancha","Toledo","1.0","0.0"
"Año 2016","Tercero","Julio","Cataluña","Barcelona","4.0","0.0"
"Año 2016","Tercero","Julio","Cataluña","Girona","1.0","0.0"
"Año 2016","Tercero","Julio","Cataluña","Tarragona","2.0","0.0"
"Año 2016","Tercero","Julio","Comunitat Valenciana","Alicante/Alacant","6.0","0.0"
"Año 2016","Tercero","Julio","Comunitat Valenciana","Castellón/Castelló","1.0","0.0"
"Año 2016","Tercero","Julio","Comunitat Valenciana","Valencia/València","15.0","1.0"
"Año 2016","Tercero","Julio","Extremadura","Cáceres","1.0","0.0"
"Año 2016","Tercero","Julio","Galicia","A Coruña","3.0","1.0"
"Año 2016","Tercero","Julio","Galicia","Ourense","1.0","0.0"
"Año 2016","Tercero","Julio","Comunidad de Madrid","Madrid","11.0","7.0"
"Año 2016","Tercero","Julio","Región de Murcia","Murcia","4.0","1.0"
"Año 2016","Tercero","Julio","País Vasco","Araba/Álava","1.0","0.0"
"Año 2016","Tercero","Julio","País Vasco","Bizkaia","1.0","1.0"
"Año 2016","Tercero","Agosto","Andalucía","Almería","0.0","1.0"
"Año 2016","Tercero","Agosto","Andalucía","Cádiz","1.0","0.0"
"Año 2016","Tercero","Agosto","Andalucía","Huelva","1.0","0.0"
"Año 2016","Tercero","Agosto","Andalucía","Málaga","1.0","1.0"
"Año 2016","Tercero","Agosto","Andalucía","Sevilla","2.0","0.0"
"Año 2016","Tercero","Agosto","Aragón","Huesca","3.0","0.0"
"Año 2016","Tercero","Agosto","Aragón","Zaragoza","1.0","0.0"
"Año 2016","Tercero","Agosto","Principado de Asturias","Asturias","2.0","0.0"
"Año 2016","Tercero","Agosto","Illes Balears","Illes Balears","1.0","0.0"
"Año 2016","Tercero","Agosto","Canarias","Las Palmas","3.0","1.0"
"Año 2016","Tercero","Agosto","Canarias","Santa Cruz de Tenerife","4.0","1.0"
"Año 2016","Tercero","Agosto","Cantabria","Cantabria","1.0","0.0"
"Año 2016","Tercero","Agosto","Castilla y León","Soria","1.0","0.0"
"Año 2016","Tercero","Agosto","Castilla y León","Valladolid","3.0","0.0"
"Año 2016","Tercero","Agosto","Castilla-La Mancha","Albacete","1.0","0.0"
"Año 2016","Tercero","Agosto","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2016","Tercero","Agosto","Castilla-La Mancha","Toledo","1.0","0.0"
"Año 2016","Tercero","Agosto","Cataluña","Barcelona","4.0","0.0"
"Año 2016","Tercero","Agosto","Cataluña","Tarragona","1.0","0.0"
"Año 2016","Tercero","Agosto","Comunitat Valenciana","Alicante/Alacant","2.0","0.0"
"Año 2016","Tercero","Agosto","Comunitat Valenciana","Valencia/València","8.0","0.0"
"Año 2016","Tercero","Agosto","Extremadura","Badajoz","0.0","2.0"
"Año 2016","Tercero","Agosto","Galicia","A Coruña","0.0","4.0"
"Año 2016","Tercero","Agosto","Comunidad de Madrid","Madrid","8.0","10.0"
"Año 2016","Tercero","Agosto","Región de Murcia","Murcia","1.0","0.0"
"Año 2016","Tercero","Agosto","País Vasco","Gipuzkoa","1.0","0.0"
"Año 2016","Tercero","Septiembre","Andalucía","Almería","2.0","1.0"
"Año 2016","Tercero","Septiembre","Andalucía","Cádiz","0.0","1.0"
"Año 2016","Tercero","Septiembre","Andalucía","Córdoba","0.0","1.0"
"Año 2016","Tercero","Septiembre","Andalucía","Granada","1.0","0.0"
"Año 2016","Tercero","Septiembre","Andalucía","Sevilla","3.0","0.0"
"Año 2016","Tercero","Septiembre","Aragón","Zaragoza","2.0","1.0"
"Año 2016","Tercero","Septiembre","Principado de Asturias","Asturias","2.0","0.0"
"Año 2016","Tercero","Septiembre","Canarias","Las Palmas","1.0","0.0"
"Año 2016","Tercero","Septiembre","Canarias","Santa Cruz de Tenerife","2.0","1.0"
"Año 2016","Tercero","Septiembre","Cantabria","Cantabria","2.0","0.0"
"Año 2016","Tercero","Septiembre","Castilla y León","Ávila","1.0","0.0"
"Año 2016","Tercero","Septiembre","Castilla y León","Burgos","1.0","0.0"
"Año 2016","Tercero","Septiembre","Castilla y León","Salamanca","4.0","0.0"
"Año 2016","Tercero","Septiembre","Castilla y León","Soria","1.0","0.0"
"Año 2016","Tercero","Septiembre","Castilla y León","Valladolid","2.0","0.0"
"Año 2016","Tercero","Septiembre","Castilla y León","Zamora","1.0","0.0"
"Año 2016","Tercero","Septiembre","Castilla-La Mancha","Albacete","1.0","0.0"
"Año 2016","Tercero","Septiembre","Cataluña","Barcelona","10.0","4.0"
"Año 2016","Tercero","Septiembre","Cataluña","Lleida","1.0","0.0"
"Año 2016","Tercero","Septiembre","Comunitat Valenciana","Alicante/Alacant","5.0","0.0"
"Año 2016","Tercero","Septiembre","Comunitat Valenciana","Castellón/Castelló","2.0","3.0"
"Año 2016","Tercero","Septiembre","Comunitat Valenciana","Valencia/València","7.0","0.0"
"Año 2016","Tercero","Septiembre","Galicia","A Coruña","2.0","1.0"
"Año 2016","Tercero","Septiembre","Galicia","Ourense","1.0","0.0"
"Año 2016","Tercero","Septiembre","Comunidad de Madrid","Madrid","13.0","7.0"
"Año 2016","Tercero","Septiembre","Región de Murcia","Murcia","2.0","1.0"
"Año 2016","Tercero","Septiembre","Comunidad Foral de Navarra","Navarra","1.0","2.0"
"Año 2016","Tercero","Septiembre","País Vasco","Bizkaia","2.0","1.0"
"Año 2016","Tercero","Septiembre","País Vasco","Gipuzkoa","1.0","0.0"
"Año 2016","Cuarto","Octubre","Andalucía","Almería","2.0","0.0"
"Año 2016","Cuarto","Octubre","Andalucía","Cádiz","3.0","0.0"
"Año 2016","Cuarto","Octubre","Andalucía","Córdoba","1.0","0.0"
"Año 2016","Cuarto","Octubre","Andalucía","Granada","2.0","0.0"
"Año 2016","Cuarto","Octubre","Andalucía","Málaga","3.0","0.0"
"Año 2016","Cuarto","Octubre","Andalucía","Sevilla","1.0","0.0"
"Año 2016","Cuarto","Octubre","Aragón","Zaragoza","1.0","0.0"
"Año 2016","Cuarto","Octubre","Principado de Asturias","Asturias","1.0","0.0"
"Año 2016","Cuarto","Octubre","Canarias","Las Palmas","3.0","0.0"
"Año 2016","Cuarto","Octubre","Castilla y León","Burgos","1.0","0.0"
"Año 2016","Cuarto","Octubre","Castilla y León","León","1.0","0.0"
"Año 2016","Cuarto","Octubre","Castilla y León","Palencia","2.0","0.0"
"Año 2016","Cuarto","Octubre","Castilla y León","Salamanca","2.0","0.0"
"Año 2016","Cuarto","Octubre","Castilla y León","Soria","1.0","0.0"
"Año 2016","Cuarto","Octubre","Castilla y León","Valladolid","2.0","0.0"
"Año 2016","Cuarto","Octubre","Castilla y León","Zamora","0.0","1.0"
"Año 2016","Cuarto","Octubre","Castilla-La Mancha","Albacete","2.0","0.0"
"Año 2016","Cuarto","Octubre","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2016","Cuarto","Octubre","Cataluña","Barcelona","4.0","1.0"
"Año 2016","Cuarto","Octubre","Cataluña","Girona","1.0","1.0"
"Año 2016","Cuarto","Octubre","Cataluña","Lleida","1.0","0.0"
"Año 2016","Cuarto","Octubre","Comunitat Valenciana","Alicante/Alacant","2.0","1.0"
"Año 2016","Cuarto","Octubre","Comunitat Valenciana","Castellón/Castelló","1.0","0.0"
"Año 2016","Cuarto","Octubre","Comunitat Valenciana","Valencia/València","7.0","2.0"
"Año 2016","Cuarto","Octubre","Extremadura","Badajoz","1.0","1.0"
"Año 2016","Cuarto","Octubre","Galicia","A Coruña","1.0","2.0"
"Año 2016","Cuarto","Octubre","Galicia","Lugo","1.0","0.0"
"Año 2016","Cuarto","Octubre","Galicia","Pontevedra","4.0","0.0"
"Año 2016","Cuarto","Octubre","Comunidad de Madrid","Madrid","6.0","3.0"
"Año 2016","Cuarto","Octubre","Región de Murcia","Murcia","1.0","0.0"
"Año 2016","Cuarto","Octubre","Comunidad Foral de Navarra","Navarra","1.0","2.0"
"Año 2016","Cuarto","Octubre","País Vasco","Bizkaia","0.0","1.0"
"Año 2016","Cuarto","Octubre","País Vasco","Gipuzkoa","1.0","0.0"
"Año 2016","Cuarto","Octubre","Melilla","Melilla","1.0","0.0"
"Año 2016","Cuarto","Noviembre","Andalucía","Córdoba","1.0","0.0"
"Año 2016","Cuarto","Noviembre","Andalucía","Granada","2.0","0.0"
"Año 2016","Cuarto","Noviembre","Andalucía","Málaga","1.0","1.0"
"Año 2016","Cuarto","Noviembre","Andalucía","Sevilla","2.0","0.0"
"Año 2016","Cuarto","Noviembre","Aragón","Huesca","2.0","0.0"
"Año 2016","Cuarto","Noviembre","Aragón","Zaragoza","0.0","2.0"
"Año 2016","Cuarto","Noviembre","Principado de Asturias","Asturias","2.0","0.0"
"Año 2016","Cuarto","Noviembre","Canarias","Las Palmas","1.0","0.0"
"Año 2016","Cuarto","Noviembre","Canarias","Santa Cruz de Tenerife","2.0","1.0"
"Año 2016","Cuarto","Noviembre","Cantabria","Cantabria","3.0","1.0"
"Año 2016","Cuarto","Noviembre","Castilla y León","Ávila","1.0","0.0"
"Año 2016","Cuarto","Noviembre","Castilla y León","León","1.0","0.0"
"Año 2016","Cuarto","Noviembre","Castilla y León","Valladolid","5.0","0.0"
"Año 2016","Cuarto","Noviembre","Castilla y León","Zamora","1.0","0.0"
"Año 2016","Cuarto","Noviembre","Castilla-La Mancha","Albacete","2.0","0.0"
"Año 2016","Cuarto","Noviembre","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2016","Cuarto","Noviembre","Castilla-La Mancha","Cuenca","1.0","0.0"
"Año 2016","Cuarto","Noviembre","Castilla-La Mancha","Toledo","0.0","1.0"
"Año 2016","Cuarto","Noviembre","Cataluña","Barcelona","4.0","2.0"
"Año 2016","Cuarto","Noviembre","Cataluña","Girona","0.0","1.0"
"Año 2016","Cuarto","Noviembre","Comunitat Valenciana","Alicante/Alacant","4.0","0.0"
"Año 2016","Cuarto","Noviembre","Comunitat Valenciana","Valencia/València","7.0","0.0"
"Año 2016","Cuarto","Noviembre","Extremadura","Cáceres","1.0","1.0"
"Año 2016","Cuarto","Noviembre","Galicia","A Coruña","1.0","3.0"
"Año 2016","Cuarto","Noviembre","Galicia","Ourense","1.0","0.0"
"Año 2016","Cuarto","Noviembre","Galicia","Pontevedra","4.0","1.0"
"Año 2016","Cuarto","Noviembre","Comunidad de Madrid","Madrid","8.0","5.0"
"Año 2016","Cuarto","Noviembre","Región de Murcia","Murcia","1.0","0.0"
"Año 2016","Cuarto","Noviembre","País Vasco","Araba/Álava","1.0","0.0"
"Año 2016","Cuarto","Noviembre","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2016","Cuarto","Noviembre","La Rioja","La Rioja","1.0","0.0"
"Año 2016","Cuarto","Diciembre","Andalucía","Cádiz","5.0","0.0"
"Año 2016","Cuarto","Diciembre","Andalucía","Córdoba","1.0","1.0"
"Año 2016","Cuarto","Diciembre","Andalucía","Granada","4.0","2.0"
"Año 2016","Cuarto","Diciembre","Andalucía","Huelva","1.0","0.0"
"Año 2016","Cuarto","Diciembre","Andalucía","Jaén","1.0","0.0"
"Año 2016","Cuarto","Diciembre","Andalucía","Málaga","4.0","3.0"
"Año 2016","Cuarto","Diciembre","Andalucía","Sevilla","1.0","0.0"
"Año 2016","Cuarto","Diciembre","Aragón","Zaragoza","4.0","0.0"
"Año 2016","Cuarto","Diciembre","Principado de Asturias","Asturias","4.0","0.0"
"Año 2016","Cuarto","Diciembre","Illes Balears","Illes Balears","1.0","0.0"
"Año 2016","Cuarto","Diciembre","Canarias","Las Palmas","3.0","1.0"
"Año 2016","Cuarto","Diciembre","Canarias","Santa Cruz de Tenerife","3.0","0.0"
"Año 2016","Cuarto","Diciembre","Cantabria","Cantabria","0.0","1.0"
"Año 2016","Cuarto","Diciembre","Castilla y León","Ávila","1.0","0.0"
"Año 2016","Cuarto","Diciembre","Castilla y León","Valladolid","0.0","1.0"
"Año 2016","Cuarto","Diciembre","Castilla y León","Zamora","2.0","0.0"
"Año 2016","Cuarto","Diciembre","Castilla-La Mancha","Albacete","1.0","0.0"
"Año 2016","Cuarto","Diciembre","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2016","Cuarto","Diciembre","Castilla-La Mancha","Toledo","1.0","0.0"
"Año 2016","Cuarto","Diciembre","Cataluña","Barcelona","1.0","3.0"
"Año 2016","Cuarto","Diciembre","Cataluña","Girona","1.0","0.0"
"Año 2016","Cuarto","Diciembre","Comunitat Valenciana","Alicante/Alacant","1.0","1.0"
"Año 2016","Cuarto","Diciembre","Comunitat Valenciana","Valencia/València","3.0","1.0"
"Año 2016","Cuarto","Diciembre","Extremadura","Cáceres","2.0","0.0"
"Año 2016","Cuarto","Diciembre","Galicia","A Coruña","2.0","1.0"
"Año 2016","Cuarto","Diciembre","Galicia","Ourense","1.0","0.0"
"Año 2016","Cuarto","Diciembre","Galicia","Pontevedra","1.0","0.0"
"Año 2016","Cuarto","Diciembre","Comunidad de Madrid","Madrid","5.0","2.0"
"Año 2016","Cuarto","Diciembre","Región de Murcia","Murcia","5.0","0.0"
"Año 2016","Cuarto","Diciembre","País Vasco","Araba/Álava","1.0","0.0"
"Año 2016","Cuarto","Diciembre","País Vasco","Bizkaia","0.0","1.0"
"Año 2016","Cuarto","Diciembre","País Vasco","Gipuzkoa","0.0","2.0"
"Año 2017","Primero","Enero","Andalucía","Almería","1.0","0.0"
"Año 2017","Primero","Enero","Andalucía","Cádiz","1.0","0.0"
"Año 2017","Primero","Enero","Andalucía","Granada","1.0","0.0"
"Año 2017","Primero","Enero","Andalucía","Huelva","0.0","1.0"
"Año 2017","Primero","Enero","Andalucía","Málaga","5.0","1.0"
"Año 2017","Primero","Enero","Andalucía","Sevilla","3.0","0.0"
"Año 2017","Primero","Enero","Aragón","Zaragoza","4.0","0.0"
"Año 2017","Primero","Enero","Principado de Asturias","Asturias","0.0","1.0"
"Año 2017","Primero","Enero","Canarias","Las Palmas","1.0","0.0"
"Año 2017","Primero","Enero","Canarias","Santa Cruz de Tenerife","1.0","1.0"
"Año 2017","Primero","Enero","Cantabria","Cantabria","0.0","1.0"
"Año 2017","Primero","Enero","Castilla y León","León","0.0","1.0"
"Año 2017","Primero","Enero","Castilla y León","Salamanca","1.0","0.0"
"Año 2017","Primero","Enero","Castilla y León","Soria","2.0","0.0"
"Año 2017","Primero","Enero","Castilla y León","Valladolid","4.0","0.0"
"Año 2017","Primero","Enero","Castilla-La Mancha","Albacete","1.0","0.0"
"Año 2017","Primero","Enero","Castilla-La Mancha","Toledo","1.0","0.0"
"Año 2017","Primero","Enero","Cataluña","Barcelona","2.0","11.0"
"Año 2017","Primero","Enero","Cataluña","Girona","2.0","0.0"
"Año 2017","Primero","Enero","Comunitat Valenciana","Alicante/Alacant","3.0","2.0"
