"Año","Mes","Comunidad autónoma","Provincia","Número de autorizaciones concedidas"
"Año 2013","Mayo","Cataluña","Barcelona","10.0"
"Año 2013","Mayo","Cataluña","Girona","2.0"
"Año 2013","Mayo","Cataluña","Lleida","0.0"
"Año 2013","Mayo","Cataluña","Tarragona","1.0"
"Año 2013","Mayo","Comunitat Valenciana","Alicante/Alacant","7.0"
"Año 2013","Mayo","Comunitat Valenciana","Castellón/Castelló","1.0"
"Año 2013","Mayo","Comunitat Valenciana","Valencia/València","11.0"
"Año 2013","Mayo","Extremadura","Badajoz","0.0"
"Año 2013","Mayo","Extremadura","Cáceres","1.0"
"Año 2013","Mayo","Galicia","A Coruña","1.0"
"Año 2013","Mayo","Galicia","Pontevedra","2.0"
"Año 2013","Mayo","Comunidad de Madrid","Madrid","19.0"
"Año 2013","Mayo","Región de Murcia","Murcia","10.0"
"Año 2013","Mayo","País Vasco","Araba/Álava","4.0"
"Año 2013","Mayo","País Vasco","Bizkaia","11.0"
"Año 2013","Mayo","País Vasco","Gipuzkoa","11.0"
"Año 2013","Mayo","La Rioja","La Rioja","2.0"
"Año 2013","Junio","Andalucía","Almería","8.0"
"Año 2013","Junio","Andalucía","Cádiz","1.0"
"Año 2013","Junio","Andalucía","Córdoba","1.0"
"Año 2013","Junio","Andalucía","Granada","1.0"
"Año 2013","Junio","Andalucía","Huelva","1.0"
"Año 2013","Junio","Andalucía","Málaga","9.0"
"Año 2013","Junio","Andalucía","Sevilla","6.0"
"Año 2013","Junio","Aragón","Huesca","2.0"
"Año 2013","Junio","Aragón","Teruel","1.0"
"Año 2013","Junio","Principado de Asturias","Asturias","1.0"
"Año 2013","Junio","Illes Balears","Illes Balears","0.0"
"Año 2013","Junio","Canarias","Las Palmas","1.0"
"Año 2013","Junio","Canarias","Santa Cruz de Tenerife","3.0"
"Año 2013","Junio","Cantabria","Cantabria","3.0"
"Año 2013","Junio","Castilla y León","Segovia","1.0"
"Año 2013","Junio","Castilla-La Mancha","Ciudad Real","1.0"
"Año 2013","Junio","Castilla-La Mancha","Cuenca","1.0"
"Año 2013","Junio","Castilla-La Mancha","Guadalajara","0.0"
"Año 2013","Junio","Castilla-La Mancha","Toledo","2.0"
"Año 2013","Junio","Cataluña","Barcelona","12.0"
"Año 2013","Junio","Cataluña","Lleida","0.0"
"Año 2013","Junio","Cataluña","Tarragona","1.0"
"Año 2013","Junio","Comunitat Valenciana","Alicante/Alacant","4.0"
"Año 2013","Junio","Comunitat Valenciana","Castellón/Castelló","1.0"
"Año 2013","Junio","Comunitat Valenciana","Valencia/València","22.0"
"Año 2013","Junio","Extremadura","Badajoz","3.0"
"Año 2013","Junio","Galicia","A Coruña","4.0"
"Año 2013","Junio","Galicia","Lugo","2.0"
"Año 2013","Junio","Galicia","Ourense","1.0"
"Año 2013","Junio","Galicia","Pontevedra","3.0"
"Año 2013","Junio","Comunidad de Madrid","Madrid","19.0"
"Año 2013","Junio","Región de Murcia","Murcia","5.0"
"Año 2013","Junio","Comunidad Foral de Navarra","Navarra","2.0"
"Año 2013","Junio","País Vasco","Araba/Álava","4.0"
"Año 2013","Junio","País Vasco","Bizkaia","9.0"
"Año 2013","Junio","País Vasco","Gipuzkoa","3.0"
"Año 2013","Junio","La Rioja","La Rioja","2.0"
"Año 2013","Junio","Melilla","Melilla","1.0"
"Año 2013","Julio","Andalucía","Almería","4.0"
"Año 2013","Julio","Andalucía","Cádiz","6.0"
"Año 2013","Julio","Andalucía","Huelva","1.0"
"Año 2013","Julio","Andalucía","Jaén","3.0"
"Año 2013","Julio","Andalucía","Málaga","6.0"
"Año 2013","Julio","Andalucía","Sevilla","0.0"
"Año 2013","Julio","Aragón","Zaragoza","1.0"
"Año 2013","Julio","Principado de Asturias","Asturias","1.0"
"Año 2013","Julio","Illes Balears","Illes Balears","6.0"
"Año 2013","Julio","Canarias","Las Palmas","4.0"
"Año 2013","Julio","Canarias","Santa Cruz de Tenerife","2.0"
"Año 2013","Julio","Cantabria","Cantabria","1.0"
"Año 2013","Julio","Castilla y León","Soria","2.0"
"Año 2013","Julio","Castilla-La Mancha","Albacete","1.0"
"Año 2013","Julio","Castilla-La Mancha","Ciudad Real","4.0"
"Año 2013","Julio","Castilla-La Mancha","Guadalajara","2.0"
"Año 2013","Julio","Cataluña","Barcelona","11.0"
"Año 2013","Julio","Cataluña","Girona","1.0"
"Año 2013","Julio","Cataluña","Lleida","3.0"
"Año 2013","Julio","Cataluña","Tarragona","4.0"
"Año 2013","Julio","Comunitat Valenciana","Alicante/Alacant","10.0"
"Año 2013","Julio","Comunitat Valenciana","Valencia/València","10.0"
"Año 2013","Julio","Extremadura","Badajoz","4.0"
"Año 2013","Julio","Extremadura","Cáceres","2.0"
"Año 2013","Julio","Galicia","Lugo","3.0"
"Año 2013","Julio","Galicia","Pontevedra","2.0"
"Año 2013","Julio","Comunidad de Madrid","Madrid","6.0"
"Año 2013","Julio","Región de Murcia","Murcia","4.0"
"Año 2013","Julio","Comunidad Foral de Navarra","Navarra","0.0"
"Año 2013","Julio","País Vasco","Bizkaia","1.0"
"Año 2013","Julio","País Vasco","Gipuzkoa","3.0"
"Año 2013","Julio","La Rioja","La Rioja","3.0"
"Año 2013","Agosto","Andalucía","Almería","7.0"
"Año 2013","Agosto","Andalucía","Córdoba","1.0"
"Año 2013","Agosto","Andalucía","Huelva","0.0"
"Año 2013","Agosto","Andalucía","Málaga","17.0"
"Año 2013","Agosto","Andalucía","Sevilla","1.0"
"Año 2013","Agosto","Illes Balears","Illes Balears","0.0"
"Año 2013","Agosto","Canarias","Santa Cruz de Tenerife","3.0"
"Año 2013","Agosto","Cantabria","Cantabria","1.0"
"Año 2013","Agosto","Castilla y León","Burgos","0.0"
"Año 2013","Agosto","Castilla-La Mancha","Albacete","2.0"
"Año 2013","Agosto","Castilla-La Mancha","Ciudad Real","1.0"
"Año 2013","Agosto","Cataluña","Barcelona","2.0"
"Año 2013","Agosto","Cataluña","Girona","2.0"
"Año 2013","Agosto","Cataluña","Lleida","3.0"
"Año 2013","Agosto","Cataluña","Tarragona","0.0"
"Año 2013","Agosto","Comunitat Valenciana","Castellón/Castelló","1.0"
"Año 2013","Agosto","Comunitat Valenciana","Valencia/València","4.0"
"Año 2013","Agosto","Galicia","Pontevedra","3.0"
"Año 2013","Agosto","Comunidad de Madrid","Madrid","19.0"
"Año 2013","Agosto","Región de Murcia","Murcia","3.0"
"Año 2013","Agosto","País Vasco","Bizkaia","5.0"
"Año 2013","Agosto","País Vasco","Gipuzkoa","1.0"
"Año 2013","Septiembre","Andalucía","Almería","8.0"
"Año 2013","Septiembre","Andalucía","Cádiz","2.0"
"Año 2013","Septiembre","Andalucía","Córdoba","7.0"
"Año 2013","Septiembre","Andalucía","Granada","1.0"
"Año 2013","Septiembre","Andalucía","Huelva","1.0"
"Año 2013","Septiembre","Andalucía","Jaén","6.0"
"Año 2013","Septiembre","Andalucía","Málaga","6.0"
"Año 2013","Septiembre","Aragón","Zaragoza","1.0"
"Año 2013","Septiembre","Illes Balears","Illes Balears","4.0"
"Año 2013","Septiembre","Canarias","Las Palmas","3.0"
"Año 2013","Septiembre","Canarias","Santa Cruz de Tenerife","3.0"
"Año 2013","Septiembre","Cantabria","Cantabria","1.0"
"Año 2013","Septiembre","Castilla y León","Burgos","3.0"
"Año 2013","Septiembre","Castilla-La Mancha","Albacete","3.0"
"Año 2013","Septiembre","Castilla-La Mancha","Ciudad Real","2.0"
"Año 2013","Septiembre","Castilla-La Mancha","Toledo","2.0"
"Año 2013","Septiembre","Cataluña","Barcelona","6.0"
"Año 2013","Septiembre","Cataluña","Girona","0.0"
"Año 2013","Septiembre","Cataluña","Lleida","4.0"
"Año 2013","Septiembre","Comunitat Valenciana","Alicante/Alacant","7.0"
"Año 2013","Septiembre","Comunitat Valenciana","Castellón/Castelló","1.0"
"Año 2013","Septiembre","Comunitat Valenciana","Valencia/València","16.0"
"Año 2013","Septiembre","Extremadura","Cáceres","1.0"
"Año 2013","Septiembre","Galicia","A Coruña","1.0"
"Año 2013","Septiembre","Galicia","Lugo","1.0"
"Año 2013","Septiembre","Galicia","Ourense","1.0"
"Año 2013","Septiembre","Galicia","Pontevedra","1.0"
"Año 2013","Septiembre","Comunidad de Madrid","Madrid","15.0"
"Año 2013","Septiembre","Región de Murcia","Murcia","7.0"
"Año 2013","Septiembre","País Vasco","Bizkaia","6.0"
"Año 2013","Septiembre","País Vasco","Gipuzkoa","10.0"
"Año 2013","Septiembre","La Rioja","La Rioja","2.0"
"Año 2013","Octubre","Andalucía","Almería","9.0"
"Año 2013","Octubre","Andalucía","Cádiz","2.0"
"Año 2013","Octubre","Andalucía","Granada","1.0"
"Año 2013","Octubre","Andalucía","Huelva","0.0"
"Año 2013","Octubre","Andalucía","Málaga","5.0"
"Año 2013","Octubre","Andalucía","Sevilla","2.0"
"Año 2013","Octubre","Aragón","Huesca","0.0"
"Año 2013","Octubre","Aragón","Zaragoza","2.0"
"Año 2013","Octubre","Illes Balears","Illes Balears","8.0"
"Año 2013","Octubre","Canarias","Las Palmas","1.0"
"Año 2013","Octubre","Canarias","Santa Cruz de Tenerife","2.0"
"Año 2013","Octubre","Cantabria","Cantabria","1.0"
"Año 2013","Octubre","Castilla y León","Burgos","2.0"
"Año 2013","Octubre","Castilla y León","Salamanca","2.0"
"Año 2013","Octubre","Castilla y León","Soria","0.0"
"Año 2013","Octubre","Castilla-La Mancha","Albacete","2.0"
"Año 2013","Octubre","Castilla-La Mancha","Ciudad Real","1.0"
"Año 2013","Octubre","Castilla-La Mancha","Guadalajara","1.0"
"Año 2013","Octubre","Castilla-La Mancha","Toledo","2.0"
"Año 2013","Octubre","Cataluña","Barcelona","11.0"
"Año 2013","Octubre","Cataluña","Girona","6.0"
"Año 2013","Octubre","Cataluña","Lleida","1.0"
"Año 2013","Octubre","Cataluña","Tarragona","7.0"
"Año 2013","Octubre","Comunitat Valenciana","Alicante/Alacant","3.0"
"Año 2013","Octubre","Comunitat Valenciana","Castellón/Castelló","1.0"
"Año 2013","Octubre","Comunitat Valenciana","Valencia/València","10.0"
"Año 2013","Octubre","Extremadura","Badajoz","2.0"
"Año 2013","Octubre","Galicia","A Coruña","2.0"
"Año 2013","Octubre","Galicia","Ourense","1.0"
"Año 2013","Octubre","Galicia","Pontevedra","1.0"
"Año 2013","Octubre","Comunidad de Madrid","Madrid","16.0"
"Año 2013","Octubre","Región de Murcia","Murcia","9.0"
"Año 2013","Octubre","Comunidad Foral de Navarra","Navarra","2.0"
"Año 2013","Octubre","País Vasco","Araba/Álava","1.0"
"Año 2013","Octubre","País Vasco","Bizkaia","4.0"
"Año 2013","Octubre","País Vasco","Gipuzkoa","4.0"
"Año 2013","Octubre","La Rioja","La Rioja","1.0"
"Año 2013","Octubre","No consta","No consta","0.0"
"Año 2013","Noviembre","Andalucía","Almería","13.0"
"Año 2013","Noviembre","Andalucía","Cádiz","2.0"
"Año 2013","Noviembre","Andalucía","Granada","1.0"
"Año 2013","Noviembre","Andalucía","Huelva","3.0"
"Año 2013","Noviembre","Andalucía","Jaén","2.0"
"Año 2013","Noviembre","Andalucía","Málaga","10.0"
"Año 2013","Noviembre","Andalucía","Sevilla","1.0"
"Año 2013","Noviembre","Aragón","Huesca","1.0"
"Año 2013","Noviembre","Aragón","Teruel","1.0"
"Año 2013","Noviembre","Canarias","Las Palmas","4.0"
"Año 2013","Noviembre","Canarias","Santa Cruz de Tenerife","1.0"
"Año 2013","Noviembre","Castilla y León","Segovia","1.0"
"Año 2013","Noviembre","Castilla-La Mancha","Albacete","2.0"
"Año 2013","Noviembre","Castilla-La Mancha","Ciudad Real","5.0"
"Año 2013","Noviembre","Castilla-La Mancha","Cuenca","0.0"
"Año 2013","Noviembre","Castilla-La Mancha","Guadalajara","1.0"
"Año 2013","Noviembre","Cataluña","Barcelona","20.0"
"Año 2013","Noviembre","Cataluña","Girona","3.0"
"Año 2013","Noviembre","Cataluña","Lleida","1.0"
"Año 2013","Noviembre","Cataluña","Tarragona","2.0"
"Año 2013","Noviembre","Comunitat Valenciana","Alicante/Alacant","6.0"
"Año 2013","Noviembre","Comunitat Valenciana","Valencia/València","10.0"
"Año 2013","Noviembre","Galicia","A Coruña","1.0"
"Año 2013","Noviembre","Galicia","Lugo","1.0"
"Año 2013","Noviembre","Galicia","Ourense","1.0"
"Año 2013","Noviembre","Galicia","Pontevedra","5.0"
"Año 2013","Noviembre","Comunidad de Madrid","Madrid","14.0"
"Año 2013","Noviembre","Región de Murcia","Murcia","0.0"
"Año 2013","Noviembre","País Vasco","Bizkaia","6.0"
"Año 2013","Noviembre","País Vasco","Gipuzkoa","5.0"
"Año 2013","Noviembre","Melilla","Melilla","1.0"
"Año 2013","Diciembre","Andalucía","Almería","6.0"
"Año 2013","Diciembre","Andalucía","Jaén","2.0"
"Año 2013","Diciembre","Andalucía","Málaga","5.0"
"Año 2013","Diciembre","Andalucía","Sevilla","1.0"
"Año 2013","Diciembre","Aragón","Teruel","2.0"
"Año 2013","Diciembre","Aragón","Zaragoza","1.0"
"Año 2013","Diciembre","Illes Balears","Illes Balears","3.0"
"Año 2013","Diciembre","Castilla y León","Ávila","1.0"
"Año 2013","Diciembre","Castilla-La Mancha","Ciudad Real","1.0"
"Año 2013","Diciembre","Castilla-La Mancha","Guadalajara","2.0"
"Año 2013","Diciembre","Castilla-La Mancha","Toledo","3.0"
"Año 2013","Diciembre","Cataluña","Barcelona","3.0"
"Año 2013","Diciembre","Cataluña","Girona","1.0"
"Año 2013","Diciembre","Cataluña","Lleida","2.0"
"Año 2013","Diciembre","Cataluña","Tarragona","5.0"
"Año 2013","Diciembre","Comunitat Valenciana","Alicante/Alacant","2.0"
"Año 2013","Diciembre","Comunitat Valenciana","Castellón/Castelló","3.0"
"Año 2013","Diciembre","Comunitat Valenciana","Valencia/València","4.0"
"Año 2013","Diciembre","Extremadura","Cáceres","0.0"
"Año 2013","Diciembre","Galicia","A Coruña","1.0"
"Año 2013","Diciembre","Galicia","Ourense","2.0"
"Año 2013","Diciembre","Galicia","Pontevedra","1.0"
"Año 2013","Diciembre","Comunidad de Madrid","Madrid","14.0"
"Año 2013","Diciembre","Región de Murcia","Murcia","3.0"
"Año 2013","Diciembre","Comunidad Foral de Navarra","Navarra","1.0"
"Año 2013","Diciembre","País Vasco","Araba/Álava","0.0"
"Año 2013","Diciembre","País Vasco","Bizkaia","11.0"
"Año 2013","Diciembre","País Vasco","Gipuzkoa","3.0"
"Año 2014","Enero","Andalucía","Almería","5.0"
"Año 2014","Enero","Andalucía","Cádiz","2.0"
"Año 2014","Enero","Andalucía","Huelva","1.0"
"Año 2014","Enero","Andalucía","Málaga","3.0"
"Año 2014","Enero","Aragón","Zaragoza","2.0"
"Año 2014","Enero","Canarias","Las Palmas","3.0"
"Año 2014","Enero","Canarias","Santa Cruz de Tenerife","3.0"
"Año 2014","Enero","Castilla y León","Segovia","1.0"
"Año 2014","Enero","Castilla-La Mancha","Cuenca","1.0"
"Año 2014","Enero","Castilla-La Mancha","Guadalajara","2.0"
"Año 2014","Enero","Castilla-La Mancha","Toledo","2.0"
"Año 2014","Enero","Cataluña","Barcelona","6.0"
"Año 2014","Enero","Cataluña","Girona","0.0"
"Año 2014","Enero","Cataluña","Lleida","2.0"
"Año 2014","Enero","Cataluña","Tarragona","2.0"
"Año 2014","Enero","Comunitat Valenciana","Alicante/Alacant","6.0"
"Año 2014","Enero","Comunitat Valenciana","Castellón/Castelló","2.0"
"Año 2014","Enero","Comunitat Valenciana","Valencia/València","8.0"
"Año 2014","Enero","Extremadura","Badajoz","1.0"
"Año 2014","Enero","Galicia","Lugo","0.0"
"Año 2014","Enero","Galicia","Ourense","1.0"
"Año 2014","Enero","Galicia","Pontevedra","2.0"
"Año 2014","Enero","Comunidad de Madrid","Madrid","15.0"
"Año 2014","Enero","Región de Murcia","Murcia","5.0"
"Año 2014","Enero","País Vasco","Bizkaia","3.0"
"Año 2014","Enero","País Vasco","Gipuzkoa","4.0"
"Año 2014","Febrero","Andalucía","Almería","2.0"
"Año 2014","Febrero","Andalucía","Cádiz","2.0"
"Año 2014","Febrero","Andalucía","Huelva","1.0"
"Año 2014","Febrero","Andalucía","Jaén","8.0"
"Año 2014","Febrero","Andalucía","Málaga","7.0"
"Año 2014","Febrero","Andalucía","Sevilla","3.0"
"Año 2014","Febrero","Principado de Asturias","Asturias","2.0"
"Año 2014","Febrero","Illes Balears","Illes Balears","2.0"
"Año 2014","Febrero","Canarias","Las Palmas","3.0"
"Año 2014","Febrero","Canarias","Santa Cruz de Tenerife","2.0"
"Año 2014","Febrero","Castilla y León","Segovia","1.0"
"Año 2014","Febrero","Castilla y León","Zamora","1.0"
"Año 2014","Febrero","Castilla-La Mancha","Albacete","1.0"
"Año 2014","Febrero","Castilla-La Mancha","Ciudad Real","4.0"
"Año 2014","Febrero","Castilla-La Mancha","Guadalajara","1.0"
"Año 2014","Febrero","Cataluña","Barcelona","18.0"
"Año 2014","Febrero","Cataluña","Girona","3.0"
"Año 2014","Febrero","Cataluña","Lleida","3.0"
"Año 2014","Febrero","Cataluña","Tarragona","5.0"
"Año 2014","Febrero","Comunitat Valenciana","Alicante/Alacant","7.0"
"Año 2014","Febrero","Comunitat Valenciana","Castellón/Castelló","2.0"
"Año 2014","Febrero","Comunitat Valenciana","Valencia/València","12.0"
"Año 2014","Febrero","Extremadura","Badajoz","1.0"
"Año 2014","Febrero","Extremadura","Cáceres","1.0"
"Año 2014","Febrero","Galicia","Pontevedra","7.0"
"Año 2014","Febrero","Comunidad de Madrid","Madrid","12.0"
"Año 2014","Febrero","Región de Murcia","Murcia","6.0"
"Año 2014","Febrero","País Vasco","Araba/Álava","1.0"
