"Año","Trimestre","Comunidad autónoma","Provincia","Número de denuncias por violencia de género"
"Año 2015","Primero","Illes Balears","Illes Balears","1106.0"
"Año 2015","Primero","Canarias","Las Palmas","891.0"
"Año 2015","Primero","Canarias","Santa Cruz de Tenerife","779.0"
"Año 2015","Primero","Cantabria","Cantabria","252.0"
"Año 2015","Primero","Castilla y León","Ávila","56.0"
"Año 2015","Primero","Castilla y León","Burgos","147.0"
"Año 2015","Primero","Castilla y León","León","214.0"
"Año 2015","Primero","Castilla y León","Palencia","40.0"
"Año 2015","Primero","Castilla y León","Salamanca","80.0"
"Año 2015","Primero","Castilla y León","Segovia","47.0"
"Año 2015","Primero","Castilla y León","Soria","34.0"
"Año 2015","Primero","Castilla y León","Valladolid","327.0"
"Año 2015","Primero","Castilla y León","Zamora","75.0"
"Año 2015","Primero","Castilla-La Mancha","Albacete","201.0"
"Año 2015","Primero","Castilla-La Mancha","Ciudad Real","240.0"
"Año 2015","Primero","Castilla-La Mancha","Cuenca","109.0"
"Año 2015","Primero","Castilla-La Mancha","Guadalajara","174.0"
"Año 2015","Primero","Castilla-La Mancha","Toledo","346.0"
"Año 2015","Primero","Cataluña","Barcelona","3100.0"
"Año 2015","Primero","Cataluña","Girona","417.0"
"Año 2015","Primero","Cataluña","Lleida","189.0"
"Año 2015","Primero","Cataluña","Tarragona","505.0"
"Año 2015","Primero","Comunitat Valenciana","Alicante/Alacant","1579.0"
"Año 2015","Primero","Comunitat Valenciana","Castellón/Castelló","357.0"
"Año 2015","Primero","Comunitat Valenciana","Valencia/València","2060.0"
"Año 2015","Primero","Extremadura","Badajoz","418.0"
"Año 2015","Primero","Extremadura","Cáceres","155.0"
"Año 2015","Primero","Galicia","A Coruña","549.0"
"Año 2015","Primero","Galicia","Lugo","116.0"
"Año 2015","Primero","Galicia","Ourense","112.0"
"Año 2015","Primero","Galicia","Pontevedra","518.0"
"Año 2015","Primero","Comunidad de Madrid","Madrid","4284.0"
"Año 2015","Primero","Región de Murcia","Murcia","1098.0"
"Año 2015","Primero","Comunidad Foral de Navarra","Navarra","339.0"
"Año 2015","Primero","País Vasco","Araba/Álava","191.0"
"Año 2015","Primero","País Vasco","Gipuzkoa","275.0"
"Año 2015","Primero","País Vasco","Bizkaia","572.0"
"Año 2015","Primero","La Rioja","La Rioja","131.0"
"Año 2015","Primero","Ceuta","Ceuta","27.0"
"Año 2015","Primero","Melilla","Melilla","47.0"
"Año 2015","Segundo","Andalucía","Almería","516.0"
"Año 2015","Segundo","Andalucía","Cádiz","908.0"
"Año 2015","Segundo","Andalucía","Córdoba","421.0"
"Año 2015","Segundo","Andalucía","Granada","895.0"
"Año 2015","Segundo","Andalucía","Huelva","418.0"
"Año 2015","Segundo","Andalucía","Jaén","328.0"
"Año 2015","Segundo","Andalucía","Málaga","1548.0"
"Año 2015","Segundo","Andalucía","Sevilla","1624.0"
"Año 2015","Segundo","Aragón","Huesca","60.0"
"Año 2015","Segundo","Aragón","Teruel","43.0"
"Año 2015","Segundo","Aragón","Zaragoza","724.0"
"Año 2015","Segundo","Principado de Asturias","Asturias","572.0"
"Año 2015","Segundo","Illes Balears","Illes Balears","1168.0"
"Año 2015","Segundo","Canarias","Las Palmas","1018.0"
"Año 2015","Segundo","Canarias","Santa Cruz de Tenerife","833.0"
"Año 2015","Segundo","Cantabria","Cantabria","321.0"
"Año 2015","Segundo","Castilla y León","Ávila","69.0"
"Año 2015","Segundo","Castilla y León","Burgos","146.0"
"Año 2015","Segundo","Castilla y León","León","246.0"
"Año 2015","Segundo","Castilla y León","Palencia","52.0"
"Año 2015","Segundo","Castilla y León","Salamanca","71.0"
"Año 2015","Segundo","Castilla y León","Segovia","64.0"
"Año 2015","Segundo","Castilla y León","Soria","24.0"
"Año 2015","Segundo","Castilla y León","Valladolid","478.0"
"Año 2015","Segundo","Castilla y León","Zamora","60.0"
"Año 2015","Segundo","Castilla-La Mancha","Albacete","195.0"
"Año 2015","Segundo","Castilla-La Mancha","Ciudad Real","237.0"
"Año 2015","Segundo","Castilla-La Mancha","Cuenca","113.0"
"Año 2015","Segundo","Castilla-La Mancha","Guadalajara","195.0"
"Año 2015","Segundo","Castilla-La Mancha","Toledo","373.0"
"Año 2015","Segundo","Cataluña","Barcelona","3291.0"
"Año 2015","Segundo","Cataluña","Girona","482.0"
"Año 2015","Segundo","Cataluña","Lleida","199.0"
"Año 2015","Segundo","Cataluña","Tarragona","576.0"
"Año 2015","Segundo","Comunitat Valenciana","Alicante/Alacant","1581.0"
"Año 2015","Segundo","Comunitat Valenciana","Castellón/Castelló","390.0"
"Año 2015","Segundo","Comunitat Valenciana","Valencia/València","2335.0"
"Año 2015","Segundo","Extremadura","Badajoz","425.0"
"Año 2015","Segundo","Extremadura","Cáceres","159.0"
"Año 2015","Segundo","Galicia","A Coruña","429.0"
"Año 2015","Segundo","Galicia","Lugo","160.0"
"Año 2015","Segundo","Galicia","Ourense","137.0"
"Año 2015","Segundo","Galicia","Pontevedra","586.0"
"Año 2015","Segundo","Comunidad de Madrid","Madrid","4749.0"
"Año 2015","Segundo","Región de Murcia","Murcia","1222.0"
"Año 2015","Segundo","Comunidad Foral de Navarra","Navarra","274.0"
"Año 2015","Segundo","País Vasco","Araba/Álava","179.0"
"Año 2015","Segundo","País Vasco","Gipuzkoa","295.0"
"Año 2015","Segundo","País Vasco","Bizkaia","574.0"
"Año 2015","Segundo","La Rioja","La Rioja","138.0"
"Año 2015","Segundo","Ceuta","Ceuta","45.0"
"Año 2015","Segundo","Melilla","Melilla","77.0"
"Año 2015","Tercero","Andalucía","Almería","713.0"
"Año 2015","Tercero","Andalucía","Cádiz","986.0"
"Año 2015","Tercero","Andalucía","Córdoba","396.0"
"Año 2015","Tercero","Andalucía","Granada","914.0"
"Año 2015","Tercero","Andalucía","Huelva","413.0"
"Año 2015","Tercero","Andalucía","Jaén","421.0"
"Año 2015","Tercero","Andalucía","Málaga","1514.0"
"Año 2015","Tercero","Andalucía","Sevilla","1860.0"
"Año 2015","Tercero","Aragón","Huesca","76.0"
"Año 2015","Tercero","Aragón","Teruel","37.0"
"Año 2015","Tercero","Aragón","Zaragoza","391.0"
"Año 2015","Tercero","Principado de Asturias","Asturias","599.0"
"Año 2015","Tercero","Illes Balears","Illes Balears","1377.0"
"Año 2015","Tercero","Canarias","Las Palmas","1042.0"
"Año 2015","Tercero","Canarias","Santa Cruz de Tenerife","1048.0"
"Año 2015","Tercero","Cantabria","Cantabria","334.0"
"Año 2015","Tercero","Castilla y León","Ávila","84.0"
"Año 2015","Tercero","Castilla y León","Burgos","168.0"
"Año 2015","Tercero","Castilla y León","León","281.0"
"Año 2015","Tercero","Castilla y León","Palencia","48.0"
"Año 2015","Tercero","Castilla y León","Salamanca","65.0"
"Año 2015","Tercero","Castilla y León","Segovia","63.0"
"Año 2015","Tercero","Castilla y León","Soria","25.0"
"Año 2015","Tercero","Castilla y León","Valladolid","474.0"
"Año 2015","Tercero","Castilla y León","Zamora","102.0"
"Año 2015","Tercero","Castilla-La Mancha","Albacete","205.0"
"Año 2015","Tercero","Castilla-La Mancha","Ciudad Real","351.0"
"Año 2015","Tercero","Castilla-La Mancha","Cuenca","130.0"
"Año 2015","Tercero","Castilla-La Mancha","Guadalajara","169.0"
"Año 2015","Tercero","Castilla-La Mancha","Toledo","444.0"
"Año 2015","Tercero","Cataluña","Barcelona","3618.0"
"Año 2015","Tercero","Cataluña","Girona","549.0"
"Año 2015","Tercero","Cataluña","Lleida","256.0"
"Año 2015","Tercero","Cataluña","Tarragona","559.0"
"Año 2015","Tercero","Comunitat Valenciana","Alicante/Alacant","1769.0"
"Año 2015","Tercero","Comunitat Valenciana","Castellón/Castelló","411.0"
"Año 2015","Tercero","Comunitat Valenciana","Valencia/València","2214.0"
"Año 2015","Tercero","Extremadura","Badajoz","382.0"
"Año 2015","Tercero","Extremadura","Cáceres","267.0"
"Año 2015","Tercero","Galicia","A Coruña","495.0"
"Año 2015","Tercero","Galicia","Lugo","137.0"
"Año 2015","Tercero","Galicia","Ourense","139.0"
"Año 2015","Tercero","Galicia","Pontevedra","578.0"
"Año 2015","Tercero","Comunidad de Madrid","Madrid","4709.0"
"Año 2015","Tercero","Región de Murcia","Murcia","1310.0"
"Año 2015","Tercero","Comunidad Foral de Navarra","Navarra","299.0"
"Año 2015","Tercero","País Vasco","Araba/Álava","234.0"
"Año 2015","Tercero","País Vasco","Gipuzkoa","267.0"
"Año 2015","Tercero","País Vasco","Bizkaia","519.0"
"Año 2015","Tercero","La Rioja","La Rioja","158.0"
"Año 2015","Tercero","Ceuta","Ceuta","37.0"
"Año 2015","Tercero","Melilla","Melilla","68.0"
"Año 2015","Cuarto","Andalucía","Almería","537.0"
"Año 2015","Cuarto","Andalucía","Cádiz","900.0"
"Año 2015","Cuarto","Andalucía","Córdoba","453.0"
"Año 2015","Cuarto","Andalucía","Granada","904.0"
"Año 2015","Cuarto","Andalucía","Huelva","412.0"
"Año 2015","Cuarto","Andalucía","Jaén","365.0"
"Año 2015","Cuarto","Andalucía","Málaga","1594.0"
"Año 2015","Cuarto","Andalucía","Sevilla","1739.0"
"Año 2015","Cuarto","Aragón","Huesca","80.0"
"Año 2015","Cuarto","Aragón","Teruel","31.0"
"Año 2015","Cuarto","Aragón","Zaragoza","425.0"
"Año 2015","Cuarto","Principado de Asturias","Asturias","623.0"
"Año 2015","Cuarto","Illes Balears","Illes Balears","1007.0"
"Año 2015","Cuarto","Canarias","Las Palmas","1043.0"
"Año 2015","Cuarto","Canarias","Santa Cruz de Tenerife","1104.0"
"Año 2015","Cuarto","Cantabria","Cantabria","420.0"
"Año 2015","Cuarto","Castilla y León","Ávila","74.0"
"Año 2015","Cuarto","Castilla y León","Burgos","160.0"
"Año 2015","Cuarto","Castilla y León","León","243.0"
"Año 2015","Cuarto","Castilla y León","Palencia","64.0"
"Año 2015","Cuarto","Castilla y León","Salamanca","68.0"
"Año 2015","Cuarto","Castilla y León","Segovia","50.0"
"Año 2015","Cuarto","Castilla y León","Soria","35.0"
"Año 2015","Cuarto","Castilla y León","Valladolid","310.0"
"Año 2015","Cuarto","Castilla y León","Zamora","100.0"
"Año 2015","Cuarto","Castilla-La Mancha","Albacete","196.0"
"Año 2015","Cuarto","Castilla-La Mancha","Ciudad Real","366.0"
"Año 2015","Cuarto","Castilla-La Mancha","Cuenca","85.0"
"Año 2015","Cuarto","Castilla-La Mancha","Guadalajara","131.0"
"Año 2015","Cuarto","Castilla-La Mancha","Toledo","374.0"
"Año 2015","Cuarto","Cataluña","Barcelona","3448.0"
"Año 2015","Cuarto","Cataluña","Girona","535.0"
"Año 2015","Cuarto","Cataluña","Lleida","260.0"
"Año 2015","Cuarto","Cataluña","Tarragona","530.0"
"Año 2015","Cuarto","Comunitat Valenciana","Alicante/Alacant","1831.0"
"Año 2015","Cuarto","Comunitat Valenciana","Castellón/Castelló","367.0"
"Año 2015","Cuarto","Comunitat Valenciana","Valencia/València","2500.0"
"Año 2015","Cuarto","Extremadura","Badajoz","380.0"
"Año 2015","Cuarto","Extremadura","Cáceres","250.0"
"Año 2015","Cuarto","Galicia","A Coruña","452.0"
"Año 2015","Cuarto","Galicia","Lugo","122.0"
"Año 2015","Cuarto","Galicia","Ourense","117.0"
"Año 2015","Cuarto","Galicia","Pontevedra","563.0"
"Año 2015","Cuarto","Comunidad de Madrid","Madrid","4785.0"
"Año 2015","Cuarto","Región de Murcia","Murcia","1404.0"
"Año 2015","Cuarto","Comunidad Foral de Navarra","Navarra","279.0"
"Año 2015","Cuarto","País Vasco","Araba/Álava","222.0"
"Año 2015","Cuarto","País Vasco","Gipuzkoa","303.0"
"Año 2015","Cuarto","País Vasco","Bizkaia","601.0"
"Año 2015","Cuarto","La Rioja","La Rioja","189.0"
"Año 2015","Cuarto","Ceuta","Ceuta","42.0"
"Año 2015","Cuarto","Melilla","Melilla","99.0"
"Año 2016","Primero","Andalucía","Almería","663.0"
"Año 2016","Primero","Andalucía","Cádiz","956.0"
"Año 2016","Primero","Andalucía","Córdoba","356.0"
"Año 2016","Primero","Andalucía","Granada","975.0"
"Año 2016","Primero","Andalucía","Huelva","440.0"
"Año 2016","Primero","Andalucía","Jaén","374.0"
"Año 2016","Primero","Andalucía","Málaga","1580.0"
"Año 2016","Primero","Andalucía","Sevilla","1683.0"
"Año 2016","Primero","Aragón","Huesca","65.0"
"Año 2016","Primero","Aragón","Teruel","41.0"
"Año 2016","Primero","Aragón","Zaragoza","508.0"
"Año 2016","Primero","Principado de Asturias","Asturias","645.0"
"Año 2016","Primero","Illes Balears","Illes Balears","1105.0"
"Año 2016","Primero","Canarias","Las Palmas","1228.0"
"Año 2016","Primero","Canarias","Santa Cruz de Tenerife","1195.0"
"Año 2016","Primero","Cantabria","Cantabria","325.0"
"Año 2016","Primero","Castilla y León","Ávila","60.0"
"Año 2016","Primero","Castilla y León","Burgos","170.0"
"Año 2016","Primero","Castilla y León","León","206.0"
"Año 2016","Primero","Castilla y León","Palencia","65.0"
"Año 2016","Primero","Castilla y León","Salamanca","75.0"
"Año 2016","Primero","Castilla y León","Segovia","42.0"
"Año 2016","Primero","Castilla y León","Soria","25.0"
"Año 2016","Primero","Castilla y León","Valladolid","318.0"
"Año 2016","Primero","Castilla y León","Zamora","81.0"
"Año 2016","Primero","Castilla-La Mancha","Albacete","177.0"
"Año 2016","Primero","Castilla-La Mancha","Ciudad Real","411.0"
"Año 2016","Primero","Castilla-La Mancha","Cuenca","87.0"
"Año 2016","Primero","Castilla-La Mancha","Guadalajara","199.0"
"Año 2016","Primero","Castilla-La Mancha","Toledo","276.0"
"Año 2016","Primero","Cataluña","Barcelona","3463.0"
"Año 2016","Primero","Cataluña","Girona","520.0"
"Año 2016","Primero","Cataluña","Lleida","292.0"
"Año 2016","Primero","Cataluña","Tarragona","448.0"
"Año 2016","Primero","Comunitat Valenciana","Alicante/Alacant","1538.0"
"Año 2016","Primero","Comunitat Valenciana","Castellón/Castelló","385.0"
"Año 2016","Primero","Comunitat Valenciana","Valencia/València","2424.0"
"Año 2016","Primero","Extremadura","Badajoz","360.0"
"Año 2016","Primero","Extremadura","Cáceres","252.0"
"Año 2016","Primero","Galicia","A Coruña","546.0"
"Año 2016","Primero","Galicia","Lugo","135.0"
"Año 2016","Primero","Galicia","Ourense","144.0"
"Año 2016","Primero","Galicia","Pontevedra","530.0"
"Año 2016","Primero","Comunidad de Madrid","Madrid","5150.0"
"Año 2016","Primero","Región de Murcia","Murcia","1522.0"
"Año 2016","Primero","Comunidad Foral de Navarra","Navarra","364.0"
"Año 2016","Primero","País Vasco","Araba/Álava","221.0"
"Año 2016","Primero","País Vasco","Gipuzkoa","297.0"
"Año 2016","Primero","País Vasco","Bizkaia","715.0"
"Año 2016","Primero","La Rioja","La Rioja","166.0"
"Año 2016","Primero","Ceuta","Ceuta","47.0"
"Año 2016","Primero","Melilla","Melilla","67.0"
"Año 2016","Segundo","Andalucía","Almería","706.0"
"Año 2016","Segundo","Andalucía","Cádiz","918.0"
"Año 2016","Segundo","Andalucía","Córdoba","431.0"
"Año 2016","Segundo","Andalucía","Granada","1007.0"
"Año 2016","Segundo","Andalucía","Huelva","516.0"
"Año 2016","Segundo","Andalucía","Jaén","417.0"
"Año 2016","Segundo","Andalucía","Málaga","1483.0"
"Año 2016","Segundo","Andalucía","Sevilla","1976.0"
"Año 2016","Segundo","Aragón","Huesca","75.0"
"Año 2016","Segundo","Aragón","Teruel","42.0"
"Año 2016","Segundo","Aragón","Zaragoza","702.0"
"Año 2016","Segundo","Principado de Asturias","Asturias","674.0"
"Año 2016","Segundo","Illes Balears","Illes Balears","1209.0"
"Año 2016","Segundo","Canarias","Las Palmas","1196.0"
"Año 2016","Segundo","Canarias","Santa Cruz de Tenerife","1226.0"
"Año 2016","Segundo","Cantabria","Cantabria","395.0"
"Año 2016","Segundo","Castilla y León","Ávila","62.0"
"Año 2016","Segundo","Castilla y León","Burgos","169.0"
"Año 2016","Segundo","Castilla y León","León","254.0"
"Año 2016","Segundo","Castilla y León","Palencia","56.0"
"Año 2016","Segundo","Castilla y León","Salamanca","68.0"
"Año 2016","Segundo","Castilla y León","Segovia","55.0"
"Año 2016","Segundo","Castilla y León","Soria","26.0"
"Año 2016","Segundo","Castilla y León","Valladolid","358.0"
"Año 2016","Segundo","Castilla y León","Zamora","89.0"
"Año 2016","Segundo","Castilla-La Mancha","Albacete","211.0"
"Año 2016","Segundo","Castilla-La Mancha","Ciudad Real","423.0"
"Año 2016","Segundo","Castilla-La Mancha","Cuenca","119.0"
"Año 2016","Segundo","Castilla-La Mancha","Guadalajara","172.0"
"Año 2016","Segundo","Castilla-La Mancha","Toledo","262.0"
"Año 2016","Segundo","Cataluña","Barcelona","3627.0"
"Año 2016","Segundo","Cataluña","Girona","509.0"
"Año 2016","Segundo","Cataluña","Lleida","249.0"
"Año 2016","Segundo","Cataluña","Tarragona","494.0"
"Año 2016","Segundo","Comunitat Valenciana","Alicante/Alacant","1997.0"
"Año 2016","Segundo","Comunitat Valenciana","Castellón/Castelló","428.0"
"Año 2016","Segundo","Comunitat Valenciana","Valencia/València","2599.0"
"Año 2016","Segundo","Extremadura","Badajoz","453.0"
"Año 2016","Segundo","Extremadura","Cáceres","210.0"
"Año 2016","Segundo","Galicia","A Coruña","498.0"
"Año 2016","Segundo","Galicia","Lugo","196.0"
"Año 2016","Segundo","Galicia","Ourense","124.0"
"Año 2016","Segundo","Galicia","Pontevedra","571.0"
"Año 2016","Segundo","Comunidad de Madrid","Madrid","5537.0"
"Año 2016","Segundo","Región de Murcia","Murcia","1610.0"
"Año 2016","Segundo","Comunidad Foral de Navarra","Navarra","339.0"
"Año 2016","Segundo","País Vasco","Araba/Álava","255.0"
"Año 2016","Segundo","País Vasco","Gipuzkoa","324.0"
"Año 2016","Segundo","País Vasco","Bizkaia","674.0"
"Año 2016","Segundo","La Rioja","La Rioja","178.0"
"Año 2016","Segundo","Ceuta","Ceuta","50.0"
"Año 2016","Segundo","Melilla","Melilla","100.0"
"Año 2016","Tercero","Andalucía","Almería","661.0"
"Año 2016","Tercero","Andalucía","Cádiz","1015.0"
"Año 2016","Tercero","Andalucía","Córdoba","358.0"
"Año 2016","Tercero","Andalucía","Granada","991.0"
"Año 2016","Tercero","Andalucía","Huelva","500.0"
"Año 2016","Tercero","Andalucía","Jaén","475.0"
"Año 2016","Tercero","Andalucía","Málaga","1914.0"
"Año 2016","Tercero","Andalucía","Sevilla","1889.0"
"Año 2016","Tercero","Aragón","Huesca","89.0"
"Año 2016","Tercero","Aragón","Teruel","65.0"
"Año 2016","Tercero","Aragón","Zaragoza","746.0"
"Año 2016","Tercero","Principado de Asturias","Asturias","788.0"
"Año 2016","Tercero","Illes Balears","Illes Balears","1669.0"
"Año 2016","Tercero","Canarias","Las Palmas","1243.0"
"Año 2016","Tercero","Canarias","Santa Cruz de Tenerife","1290.0"
"Año 2016","Tercero","Cantabria","Cantabria","425.0"
"Año 2016","Tercero","Castilla y León","Ávila","47.0"
"Año 2016","Tercero","Castilla y León","Burgos","221.0"
"Año 2016","Tercero","Castilla y León","León","308.0"
"Año 2016","Tercero","Castilla y León","Palencia","74.0"
