Medidas cautelares;Comunidades y ciudades autónomas;Periodo;Total
Prohibición de salida del territorio nacional;Rioja, La;2017;0
Prohibición de salida del territorio nacional;Rioja, La;2016;""
Prohibición de salida del territorio nacional;Rioja, La;2015;""
Prohibición de salida del territorio nacional;Rioja, La;2014;""
Prohibición de salida del territorio nacional;Rioja, La;2013;""
Prohibición de salida del territorio nacional;Rioja, La;2012;""
Prohibición de salida del territorio nacional;Rioja, La;2011;""
Prohibición de salida del territorio nacional;Ceuta;2023;1
Prohibición de salida del territorio nacional;Ceuta;2022;0
Prohibición de salida del territorio nacional;Ceuta;2021;0
Prohibición de salida del territorio nacional;Ceuta;2020;0
Prohibición de salida del territorio nacional;Ceuta;2019;0
Prohibición de salida del territorio nacional;Ceuta;2018;0
Prohibición de salida del territorio nacional;Ceuta;2017;0
Prohibición de salida del territorio nacional;Ceuta;2016;""
Prohibición de salida del territorio nacional;Ceuta;2015;""
Prohibición de salida del territorio nacional;Ceuta;2014;""
Prohibición de salida del territorio nacional;Ceuta;2013;""
Prohibición de salida del territorio nacional;Ceuta;2012;""
Prohibición de salida del territorio nacional;Ceuta;2011;""
Prohibición de salida del territorio nacional;Melilla;2023;2
Prohibición de salida del territorio nacional;Melilla;2022;2
Prohibición de salida del territorio nacional;Melilla;2021;1
Prohibición de salida del territorio nacional;Melilla;2020;0
Prohibición de salida del territorio nacional;Melilla;2019;1
Prohibición de salida del territorio nacional;Melilla;2018;0
Prohibición de salida del territorio nacional;Melilla;2017;0
Prohibición de salida del territorio nacional;Melilla;2016;""
Prohibición de salida del territorio nacional;Melilla;2015;""
Prohibición de salida del territorio nacional;Melilla;2014;""
Prohibición de salida del territorio nacional;Melilla;2013;""
Prohibición de salida del territorio nacional;Melilla;2012;""
Prohibición de salida del territorio nacional;Melilla;2011;""
Prisión provisional;Total Nacional;2023;2.094
Prisión provisional;Total Nacional;2022;1.637
Prisión provisional;Total Nacional;2021;1.559
Prisión provisional;Total Nacional;2020;1.462
Prisión provisional;Total Nacional;2019;1.822
Prisión provisional;Total Nacional;2018;1.806
Prisión provisional;Total Nacional;2017;1.695
Prisión provisional;Total Nacional;2016;1.342
Prisión provisional;Total Nacional;2015;1.052
Prisión provisional;Total Nacional;2014;1.025
Prisión provisional;Total Nacional;2013;1.087
Prisión provisional;Total Nacional;2012;1.202
Prisión provisional;Total Nacional;2011;1.525
Prisión provisional;Andalucía;2023;435
Prisión provisional;Andalucía;2022;337
Prisión provisional;Andalucía;2021;360
Prisión provisional;Andalucía;2020;357
Prisión provisional;Andalucía;2019;434
Prisión provisional;Andalucía;2018;392
Prisión provisional;Andalucía;2017;361
Prisión provisional;Andalucía;2016;293
Prisión provisional;Andalucía;2015;243
Prisión provisional;Andalucía;2014;235
Prisión provisional;Andalucía;2013;238
Prisión provisional;Andalucía;2012;293
Prisión provisional;Andalucía;2011;384
Prisión provisional;Aragón;2023;46
Prisión provisional;Aragón;2022;63
Prisión provisional;Aragón;2021;45
Prisión provisional;Aragón;2020;22
Prisión provisional;Aragón;2019;52
Prisión provisional;Aragón;2018;42
Prisión provisional;Aragón;2017;48
Prisión provisional;Aragón;2016;51
Prisión provisional;Aragón;2015;23
Prisión provisional;Aragón;2014;28
Prisión provisional;Aragón;2013;30
Prisión provisional;Aragón;2012;23
Prisión provisional;Aragón;2011;31
Prisión provisional;Asturias, Principado de;2023;63
Prisión provisional;Asturias, Principado de;2022;39
Prisión provisional;Asturias, Principado de;2021;30
Prisión provisional;Asturias, Principado de;2020;32
Prisión provisional;Asturias, Principado de;2019;26
Prisión provisional;Asturias, Principado de;2018;37
Prisión provisional;Asturias, Principado de;2017;38
Prisión provisional;Asturias, Principado de;2016;26
Prisión provisional;Asturias, Principado de;2015;13
Prisión provisional;Asturias, Principado de;2014;19
Prisión provisional;Asturias, Principado de;2013;21
Prisión provisional;Asturias, Principado de;2012;18
Prisión provisional;Asturias, Principado de;2011;45
Prisión provisional;Balears, Illes;2023;87
Prisión provisional;Balears, Illes;2022;65
Prisión provisional;Balears, Illes;2021;49
Prisión provisional;Balears, Illes;2020;71
Prisión provisional;Balears, Illes;2019;79
Prisión provisional;Balears, Illes;2018;76
Prisión provisional;Balears, Illes;2017;59
Prisión provisional;Balears, Illes;2016;73
Prisión provisional;Balears, Illes;2015;49
Prisión provisional;Balears, Illes;2014;43
Prisión provisional;Balears, Illes;2013;40
Prisión provisional;Balears, Illes;2012;42
Prisión provisional;Balears, Illes;2011;50
Prisión provisional;Canarias;2023;132
Prisión provisional;Canarias;2022;89
Prisión provisional;Canarias;2021;100
Prisión provisional;Canarias;2020;85
Prisión provisional;Canarias;2019;91
Prisión provisional;Canarias;2018;92
Prisión provisional;Canarias;2017;90
Prisión provisional;Canarias;2016;66
Prisión provisional;Canarias;2015;55
Prisión provisional;Canarias;2014;43
Prisión provisional;Canarias;2013;64
Prisión provisional;Canarias;2012;72
Prisión provisional;Canarias;2011;84
Prisión provisional;Cantabria;2023;42
Prisión provisional;Cantabria;2022;19
Prisión provisional;Cantabria;2021;20
Prisión provisional;Cantabria;2020;12
Prisión provisional;Cantabria;2019;31
Prisión provisional;Cantabria;2018;33
Prisión provisional;Cantabria;2017;26
Prisión provisional;Cantabria;2016;22
Prisión provisional;Cantabria;2015;11
Prisión provisional;Cantabria;2014;13
Prisión provisional;Cantabria;2013;17
Prisión provisional;Cantabria;2012;13
Prisión provisional;Cantabria;2011;14
Prisión provisional;Castilla y León;2023;96
Prisión provisional;Castilla y León;2022;90
Prisión provisional;Castilla y León;2021;71
Prisión provisional;Castilla y León;2020;63
Prisión provisional;Castilla y León;2019;89
Prisión provisional;Castilla y León;2018;88
Prisión provisional;Castilla y León;2017;81
Prisión provisional;Castilla y León;2016;72
Prisión provisional;Castilla y León;2015;48
Prisión provisional;Castilla y León;2014;60
Prisión provisional;Castilla y León;2013;63
Prisión provisional;Castilla y León;2012;48
Prisión provisional;Castilla y León;2011;75
Prisión provisional;Castilla - La Mancha;2023;84
Prisión provisional;Castilla - La Mancha;2022;71
Prisión provisional;Castilla - La Mancha;2021;56
Prisión provisional;Castilla - La Mancha;2020;50
Prisión provisional;Castilla - La Mancha;2019;69
Prisión provisional;Castilla - La Mancha;2018;70
Prisión provisional;Castilla - La Mancha;2017;41
Prisión provisional;Castilla - La Mancha;2016;54
Prisión provisional;Castilla - La Mancha;2015;32
Prisión provisional;Castilla - La Mancha;2014;51
Prisión provisional;Castilla - La Mancha;2013;41
Prisión provisional;Castilla - La Mancha;2012;46
Prisión provisional;Castilla - La Mancha;2011;42
Prisión provisional;Cataluña;2023;238
Prisión provisional;Cataluña;2022;170
Prisión provisional;Cataluña;2021;158
Prisión provisional;Cataluña;2020;154
Prisión provisional;Cataluña;2019;198
Prisión provisional;Cataluña;2018;205
Prisión provisional;Cataluña;2017;186
Prisión provisional;Cataluña;2016;120
Prisión provisional;Cataluña;2015;114
Prisión provisional;Cataluña;2014;97
Prisión provisional;Cataluña;2013;89
Prisión provisional;Cataluña;2012;129
Prisión provisional;Cataluña;2011;136
Prisión provisional;Comunitat Valenciana;2023;298
Prisión provisional;Comunitat Valenciana;2022;254
Prisión provisional;Comunitat Valenciana;2021;261
Prisión provisional;Comunitat Valenciana;2020;244
Prisión provisional;Comunitat Valenciana;2019;255
Prisión provisional;Comunitat Valenciana;2018;273
Prisión provisional;Comunitat Valenciana;2017;243
Prisión provisional;Comunitat Valenciana;2016;214
Prisión provisional;Comunitat Valenciana;2015;168
Prisión provisional;Comunitat Valenciana;2014;149
Prisión provisional;Comunitat Valenciana;2013;156
Prisión provisional;Comunitat Valenciana;2012;166
Prisión provisional;Comunitat Valenciana;2011;245
Prisión provisional;Extremadura;2023;77
Prisión provisional;Extremadura;2022;39
Prisión provisional;Extremadura;2021;40
Prisión provisional;Extremadura;2020;33
Prisión provisional;Extremadura;2019;45
Prisión provisional;Extremadura;2018;39
Prisión provisional;Extremadura;2017;47
Prisión provisional;Extremadura;2016;28
Prisión provisional;Extremadura;2015;34
Prisión provisional;Extremadura;2014;26
Prisión provisional;Extremadura;2013;33
Prisión provisional;Extremadura;2012;35
Prisión provisional;Extremadura;2011;40
Prisión provisional;Galicia;2023;107
Prisión provisional;Galicia;2022;102
Prisión provisional;Galicia;2021;77
Prisión provisional;Galicia;2020;79
Prisión provisional;Galicia;2019;114
Prisión provisional;Galicia;2018;101
Prisión provisional;Galicia;2017;102
Prisión provisional;Galicia;2016;66
Prisión provisional;Galicia;2015;64
Prisión provisional;Galicia;2014;53
Prisión provisional;Galicia;2013;79
Prisión provisional;Galicia;2012;61
Prisión provisional;Galicia;2011;76
Prisión provisional;Madrid, Comunidad de;2023;162
Prisión provisional;Madrid, Comunidad de;2022;120
Prisión provisional;Madrid, Comunidad de;2021;134
Prisión provisional;Madrid, Comunidad de;2020;111
Prisión provisional;Madrid, Comunidad de;2019;156
Prisión provisional;Madrid, Comunidad de;2018;168
Prisión provisional;Madrid, Comunidad de;2017;205
Prisión provisional;Madrid, Comunidad de;2016;129
Prisión provisional;Madrid, Comunidad de;2015;112
Prisión provisional;Madrid, Comunidad de;2014;120
Prisión provisional;Madrid, Comunidad de;2013;123
Prisión provisional;Madrid, Comunidad de;2012;144
Prisión provisional;Madrid, Comunidad de;2011;164
Prisión provisional;Murcia, Región de;2023;115
Prisión provisional;Murcia, Región de;2022;84
Prisión provisional;Murcia, Región de;2021;92
Prisión provisional;Murcia, Región de;2020;93
Prisión provisional;Murcia, Región de;2019;85
Prisión provisional;Murcia, Región de;2018;88
Prisión provisional;Murcia, Región de;2017;90
Prisión provisional;Murcia, Región de;2016;68
Prisión provisional;Murcia, Región de;2015;46
Prisión provisional;Murcia, Región de;2014;33
Prisión provisional;Murcia, Región de;2013;48
Prisión provisional;Murcia, Región de;2012;56
Prisión provisional;Murcia, Región de;2011;80
Prisión provisional;Navarra, Comunidad Foral de;2023;19
Prisión provisional;Navarra, Comunidad Foral de;2022;18
Prisión provisional;Navarra, Comunidad Foral de;2021;12
Prisión provisional;Navarra, Comunidad Foral de;2020;15
Prisión provisional;Navarra, Comunidad Foral de;2019;21
Prisión provisional;Navarra, Comunidad Foral de;2018;28
Prisión provisional;Navarra, Comunidad Foral de;2017;19
Prisión provisional;Navarra, Comunidad Foral de;2016;14
Prisión provisional;Navarra, Comunidad Foral de;2015;12
Prisión provisional;Navarra, Comunidad Foral de;2014;18
Prisión provisional;Navarra, Comunidad Foral de;2013;2
Prisión provisional;Navarra, Comunidad Foral de;2012;12
Prisión provisional;Navarra, Comunidad Foral de;2011;17
Prisión provisional;País Vasco;2023;44
Prisión provisional;País Vasco;2022;37
Prisión provisional;País Vasco;2021;22
Prisión provisional;País Vasco;2020;17
Prisión provisional;País Vasco;2019;33
Prisión provisional;País Vasco;2018;44
Prisión provisional;País Vasco;2017;26
Prisión provisional;País Vasco;2016;26
Prisión provisional;País Vasco;2015;12
Prisión provisional;País Vasco;2014;23
Prisión provisional;País Vasco;2013;22
Prisión provisional;País Vasco;2012;21
Prisión provisional;País Vasco;2011;26
Prisión provisional;Rioja, La;2023;28
Prisión provisional;Rioja, La;2022;17
Prisión provisional;Rioja, La;2021;16
Prisión provisional;Rioja, La;2020;9
Prisión provisional;Rioja, La;2019;18
Prisión provisional;Rioja, La;2018;12
Prisión provisional;Rioja, La;2017;15
Prisión provisional;Rioja, La;2016;10
Prisión provisional;Rioja, La;2015;9
Prisión provisional;Rioja, La;2014;10
Prisión provisional;Rioja, La;2013;12
Prisión provisional;Rioja, La;2012;13
Prisión provisional;Rioja, La;2011;10
Prisión provisional;Ceuta;2023;11
Prisión provisional;Ceuta;2022;12
Prisión provisional;Ceuta;2021;8
Prisión provisional;Ceuta;2020;11
Prisión provisional;Ceuta;2019;16
Prisión provisional;Ceuta;2018;11
Prisión provisional;Ceuta;2017;13
Prisión provisional;Ceuta;2016;6
Prisión provisional;Ceuta;2015;2
Prisión provisional;Ceuta;2014;3
Prisión provisional;Ceuta;2013;6
Prisión provisional;Ceuta;2012;7
Prisión provisional;Ceuta;2011;4
Prisión provisional;Melilla;2023;10
Prisión provisional;Melilla;2022;11
Prisión provisional;Melilla;2021;8
Prisión provisional;Melilla;2020;4
Prisión provisional;Melilla;2019;10
Prisión provisional;Melilla;2018;7
Prisión provisional;Melilla;2017;5
Prisión provisional;Melilla;2016;4
Prisión provisional;Melilla;2015;5
Prisión provisional;Melilla;2014;1
Prisión provisional;Melilla;2013;3
Prisión provisional;Melilla;2012;3
Prisión provisional;Melilla;2011;2
Retirada del pasaporte;Total Nacional;2023;161
Retirada del pasaporte;Total Nacional;2022;87
Retirada del pasaporte;Total Nacional;2021;74
Retirada del pasaporte;Total Nacional;2020;48
Retirada del pasaporte;Total Nacional;2019;63
Retirada del pasaporte;Total Nacional;2018;63
Retirada del pasaporte;Total Nacional;2017;51
Retirada del pasaporte;Total Nacional;2016;73
Retirada del pasaporte;Total Nacional;2015;54
Retirada del pasaporte;Total Nacional;2014;47
Retirada del pasaporte;Total Nacional;2013;42
Retirada del pasaporte;Total Nacional;2012;54
Retirada del pasaporte;Total Nacional;2011;65
Retirada del pasaporte;Andalucía;2023;21
Retirada del pasaporte;Andalucía;2022;8
Retirada del pasaporte;Andalucía;2021;12
Retirada del pasaporte;Andalucía;2020;11
Retirada del pasaporte;Andalucía;2019;12
Retirada del pasaporte;Andalucía;2018;5
Retirada del pasaporte;Andalucía;2017;4
Retirada del pasaporte;Andalucía;2016;14
Retirada del pasaporte;Andalucía;2015;11
Retirada del pasaporte;Andalucía;2014;5
Retirada del pasaporte;Andalucía;2013;6
Retirada del pasaporte;Andalucía;2012;14
Retirada del pasaporte;Andalucía;2011;8
Retirada del pasaporte;Aragón;2023;4
Retirada del pasaporte;Aragón;2022;7
Retirada del pasaporte;Aragón;2021;3
Retirada del pasaporte;Aragón;2020;3
Retirada del pasaporte;Aragón;2019;0
Retirada del pasaporte;Aragón;2018;0
Retirada del pasaporte;Aragón;2017;1
Retirada del pasaporte;Aragón;2016;0
Retirada del pasaporte;Aragón;2015;0
Retirada del pasaporte;Aragón;2014;0
Retirada del pasaporte;Aragón;2013;1
Retirada del pasaporte;Aragón;2012;1
Retirada del pasaporte;Aragón;2011;1
Retirada del pasaporte;Asturias, Principado de;2023;2
Retirada del pasaporte;Asturias, Principado de;2022;1
Retirada del pasaporte;Asturias, Principado de;2021;0
Retirada del pasaporte;Asturias, Principado de;2020;0
Retirada del pasaporte;Asturias, Principado de;2019;3
Retirada del pasaporte;Asturias, Principado de;2018;0
Retirada del pasaporte;Asturias, Principado de;2017;1
Retirada del pasaporte;Asturias, Principado de;2016;2
Retirada del pasaporte;Asturias, Principado de;2015;0
Retirada del pasaporte;Asturias, Principado de;2014;1
Retirada del pasaporte;Asturias, Principado de;2013;1
Retirada del pasaporte;Asturias, Principado de;2012;3
Retirada del pasaporte;Asturias, Principado de;2011;1
Retirada del pasaporte;Balears, Illes;2023;1
Retirada del pasaporte;Balears, Illes;2022;3
Retirada del pasaporte;Balears, Illes;2021;4
Retirada del pasaporte;Balears, Illes;2020;1
Retirada del pasaporte;Balears, Illes;2019;2
Retirada del pasaporte;Balears, Illes;2018;3
Retirada del pasaporte;Balears, Illes;2017;0
Retirada del pasaporte;Balears, Illes;2016;3
Retirada del pasaporte;Balears, Illes;2015;1
Retirada del pasaporte;Balears, Illes;2014;4
Retirada del pasaporte;Balears, Illes;2013;0
Retirada del pasaporte;Balears, Illes;2012;4
Retirada del pasaporte;Balears, Illes;2011;6
Retirada del pasaporte;Canarias;2023;52
Retirada del pasaporte;Canarias;2022;22
Retirada del pasaporte;Canarias;2021;10
Retirada del pasaporte;Canarias;2020;6
Retirada del pasaporte;Canarias;2019;5
Retirada del pasaporte;Canarias;2018;10
Retirada del pasaporte;Canarias;2017;2
Retirada del pasaporte;Canarias;2016;4
Retirada del pasaporte;Canarias;2015;6
Retirada del pasaporte;Canarias;2014;2
Retirada del pasaporte;Canarias;2013;3
Retirada del pasaporte;Canarias;2012;3
Retirada del pasaporte;Canarias;2011;3
Retirada del pasaporte;Cantabria;2023;0
Retirada del pasaporte;Cantabria;2022;0
Retirada del pasaporte;Cantabria;2021;0
Retirada del pasaporte;Cantabria;2020;1
Retirada del pasaporte;Cantabria;2019;0
Retirada del pasaporte;Cantabria;2018;12
Retirada del pasaporte;Cantabria;2017;10
Retirada del pasaporte;Cantabria;2016;14
Retirada del pasaporte;Cantabria;2015;9
Retirada del pasaporte;Cantabria;2014;8
Retirada del pasaporte;Cantabria;2013;7
Retirada del pasaporte;Cantabria;2012;2
Retirada del pasaporte;Cantabria;2011;2
Retirada del pasaporte;Castilla y León;2023;3
Retirada del pasaporte;Castilla y León;2022;2
Retirada del pasaporte;Castilla y León;2021;2
Retirada del pasaporte;Castilla y León;2020;0
Retirada del pasaporte;Castilla y León;2019;2
Retirada del pasaporte;Castilla y León;2018;2
Retirada del pasaporte;Castilla y León;2017;4
Retirada del pasaporte;Castilla y León;2016;1
Retirada del pasaporte;Castilla y León;2015;2
Retirada del pasaporte;Castilla y León;2014;1
Retirada del pasaporte;Castilla y León;2013;1
Retirada del pasaporte;Castilla y León;2012;2
Retirada del pasaporte;Castilla y León;2011;0
Retirada del pasaporte;Castilla - La Mancha;2023;8
Retirada del pasaporte;Castilla - La Mancha;2022;3
Retirada del pasaporte;Castilla - La Mancha;2021;10
Retirada del pasaporte;Castilla - La Mancha;2020;2
Retirada del pasaporte;Castilla - La Mancha;2019;6
Retirada del pasaporte;Castilla - La Mancha;2018;3
Retirada del pasaporte;Castilla - La Mancha;2017;2
Retirada del pasaporte;Castilla - La Mancha;2016;3
Retirada del pasaporte;Castilla - La Mancha;2015;1
Retirada del pasaporte;Castilla - La Mancha;2014;3
Retirada del pasaporte;Castilla - La Mancha;2013;1
Retirada del pasaporte;Castilla - La Mancha;2012;0
Retirada del pasaporte;Castilla - La Mancha;2011;1
Retirada del pasaporte;Cataluña;2023;23
Retirada del pasaporte;Cataluña;2022;11
Retirada del pasaporte;Cataluña;2021;7
Retirada del pasaporte;Cataluña;2020;10
Retirada del pasaporte;Cataluña;2019;10
Retirada del pasaporte;Cataluña;2018;10
Retirada del pasaporte;Cataluña;2017;9
Retirada del pasaporte;Cataluña;2016;12
Retirada del pasaporte;Cataluña;2015;9
Retirada del pasaporte;Cataluña;2014;8
Retirada del pasaporte;Cataluña;2013;4
Retirada del pasaporte;Cataluña;2012;7
Retirada del pasaporte;Cataluña;2011;8
Retirada del pasaporte;Comunitat Valenciana;2023;11
Retirada del pasaporte;Comunitat Valenciana;2022;15
Retirada del pasaporte;Comunitat Valenciana;2021;10
Retirada del pasaporte;Comunitat Valenciana;2020;7
Retirada del pasaporte;Comunitat Valenciana;2019;10
Retirada del pasaporte;Comunitat Valenciana;2018;7
Retirada del pasaporte;Comunitat Valenciana;2017;6
Retirada del pasaporte;Comunitat Valenciana;2016;12
Retirada del pasaporte;Comunitat Valenciana;2015;3
Retirada del pasaporte;Comunitat Valenciana;2014;4
Retirada del pasaporte;Comunitat Valenciana;2013;6
Retirada del pasaporte;Comunitat Valenciana;2012;6
Retirada del pasaporte;Comunitat Valenciana;2011;13
Retirada del pasaporte;Extremadura;2023;1
Retirada del pasaporte;Extremadura;2022;0
Retirada del pasaporte;Extremadura;2021;0
Retirada del pasaporte;Extremadura;2020;0
Retirada del pasaporte;Extremadura;2019;2
Retirada del pasaporte;Extremadura;2018;0
Retirada del pasaporte;Extremadura;2017;0
Retirada del pasaporte;Extremadura;2016;0
Retirada del pasaporte;Extremadura;2015;0
Retirada del pasaporte;Extremadura;2014;1
Retirada del pasaporte;Extremadura;2013;1
Retirada del pasaporte;Extremadura;2012;0
Retirada del pasaporte;Extremadura;2011;0
Retirada del pasaporte;Galicia;2023;5
Retirada del pasaporte;Galicia;2022;4
Retirada del pasaporte;Galicia;2021;3
Retirada del pasaporte;Galicia;2020;2
Retirada del pasaporte;Galicia;2019;2
Retirada del pasaporte;Galicia;2018;2
Retirada del pasaporte;Galicia;2017;3
Retirada del pasaporte;Galicia;2016;2
Retirada del pasaporte;Galicia;2015;1
Retirada del pasaporte;Galicia;2014;1
Retirada del pasaporte;Galicia;2013;4
Retirada del pasaporte;Galicia;2012;1
Retirada del pasaporte;Galicia;2011;8
Retirada del pasaporte;Madrid, Comunidad de;2023;3
Retirada del pasaporte;Madrid, Comunidad de;2022;2
Retirada del pasaporte;Madrid, Comunidad de;2021;5
Retirada del pasaporte;Madrid, Comunidad de;2020;1
Retirada del pasaporte;Madrid, Comunidad de;2019;0
Retirada del pasaporte;Madrid, Comunidad de;2018;4
Retirada del pasaporte;Madrid, Comunidad de;2017;4
Retirada del pasaporte;Madrid, Comunidad de;2016;4
Retirada del pasaporte;Madrid, Comunidad de;2015;7
Retirada del pasaporte;Madrid, Comunidad de;2014;5
Retirada del pasaporte;Madrid, Comunidad de;2013;5
Retirada del pasaporte;Madrid, Comunidad de;2012;5
Retirada del pasaporte;Madrid, Comunidad de;2011;10
Retirada del pasaporte;Murcia, Región de;2023;10
Retirada del pasaporte;Murcia, Región de;2022;1
Retirada del pasaporte;Murcia, Región de;2021;3
Retirada del pasaporte;Murcia, Región de;2020;3
Retirada del pasaporte;Murcia, Región de;2019;6
Retirada del pasaporte;Murcia, Región de;2018;2
Retirada del pasaporte;Murcia, Región de;2017;3
Retirada del pasaporte;Murcia, Región de;2016;1
Retirada del pasaporte;Murcia, Región de;2015;3
Retirada del pasaporte;Murcia, Región de;2014;1
Retirada del pasaporte;Murcia, Región de;2013;1
Retirada del pasaporte;Murcia, Región de;2012;4
Retirada del pasaporte;Murcia, Región de;2011;3
Retirada del pasaporte;Navarra, Comunidad Foral de;2023;3
Retirada del pasaporte;Navarra, Comunidad Foral de;2022;0
Retirada del pasaporte;Navarra, Comunidad Foral de;2021;0
Retirada del pasaporte;Navarra, Comunidad Foral de;2020;0
Retirada del pasaporte;Navarra, Comunidad Foral de;2019;1
Retirada del pasaporte;Navarra, Comunidad Foral de;2018;0
Retirada del pasaporte;Navarra, Comunidad Foral de;2017;2
Retirada del pasaporte;Navarra, Comunidad Foral de;2016;0
Retirada del pasaporte;Navarra, Comunidad Foral de;2015;1
Retirada del pasaporte;Navarra, Comunidad Foral de;2014;1
Retirada del pasaporte;Navarra, Comunidad Foral de;2013;0
Retirada del pasaporte;Navarra, Comunidad Foral de;2012;1
Retirada del pasaporte;Navarra, Comunidad Foral de;2011;1
Retirada del pasaporte;País Vasco;2023;9
Retirada del pasaporte;País Vasco;2022;4
Retirada del pasaporte;País Vasco;2021;0
Retirada del pasaporte;País Vasco;2020;0
Retirada del pasaporte;País Vasco;2019;0
Retirada del pasaporte;País Vasco;2018;0
Retirada del pasaporte;País Vasco;2017;0
Retirada del pasaporte;País Vasco;2016;0
Retirada del pasaporte;País Vasco;2015;0
Retirada del pasaporte;País Vasco;2014;0
Retirada del pasaporte;País Vasco;2013;0
Retirada del pasaporte;País Vasco;2012;0
Retirada del pasaporte;País Vasco;2011;0
Retirada del pasaporte;Rioja, La;2023;2
Retirada del pasaporte;Rioja, La;2022;0
Retirada del pasaporte;Rioja, La;2021;4
Retirada del pasaporte;Rioja, La;2020;0
Retirada del pasaporte;Rioja, La;2019;1
Retirada del pasaporte;Rioja, La;2018;1
Retirada del pasaporte;Rioja, La;2017;0
Retirada del pasaporte;Rioja, La;2016;0
Retirada del pasaporte;Rioja, La;2015;0
Retirada del pasaporte;Rioja, La;2014;1
Retirada del pasaporte;Rioja, La;2013;0
Retirada del pasaporte;Rioja, La;2012;0
Retirada del pasaporte;Rioja, La;2011;0
Retirada del pasaporte;Ceuta;2023;1
Retirada del pasaporte;Ceuta;2022;0
Retirada del pasaporte;Ceuta;2021;0
Retirada del pasaporte;Ceuta;2020;0
Retirada del pasaporte;Ceuta;2019;0
Retirada del pasaporte;Ceuta;2018;2
Retirada del pasaporte;Ceuta;2017;0
Retirada del pasaporte;Ceuta;2016;1
Retirada del pasaporte;Ceuta;2015;0
Retirada del pasaporte;Ceuta;2014;1
Retirada del pasaporte;Ceuta;2013;1
Retirada del pasaporte;Ceuta;2012;1
Retirada del pasaporte;Ceuta;2011;0
Retirada del pasaporte;Melilla;2023;2
Retirada del pasaporte;Melilla;2022;4
Retirada del pasaporte;Melilla;2021;1
Retirada del pasaporte;Melilla;2020;1
Retirada del pasaporte;Melilla;2019;1
Retirada del pasaporte;Melilla;2018;0
Retirada del pasaporte;Melilla;2017;0
Retirada del pasaporte;Melilla;2016;0
Retirada del pasaporte;Melilla;2015;0
Retirada del pasaporte;Melilla;2014;0
Retirada del pasaporte;Melilla;2013;0
Retirada del pasaporte;Melilla;2012;0
Retirada del pasaporte;Melilla;2011;0
Privación del derecho a tenencia y porte de armas;Total Nacional;2023;2.257
Privación del derecho a tenencia y porte de armas;Total Nacional;2022;2.012
Privación del derecho a tenencia y porte de armas;Total Nacional;2021;1.833
Privación del derecho a tenencia y porte de armas;Total Nacional;2020;1.686
Privación del derecho a tenencia y porte de armas;Total Nacional;2019;1.928
Privación del derecho a tenencia y porte de armas;Total Nacional;2018;1.815
Privación del derecho a tenencia y porte de armas;Total Nacional;2017;1.575
Privación del derecho a tenencia y porte de armas;Total Nacional;2016;""
Privación del derecho a tenencia y porte de armas;Total Nacional;2015;""
Privación del derecho a tenencia y porte de armas;Total Nacional;2014;""
Privación del derecho a tenencia y porte de armas;Total Nacional;2013;""
Privación del derecho a tenencia y porte de armas;Total Nacional;2012;""
Privación del derecho a tenencia y porte de armas;Total Nacional;2011;""
Privación del derecho a tenencia y porte de armas;Andalucía;2023;292
Privación del derecho a tenencia y porte de armas;Andalucía;2022;210
Privación del derecho a tenencia y porte de armas;Andalucía;2021;139
Privación del derecho a tenencia y porte de armas;Andalucía;2020;176
Privación del derecho a tenencia y porte de armas;Andalucía;2019;178
Privación del derecho a tenencia y porte de armas;Andalucía;2018;186
Privación del derecho a tenencia y porte de armas;Andalucía;2017;144
Privación del derecho a tenencia y porte de armas;Andalucía;2016;""
Privación del derecho a tenencia y porte de armas;Andalucía;2015;""
Privación del derecho a tenencia y porte de armas;Andalucía;2014;""
Privación del derecho a tenencia y porte de armas;Andalucía;2013;""
Privación del derecho a tenencia y porte de armas;Andalucía;2012;""
Privación del derecho a tenencia y porte de armas;Andalucía;2011;""
Privación del derecho a tenencia y porte de armas;Aragón;2023;81
Privación del derecho a tenencia y porte de armas;Aragón;2022;41
Privación del derecho a tenencia y porte de armas;Aragón;2021;38
Privación del derecho a tenencia y porte de armas;Aragón;2020;40
Privación del derecho a tenencia y porte de armas;Aragón;2019;50
Privación del derecho a tenencia y porte de armas;Aragón;2018;55
Privación del derecho a tenencia y porte de armas;Aragón;2017;59
Privación del derecho a tenencia y porte de armas;Aragón;2016;""
Privación del derecho a tenencia y porte de armas;Aragón;2015;""
Privación del derecho a tenencia y porte de armas;Aragón;2014;""
Privación del derecho a tenencia y porte de armas;Aragón;2013;""
Privación del derecho a tenencia y porte de armas;Aragón;2012;""
Privación del derecho a tenencia y porte de armas;Aragón;2011;""
Privación del derecho a tenencia y porte de armas;Asturias, Principado de;2023;29
Privación del derecho a tenencia y porte de armas;Asturias, Principado de;2022;49
Privación del derecho a tenencia y porte de armas;Asturias, Principado de;2021;20
Privación del derecho a tenencia y porte de armas;Asturias, Principado de;2020;31
Privación del derecho a tenencia y porte de armas;Asturias, Principado de;2019;41
Privación del derecho a tenencia y porte de armas;Asturias, Principado de;2018;46
Privación del derecho a tenencia y porte de armas;Asturias, Principado de;2017;30
Privación del derecho a tenencia y porte de armas;Asturias, Principado de;2016;""
Privación del derecho a tenencia y porte de armas;Asturias, Principado de;2015;""
Privación del derecho a tenencia y porte de armas;Asturias, Principado de;2014;""
