Lugar de nacimiento;Edad de la victima;Periodo;Total
Oceanía ;De 30 a 34 años;2018;1
Oceanía ;De 30 a 34 años;2017;0
Oceanía ;De 30 a 34 años;2016;0
Oceanía ;De 30 a 34 años;2015;0
Oceanía ;De 30 a 34 años;2014;0
Oceanía ;De 30 a 34 años;2013;1
Oceanía ;De 30 a 34 años;2012;2
Oceanía ;De 30 a 34 años;2011;4
Oceanía ;De 35 a 39 años;2023;0
Oceanía ;De 35 a 39 años;2022;1
Oceanía ;De 35 a 39 años;2021;1
Oceanía ;De 35 a 39 años;2020;0
Oceanía ;De 35 a 39 años;2019;1
Oceanía ;De 35 a 39 años;2018;0
Oceanía ;De 35 a 39 años;2017;2
Oceanía ;De 35 a 39 años;2016;1
Oceanía ;De 35 a 39 años;2015;1
Oceanía ;De 35 a 39 años;2014;1
Oceanía ;De 35 a 39 años;2013;3
Oceanía ;De 35 a 39 años;2012;4
Oceanía ;De 35 a 39 años;2011;1
Oceanía ;De 40 a 44 años;2023;0
Oceanía ;De 40 a 44 años;2022;0
Oceanía ;De 40 a 44 años;2021;2
Oceanía ;De 40 a 44 años;2020;3
Oceanía ;De 40 a 44 años;2019;1
Oceanía ;De 40 a 44 años;2018;2
Oceanía ;De 40 a 44 años;2017;2
Oceanía ;De 40 a 44 años;2016;0
Oceanía ;De 40 a 44 años;2015;0
Oceanía ;De 40 a 44 años;2014;1
Oceanía ;De 40 a 44 años;2013;3
Oceanía ;De 40 a 44 años;2012;2
Oceanía ;De 40 a 44 años;2011;1
Oceanía ;De 45 a 49 años;2023;2
Oceanía ;De 45 a 49 años;2022;1
Oceanía ;De 45 a 49 años;2021;1
Oceanía ;De 45 a 49 años;2020;0
Oceanía ;De 45 a 49 años;2019;2
Oceanía ;De 45 a 49 años;2018;2
Oceanía ;De 45 a 49 años;2017;0
Oceanía ;De 45 a 49 años;2016;2
Oceanía ;De 45 a 49 años;2015;0
Oceanía ;De 45 a 49 años;2014;0
Oceanía ;De 45 a 49 años;2013;2
Oceanía ;De 45 a 49 años;2012;1
Oceanía ;De 45 a 49 años;2011;3
Oceanía ;De 50 a 54 años;2023;1
Oceanía ;De 50 a 54 años;2022;1
Oceanía ;De 50 a 54 años;2021;1
Oceanía ;De 50 a 54 años;2020;0
Oceanía ;De 50 a 54 años;2019;1
Oceanía ;De 50 a 54 años;2018;0
Oceanía ;De 50 a 54 años;2017;0
Oceanía ;De 50 a 54 años;2016;0
Oceanía ;De 50 a 54 años;2015;0
Oceanía ;De 50 a 54 años;2014;1
Oceanía ;De 50 a 54 años;2013;1
Oceanía ;De 50 a 54 años;2012;0
Oceanía ;De 50 a 54 años;2011;0
Oceanía ;De 55 a 59 años;2023;1
Oceanía ;De 55 a 59 años;2022;0
Oceanía ;De 55 a 59 años;2021;1
Oceanía ;De 55 a 59 años;2020;0
Oceanía ;De 55 a 59 años;2019;0
Oceanía ;De 55 a 59 años;2018;0
Oceanía ;De 55 a 59 años;2017;0
Oceanía ;De 55 a 59 años;2016;0
Oceanía ;De 55 a 59 años;2015;0
Oceanía ;De 55 a 59 años;2014;0
Oceanía ;De 55 a 59 años;2013;0
Oceanía ;De 55 a 59 años;2012;1
Oceanía ;De 55 a 59 años;2011;0
Oceanía ;De 60 a 64 años;2023;1
Oceanía ;De 60 a 64 años;2022;0
Oceanía ;De 60 a 64 años;2021;0
Oceanía ;De 60 a 64 años;2020;0
Oceanía ;De 60 a 64 años;2019;0
Oceanía ;De 60 a 64 años;2018;0
Oceanía ;De 60 a 64 años;2017;0
Oceanía ;De 60 a 64 años;2016;0
Oceanía ;De 60 a 64 años;2015;0
Oceanía ;De 60 a 64 años;2014;0
Oceanía ;De 60 a 64 años;2013;0
Oceanía ;De 60 a 64 años;2012;0
Oceanía ;De 60 a 64 años;2011;0
Oceanía ;De 65 a 69 años;2023;0
Oceanía ;De 65 a 69 años;2022;0
Oceanía ;De 65 a 69 años;2021;0
Oceanía ;De 65 a 69 años;2020;0
Oceanía ;De 65 a 69 años;2019;0
Oceanía ;De 65 a 69 años;2018;0
Oceanía ;De 65 a 69 años;2017;0
Oceanía ;De 65 a 69 años;2016;0
Oceanía ;De 65 a 69 años;2015;0
Oceanía ;De 65 a 69 años;2014;0
Oceanía ;De 65 a 69 años;2013;0
Oceanía ;De 65 a 69 años;2012;0
Oceanía ;De 65 a 69 años;2011;0
Oceanía ;De 70 a 74 años  ;2023;0
Oceanía ;De 70 a 74 años  ;2022;0
Oceanía ;De 70 a 74 años  ;2021;0
Oceanía ;De 70 a 74 años  ;2020;0
Oceanía ;De 70 a 74 años  ;2019;0
Oceanía ;De 70 a 74 años  ;2018;0
Oceanía ;De 70 a 74 años  ;2017;0
Oceanía ;De 70 a 74 años  ;2016;0
Oceanía ;De 70 a 74 años  ;2015;0
Oceanía ;De 70 a 74 años  ;2014;0
Oceanía ;De 70 a 74 años  ;2013;0
Oceanía ;De 70 a 74 años  ;2012;0
Oceanía ;De 70 a 74 años  ;2011;0
Oceanía ;75 y más años;2023;0
Oceanía ;75 y más años;2022;0
Oceanía ;75 y más años;2021;0
Oceanía ;75 y más años;2020;0
Oceanía ;75 y más años;2019;0
Oceanía ;75 y más años;2018;0
Oceanía ;75 y más años;2017;0
Oceanía ;75 y más años;2016;0
Oceanía ;75 y más años;2015;0
Oceanía ;75 y más años;2014;0
Oceanía ;75 y más años;2013;0
Oceanía ;75 y más años;2012;0
Oceanía ;75 y más años;2011;0
