Penas y medidas;Comunidades y ciudades autónomas;Periodo;Total
Obligación de mantener residencia;Canarias;2023;0
Obligación de mantener residencia;Canarias;2022;0
Obligación de mantener residencia;Canarias;2021;0
Obligación de mantener residencia;Canarias;2020;0
Obligación de mantener residencia;Canarias;2019;0
Obligación de mantener residencia;Canarias;2018;0
Obligación de mantener residencia;Canarias;2017;0
Obligación de mantener residencia;Canarias;2016;0
Obligación de mantener residencia;Canarias;2015;0
Obligación de mantener residencia;Cantabria;2023;0
Obligación de mantener residencia;Cantabria;2022;0
Obligación de mantener residencia;Cantabria;2021;0
Obligación de mantener residencia;Cantabria;2020;0
Obligación de mantener residencia;Cantabria;2019;0
Obligación de mantener residencia;Cantabria;2018;0
Obligación de mantener residencia;Cantabria;2017;0
Obligación de mantener residencia;Cantabria;2016;0
Obligación de mantener residencia;Cantabria;2015;0
Obligación de mantener residencia;Castilla y León;2023;0
Obligación de mantener residencia;Castilla y León;2022;0
Obligación de mantener residencia;Castilla y León;2021;0
Obligación de mantener residencia;Castilla y León;2020;0
Obligación de mantener residencia;Castilla y León;2019;0
Obligación de mantener residencia;Castilla y León;2018;0
Obligación de mantener residencia;Castilla y León;2017;0
Obligación de mantener residencia;Castilla y León;2016;0
Obligación de mantener residencia;Castilla y León;2015;0
Obligación de mantener residencia;Castilla - La Mancha;2023;0
Obligación de mantener residencia;Castilla - La Mancha;2022;0
Obligación de mantener residencia;Castilla - La Mancha;2021;0
Obligación de mantener residencia;Castilla - La Mancha;2020;0
Obligación de mantener residencia;Castilla - La Mancha;2019;0
Obligación de mantener residencia;Castilla - La Mancha;2018;0
Obligación de mantener residencia;Castilla - La Mancha;2017;0
Obligación de mantener residencia;Castilla - La Mancha;2016;0
Obligación de mantener residencia;Castilla - La Mancha;2015;0
Obligación de mantener residencia;Cataluña;2023;1
Obligación de mantener residencia;Cataluña;2022;5
Obligación de mantener residencia;Cataluña;2021;1
Obligación de mantener residencia;Cataluña;2020;0
Obligación de mantener residencia;Cataluña;2019;1
Obligación de mantener residencia;Cataluña;2018;4
Obligación de mantener residencia;Cataluña;2017;0
Obligación de mantener residencia;Cataluña;2016;2
Obligación de mantener residencia;Cataluña;2015;0
Obligación de mantener residencia;Comunitat Valenciana;2023;4
Obligación de mantener residencia;Comunitat Valenciana;2022;0
Obligación de mantener residencia;Comunitat Valenciana;2021;2
Obligación de mantener residencia;Comunitat Valenciana;2020;0
Obligación de mantener residencia;Comunitat Valenciana;2019;3
Obligación de mantener residencia;Comunitat Valenciana;2018;0
Obligación de mantener residencia;Comunitat Valenciana;2017;0
Obligación de mantener residencia;Comunitat Valenciana;2016;0
Obligación de mantener residencia;Comunitat Valenciana;2015;0
Obligación de mantener residencia;Extremadura;2023;1
Obligación de mantener residencia;Extremadura;2022;0
Obligación de mantener residencia;Extremadura;2021;0
Obligación de mantener residencia;Extremadura;2020;0
Obligación de mantener residencia;Extremadura;2019;0
Obligación de mantener residencia;Extremadura;2018;0
Obligación de mantener residencia;Extremadura;2017;0
Obligación de mantener residencia;Extremadura;2016;0
Obligación de mantener residencia;Extremadura;2015;0
Obligación de mantener residencia;Galicia;2023;0
Obligación de mantener residencia;Galicia;2022;0
Obligación de mantener residencia;Galicia;2021;1
Obligación de mantener residencia;Galicia;2020;0
Obligación de mantener residencia;Galicia;2019;0
Obligación de mantener residencia;Galicia;2018;0
Obligación de mantener residencia;Galicia;2017;0
Obligación de mantener residencia;Galicia;2016;0
Obligación de mantener residencia;Galicia;2015;0
Obligación de mantener residencia;Madrid, Comunidad de;2023;3
Obligación de mantener residencia;Madrid, Comunidad de;2022;0
Obligación de mantener residencia;Madrid, Comunidad de;2021;0
Obligación de mantener residencia;Madrid, Comunidad de;2020;0
Obligación de mantener residencia;Madrid, Comunidad de;2019;0
Obligación de mantener residencia;Madrid, Comunidad de;2018;0
Obligación de mantener residencia;Madrid, Comunidad de;2017;0
Obligación de mantener residencia;Madrid, Comunidad de;2016;1
Obligación de mantener residencia;Madrid, Comunidad de;2015;0
Obligación de mantener residencia;Murcia, Región de;2023;1
Obligación de mantener residencia;Murcia, Región de;2022;0
Obligación de mantener residencia;Murcia, Región de;2021;0
Obligación de mantener residencia;Murcia, Región de;2020;0
Obligación de mantener residencia;Murcia, Región de;2019;0
Obligación de mantener residencia;Murcia, Región de;2018;0
Obligación de mantener residencia;Murcia, Región de;2017;0
Obligación de mantener residencia;Murcia, Región de;2016;0
Obligación de mantener residencia;Murcia, Región de;2015;0
Obligación de mantener residencia;Navarra, Comunidad Foral de;2023;20
Obligación de mantener residencia;Navarra, Comunidad Foral de;2022;25
Obligación de mantener residencia;Navarra, Comunidad Foral de;2021;1
Obligación de mantener residencia;Navarra, Comunidad Foral de;2020;1
Obligación de mantener residencia;Navarra, Comunidad Foral de;2019;0
Obligación de mantener residencia;Navarra, Comunidad Foral de;2018;0
Obligación de mantener residencia;Navarra, Comunidad Foral de;2017;0
Obligación de mantener residencia;Navarra, Comunidad Foral de;2016;0
Obligación de mantener residencia;Navarra, Comunidad Foral de;2015;0
Obligación de mantener residencia;País Vasco;2023;0
Obligación de mantener residencia;País Vasco;2022;0
Obligación de mantener residencia;País Vasco;2021;0
Obligación de mantener residencia;País Vasco;2020;0
Obligación de mantener residencia;País Vasco;2019;0
Obligación de mantener residencia;País Vasco;2018;0
Obligación de mantener residencia;País Vasco;2017;0
Obligación de mantener residencia;País Vasco;2016;0
Obligación de mantener residencia;País Vasco;2015;0
Obligación de mantener residencia;Rioja, La;2023;0
Obligación de mantener residencia;Rioja, La;2022;1
Obligación de mantener residencia;Rioja, La;2021;0
Obligación de mantener residencia;Rioja, La;2020;0
Obligación de mantener residencia;Rioja, La;2019;0
Obligación de mantener residencia;Rioja, La;2018;0
Obligación de mantener residencia;Rioja, La;2017;0
Obligación de mantener residencia;Rioja, La;2016;0
Obligación de mantener residencia;Rioja, La;2015;0
Obligación de mantener residencia;Ceuta;2023;0
Obligación de mantener residencia;Ceuta;2022;0
Obligación de mantener residencia;Ceuta;2021;0
Obligación de mantener residencia;Ceuta;2020;0
Obligación de mantener residencia;Ceuta;2019;0
Obligación de mantener residencia;Ceuta;2018;0
Obligación de mantener residencia;Ceuta;2017;0
Obligación de mantener residencia;Ceuta;2016;0
Obligación de mantener residencia;Ceuta;2015;0
Obligación de mantener residencia;Melilla;2023;0
Obligación de mantener residencia;Melilla;2022;0
Obligación de mantener residencia;Melilla;2021;0
Obligación de mantener residencia;Melilla;2020;0
Obligación de mantener residencia;Melilla;2019;0
Obligación de mantener residencia;Melilla;2018;0
Obligación de mantener residencia;Melilla;2017;0
Obligación de mantener residencia;Melilla;2016;0
Obligación de mantener residencia;Melilla;2015;0
Prohibición de conducir vehículos de motor sin dispositivos;Total Nacional;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Total Nacional;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Total Nacional;2021;1
Prohibición de conducir vehículos de motor sin dispositivos;Total Nacional;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Total Nacional;2019;2
Prohibición de conducir vehículos de motor sin dispositivos;Total Nacional;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Total Nacional;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Total Nacional;2016;1
Prohibición de conducir vehículos de motor sin dispositivos;Total Nacional;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;Andalucía;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Andalucía;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Andalucía;2021;0
Prohibición de conducir vehículos de motor sin dispositivos;Andalucía;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Andalucía;2019;0
Prohibición de conducir vehículos de motor sin dispositivos;Andalucía;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Andalucía;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Andalucía;2016;0
Prohibición de conducir vehículos de motor sin dispositivos;Andalucía;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;Aragón;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Aragón;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Aragón;2021;0
Prohibición de conducir vehículos de motor sin dispositivos;Aragón;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Aragón;2019;1
Prohibición de conducir vehículos de motor sin dispositivos;Aragón;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Aragón;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Aragón;2016;0
Prohibición de conducir vehículos de motor sin dispositivos;Aragón;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;Asturias, Principado de;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Asturias, Principado de;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Asturias, Principado de;2021;0
Prohibición de conducir vehículos de motor sin dispositivos;Asturias, Principado de;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Asturias, Principado de;2019;0
Prohibición de conducir vehículos de motor sin dispositivos;Asturias, Principado de;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Asturias, Principado de;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Asturias, Principado de;2016;0
Prohibición de conducir vehículos de motor sin dispositivos;Asturias, Principado de;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;Balears, Illes;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Balears, Illes;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Balears, Illes;2021;0
Prohibición de conducir vehículos de motor sin dispositivos;Balears, Illes;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Balears, Illes;2019;0
Prohibición de conducir vehículos de motor sin dispositivos;Balears, Illes;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Balears, Illes;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Balears, Illes;2016;0
Prohibición de conducir vehículos de motor sin dispositivos;Balears, Illes;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;Canarias;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Canarias;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Canarias;2021;0
Prohibición de conducir vehículos de motor sin dispositivos;Canarias;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Canarias;2019;0
Prohibición de conducir vehículos de motor sin dispositivos;Canarias;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Canarias;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Canarias;2016;0
Prohibición de conducir vehículos de motor sin dispositivos;Canarias;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;Cantabria;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Cantabria;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Cantabria;2021;0
Prohibición de conducir vehículos de motor sin dispositivos;Cantabria;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Cantabria;2019;0
Prohibición de conducir vehículos de motor sin dispositivos;Cantabria;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Cantabria;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Cantabria;2016;0
Prohibición de conducir vehículos de motor sin dispositivos;Cantabria;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;Castilla y León;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Castilla y León;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Castilla y León;2021;0
Prohibición de conducir vehículos de motor sin dispositivos;Castilla y León;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Castilla y León;2019;0
Prohibición de conducir vehículos de motor sin dispositivos;Castilla y León;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Castilla y León;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Castilla y León;2016;0
Prohibición de conducir vehículos de motor sin dispositivos;Castilla y León;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;Castilla - La Mancha;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Castilla - La Mancha;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Castilla - La Mancha;2021;0
Prohibición de conducir vehículos de motor sin dispositivos;Castilla - La Mancha;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Castilla - La Mancha;2019;0
Prohibición de conducir vehículos de motor sin dispositivos;Castilla - La Mancha;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Castilla - La Mancha;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Castilla - La Mancha;2016;0
Prohibición de conducir vehículos de motor sin dispositivos;Castilla - La Mancha;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;Cataluña;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Cataluña;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Cataluña;2021;0
Prohibición de conducir vehículos de motor sin dispositivos;Cataluña;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Cataluña;2019;0
Prohibición de conducir vehículos de motor sin dispositivos;Cataluña;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Cataluña;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Cataluña;2016;0
Prohibición de conducir vehículos de motor sin dispositivos;Cataluña;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;Comunitat Valenciana;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Comunitat Valenciana;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Comunitat Valenciana;2021;0
Prohibición de conducir vehículos de motor sin dispositivos;Comunitat Valenciana;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Comunitat Valenciana;2019;0
Prohibición de conducir vehículos de motor sin dispositivos;Comunitat Valenciana;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Comunitat Valenciana;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Comunitat Valenciana;2016;0
Prohibición de conducir vehículos de motor sin dispositivos;Comunitat Valenciana;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;Extremadura;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Extremadura;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Extremadura;2021;0
Prohibición de conducir vehículos de motor sin dispositivos;Extremadura;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Extremadura;2019;0
Prohibición de conducir vehículos de motor sin dispositivos;Extremadura;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Extremadura;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Extremadura;2016;0
Prohibición de conducir vehículos de motor sin dispositivos;Extremadura;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;Galicia;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Galicia;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Galicia;2021;1
Prohibición de conducir vehículos de motor sin dispositivos;Galicia;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Galicia;2019;0
Prohibición de conducir vehículos de motor sin dispositivos;Galicia;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Galicia;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Galicia;2016;0
Prohibición de conducir vehículos de motor sin dispositivos;Galicia;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;Madrid, Comunidad de;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Madrid, Comunidad de;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Madrid, Comunidad de;2021;0
Prohibición de conducir vehículos de motor sin dispositivos;Madrid, Comunidad de;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Madrid, Comunidad de;2019;1
Prohibición de conducir vehículos de motor sin dispositivos;Madrid, Comunidad de;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Madrid, Comunidad de;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Madrid, Comunidad de;2016;1
Prohibición de conducir vehículos de motor sin dispositivos;Madrid, Comunidad de;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;Murcia, Región de;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Murcia, Región de;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Murcia, Región de;2021;0
Prohibición de conducir vehículos de motor sin dispositivos;Murcia, Región de;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Murcia, Región de;2019;0
Prohibición de conducir vehículos de motor sin dispositivos;Murcia, Región de;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Murcia, Región de;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Murcia, Región de;2016;0
Prohibición de conducir vehículos de motor sin dispositivos;Murcia, Región de;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;Navarra, Comunidad Foral de;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Navarra, Comunidad Foral de;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Navarra, Comunidad Foral de;2021;0
Prohibición de conducir vehículos de motor sin dispositivos;Navarra, Comunidad Foral de;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Navarra, Comunidad Foral de;2019;0
Prohibición de conducir vehículos de motor sin dispositivos;Navarra, Comunidad Foral de;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Navarra, Comunidad Foral de;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Navarra, Comunidad Foral de;2016;0
Prohibición de conducir vehículos de motor sin dispositivos;Navarra, Comunidad Foral de;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;País Vasco;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;País Vasco;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;País Vasco;2021;0
Prohibición de conducir vehículos de motor sin dispositivos;País Vasco;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;País Vasco;2019;0
Prohibición de conducir vehículos de motor sin dispositivos;País Vasco;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;País Vasco;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;País Vasco;2016;0
Prohibición de conducir vehículos de motor sin dispositivos;País Vasco;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;Rioja, La;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Rioja, La;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Rioja, La;2021;0
Prohibición de conducir vehículos de motor sin dispositivos;Rioja, La;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Rioja, La;2019;0
Prohibición de conducir vehículos de motor sin dispositivos;Rioja, La;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Rioja, La;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Rioja, La;2016;0
Prohibición de conducir vehículos de motor sin dispositivos;Rioja, La;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;Ceuta;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Ceuta;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Ceuta;2021;0
Prohibición de conducir vehículos de motor sin dispositivos;Ceuta;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Ceuta;2019;0
Prohibición de conducir vehículos de motor sin dispositivos;Ceuta;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Ceuta;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Ceuta;2016;0
Prohibición de conducir vehículos de motor sin dispositivos;Ceuta;2015;""
Prohibición de conducir vehículos de motor sin dispositivos;Melilla;2023;""
Prohibición de conducir vehículos de motor sin dispositivos;Melilla;2022;""
Prohibición de conducir vehículos de motor sin dispositivos;Melilla;2021;0
Prohibición de conducir vehículos de motor sin dispositivos;Melilla;2020;""
Prohibición de conducir vehículos de motor sin dispositivos;Melilla;2019;0
Prohibición de conducir vehículos de motor sin dispositivos;Melilla;2018;""
Prohibición de conducir vehículos de motor sin dispositivos;Melilla;2017;""
Prohibición de conducir vehículos de motor sin dispositivos;Melilla;2016;0
Prohibición de conducir vehículos de motor sin dispositivos;Melilla;2015;""
Prohibición a desempeñar ciertas actividades;Total Nacional;2023;1
Prohibición a desempeñar ciertas actividades;Total Nacional;2022;1
Prohibición a desempeñar ciertas actividades;Total Nacional;2021;""
Prohibición a desempeñar ciertas actividades;Total Nacional;2020;""
Prohibición a desempeñar ciertas actividades;Total Nacional;2019;""
Prohibición a desempeñar ciertas actividades;Total Nacional;2018;""
Prohibición a desempeñar ciertas actividades;Total Nacional;2017;""
Prohibición a desempeñar ciertas actividades;Total Nacional;2016;""
Prohibición a desempeñar ciertas actividades;Total Nacional;2015;""
Prohibición a desempeñar ciertas actividades;Andalucía;2023;0
Prohibición a desempeñar ciertas actividades;Andalucía;2022;0
Prohibición a desempeñar ciertas actividades;Andalucía;2021;""
Prohibición a desempeñar ciertas actividades;Andalucía;2020;""
Prohibición a desempeñar ciertas actividades;Andalucía;2019;""
Prohibición a desempeñar ciertas actividades;Andalucía;2018;""
Prohibición a desempeñar ciertas actividades;Andalucía;2017;""
Prohibición a desempeñar ciertas actividades;Andalucía;2016;""
Prohibición a desempeñar ciertas actividades;Andalucía;2015;""
Prohibición a desempeñar ciertas actividades;Aragón;2023;0
Prohibición a desempeñar ciertas actividades;Aragón;2022;0
Prohibición a desempeñar ciertas actividades;Aragón;2021;""
Prohibición a desempeñar ciertas actividades;Aragón;2020;""
Prohibición a desempeñar ciertas actividades;Aragón;2019;""
Prohibición a desempeñar ciertas actividades;Aragón;2018;""
Prohibición a desempeñar ciertas actividades;Aragón;2017;""
Prohibición a desempeñar ciertas actividades;Aragón;2016;""
Prohibición a desempeñar ciertas actividades;Aragón;2015;""
Prohibición a desempeñar ciertas actividades;Asturias, Principado de;2023;0
Prohibición a desempeñar ciertas actividades;Asturias, Principado de;2022;0
Prohibición a desempeñar ciertas actividades;Asturias, Principado de;2021;""
Prohibición a desempeñar ciertas actividades;Asturias, Principado de;2020;""
Prohibición a desempeñar ciertas actividades;Asturias, Principado de;2019;""
Prohibición a desempeñar ciertas actividades;Asturias, Principado de;2018;""
Prohibición a desempeñar ciertas actividades;Asturias, Principado de;2017;""
Prohibición a desempeñar ciertas actividades;Asturias, Principado de;2016;""
Prohibición a desempeñar ciertas actividades;Asturias, Principado de;2015;""
Prohibición a desempeñar ciertas actividades;Balears, Illes;2023;0
Prohibición a desempeñar ciertas actividades;Balears, Illes;2022;0
Prohibición a desempeñar ciertas actividades;Balears, Illes;2021;""
Prohibición a desempeñar ciertas actividades;Balears, Illes;2020;""
Prohibición a desempeñar ciertas actividades;Balears, Illes;2019;""
Prohibición a desempeñar ciertas actividades;Balears, Illes;2018;""
Prohibición a desempeñar ciertas actividades;Balears, Illes;2017;""
Prohibición a desempeñar ciertas actividades;Balears, Illes;2016;""
Prohibición a desempeñar ciertas actividades;Balears, Illes;2015;""
Prohibición a desempeñar ciertas actividades;Canarias;2023;0
Prohibición a desempeñar ciertas actividades;Canarias;2022;0
Prohibición a desempeñar ciertas actividades;Canarias;2021;""
Prohibición a desempeñar ciertas actividades;Canarias;2020;""
Prohibición a desempeñar ciertas actividades;Canarias;2019;""
Prohibición a desempeñar ciertas actividades;Canarias;2018;""
Prohibición a desempeñar ciertas actividades;Canarias;2017;""
Prohibición a desempeñar ciertas actividades;Canarias;2016;""
Prohibición a desempeñar ciertas actividades;Canarias;2015;""
Prohibición a desempeñar ciertas actividades;Cantabria;2023;0
Prohibición a desempeñar ciertas actividades;Cantabria;2022;0
Prohibición a desempeñar ciertas actividades;Cantabria;2021;""
Prohibición a desempeñar ciertas actividades;Cantabria;2020;""
Prohibición a desempeñar ciertas actividades;Cantabria;2019;""
Prohibición a desempeñar ciertas actividades;Cantabria;2018;""
Prohibición a desempeñar ciertas actividades;Cantabria;2017;""
Prohibición a desempeñar ciertas actividades;Cantabria;2016;""
Prohibición a desempeñar ciertas actividades;Cantabria;2015;""
Prohibición a desempeñar ciertas actividades;Castilla y León;2023;0
Prohibición a desempeñar ciertas actividades;Castilla y León;2022;1
Prohibición a desempeñar ciertas actividades;Castilla y León;2021;""
Prohibición a desempeñar ciertas actividades;Castilla y León;2020;""
Prohibición a desempeñar ciertas actividades;Castilla y León;2019;""
Prohibición a desempeñar ciertas actividades;Castilla y León;2018;""
Prohibición a desempeñar ciertas actividades;Castilla y León;2017;""
Prohibición a desempeñar ciertas actividades;Castilla y León;2016;""
Prohibición a desempeñar ciertas actividades;Castilla y León;2015;""
Prohibición a desempeñar ciertas actividades;Castilla - La Mancha;2023;0
Prohibición a desempeñar ciertas actividades;Castilla - La Mancha;2022;0
Prohibición a desempeñar ciertas actividades;Castilla - La Mancha;2021;""
Prohibición a desempeñar ciertas actividades;Castilla - La Mancha;2020;""
Prohibición a desempeñar ciertas actividades;Castilla - La Mancha;2019;""
Prohibición a desempeñar ciertas actividades;Castilla - La Mancha;2018;""
Prohibición a desempeñar ciertas actividades;Castilla - La Mancha;2017;""
Prohibición a desempeñar ciertas actividades;Castilla - La Mancha;2016;""
Prohibición a desempeñar ciertas actividades;Castilla - La Mancha;2015;""
Prohibición a desempeñar ciertas actividades;Cataluña;2023;1
Prohibición a desempeñar ciertas actividades;Cataluña;2022;0
Prohibición a desempeñar ciertas actividades;Cataluña;2021;""
Prohibición a desempeñar ciertas actividades;Cataluña;2020;""
Prohibición a desempeñar ciertas actividades;Cataluña;2019;""
Prohibición a desempeñar ciertas actividades;Cataluña;2018;""
Prohibición a desempeñar ciertas actividades;Cataluña;2017;""
Prohibición a desempeñar ciertas actividades;Cataluña;2016;""
Prohibición a desempeñar ciertas actividades;Cataluña;2015;""
Prohibición a desempeñar ciertas actividades;Comunitat Valenciana;2023;0
Prohibición a desempeñar ciertas actividades;Comunitat Valenciana;2022;0
Prohibición a desempeñar ciertas actividades;Comunitat Valenciana;2021;""
Prohibición a desempeñar ciertas actividades;Comunitat Valenciana;2020;""
Prohibición a desempeñar ciertas actividades;Comunitat Valenciana;2019;""
Prohibición a desempeñar ciertas actividades;Comunitat Valenciana;2018;""
Prohibición a desempeñar ciertas actividades;Comunitat Valenciana;2017;""
Prohibición a desempeñar ciertas actividades;Comunitat Valenciana;2016;""
Prohibición a desempeñar ciertas actividades;Comunitat Valenciana;2015;""
Prohibición a desempeñar ciertas actividades;Extremadura;2023;0
Prohibición a desempeñar ciertas actividades;Extremadura;2022;0
Prohibición a desempeñar ciertas actividades;Extremadura;2021;""
Prohibición a desempeñar ciertas actividades;Extremadura;2020;""
Prohibición a desempeñar ciertas actividades;Extremadura;2019;""
Prohibición a desempeñar ciertas actividades;Extremadura;2018;""
Prohibición a desempeñar ciertas actividades;Extremadura;2017;""
Prohibición a desempeñar ciertas actividades;Extremadura;2016;""
Prohibición a desempeñar ciertas actividades;Extremadura;2015;""
Prohibición a desempeñar ciertas actividades;Galicia;2023;0
Prohibición a desempeñar ciertas actividades;Galicia;2022;0
Prohibición a desempeñar ciertas actividades;Galicia;2021;""
Prohibición a desempeñar ciertas actividades;Galicia;2020;""
Prohibición a desempeñar ciertas actividades;Galicia;2019;""
Prohibición a desempeñar ciertas actividades;Galicia;2018;""
Prohibición a desempeñar ciertas actividades;Galicia;2017;""
Prohibición a desempeñar ciertas actividades;Galicia;2016;""
Prohibición a desempeñar ciertas actividades;Galicia;2015;""
Prohibición a desempeñar ciertas actividades;Madrid, Comunidad de;2023;0
Prohibición a desempeñar ciertas actividades;Madrid, Comunidad de;2022;0
Prohibición a desempeñar ciertas actividades;Madrid, Comunidad de;2021;""
Prohibición a desempeñar ciertas actividades;Madrid, Comunidad de;2020;""
Prohibición a desempeñar ciertas actividades;Madrid, Comunidad de;2019;""
Prohibición a desempeñar ciertas actividades;Madrid, Comunidad de;2018;""
Prohibición a desempeñar ciertas actividades;Madrid, Comunidad de;2017;""
Prohibición a desempeñar ciertas actividades;Madrid, Comunidad de;2016;""
Prohibición a desempeñar ciertas actividades;Madrid, Comunidad de;2015;""
Prohibición a desempeñar ciertas actividades;Murcia, Región de;2023;0
